metro,year,age_bracket,households
"Lansing-East Lansing, MI Metro Area",2024,45_64,62903.0
"Lansing-East Lansing, MI Metro Area",2024,65_plus,53906.0
"Lansing-East Lansing, MI Metro Area",2024,under_25,16334.0
"Laredo, TX Metro Area",2005,25_44,27934.0
"Laredo, TX Metro Area",2005,45_64,19486.0
"Laredo, TX Metro Area",2005,65_plus,9556.0
"Laredo, TX Metro Area",2005,under_25,2771.0
"Laredo, TX Metro Area",2006,25_44,26917.0
"Laredo, TX Metro Area",2006,45_64,21070.0
"Laredo, TX Metro Area",2006,65_plus,10354.0
"Laredo, TX Metro Area",2006,under_25,2044.0
"Laredo, TX Metro Area",2007,25_44,26524.0
"Laredo, TX Metro Area",2007,45_64,22592.0
"Laredo, TX Metro Area",2007,65_plus,10516.0
"Laredo, TX Metro Area",2007,under_25,2792.0
"Laredo, TX Metro Area",2008,25_44,28066.0
"Laredo, TX Metro Area",2008,45_64,23284.0
"Laredo, TX Metro Area",2008,65_plus,11230.0
"Laredo, TX Metro Area",2008,under_25,2531.0
"Laredo, TX Metro Area",2009,25_44,28053.0
"Laredo, TX Metro Area",2009,45_64,23021.0
"Laredo, TX Metro Area",2009,65_plus,11180.0
"Laredo, TX Metro Area",2009,under_25,2924.0
"Laredo, TX Metro Area",2010,25_44,27956.0
"Laredo, TX Metro Area",2010,45_64,23884.0
"Laredo, TX Metro Area",2010,65_plus,11298.0
"Laredo, TX Metro Area",2010,under_25,3578.0
"Laredo, TX Metro Area",2011,25_44,29028.0
"Laredo, TX Metro Area",2011,45_64,25781.0
"Laredo, TX Metro Area",2011,65_plus,10502.0
"Laredo, TX Metro Area",2011,under_25,2152.0
"Laredo, TX Metro Area",2012,25_44,29998.0
"Laredo, TX Metro Area",2012,45_64,25045.0
"Laredo, TX Metro Area",2012,65_plus,11360.0
"Laredo, TX Metro Area",2012,under_25,2577.0
"Laredo, TX Metro Area",2013,25_44,30201.0
"Laredo, TX Metro Area",2013,45_64,24806.0
"Laredo, TX Metro Area",2013,65_plus,11202.0
"Laredo, TX Metro Area",2013,under_25,2487.0
"Laredo, TX Metro Area",2014,25_44,27958.0
"Laredo, TX Metro Area",2014,45_64,28034.0
"Laredo, TX Metro Area",2014,65_plus,12074.0
"Laredo, TX Metro Area",2014,under_25,2352.0
"Laredo, TX Metro Area",2015,25_44,28904.0
"Laredo, TX Metro Area",2015,45_64,28178.0
"Laredo, TX Metro Area",2015,65_plus,12847.0
"Laredo, TX Metro Area",2015,under_25,2330.0
"Laredo, TX Metro Area",2016,25_44,29085.0
"Laredo, TX Metro Area",2016,45_64,27856.0
"Laredo, TX Metro Area",2016,65_plus,14050.0
"Laredo, TX Metro Area",2016,under_25,2492.0
"Laredo, TX Metro Area",2017,25_44,28877.0
"Laredo, TX Metro Area",2017,45_64,28619.0
"Laredo, TX Metro Area",2017,65_plus,15019.0
"Laredo, TX Metro Area",2017,under_25,1530.0
"Laredo, TX Metro Area",2018,25_44,27682.0
"Laredo, TX Metro Area",2018,45_64,29974.0
"Laredo, TX Metro Area",2018,65_plus,15185.0
"Laredo, TX Metro Area",2018,under_25,2459.0
"Laredo, TX Metro Area",2019,25_44,30217.0
"Laredo, TX Metro Area",2019,45_64,29366.0
"Laredo, TX Metro Area",2019,65_plus,14358.0
"Laredo, TX Metro Area",2019,under_25,2385.0
"Laredo, TX Metro Area",2021,25_44,26695.0
"Laredo, TX Metro Area",2021,45_64,32049.0
"Laredo, TX Metro Area",2021,65_plus,16266.0
"Laredo, TX Metro Area",2021,under_25,3720.0
"Laredo, TX Metro Area",2022,25_44,32047.0
"Laredo, TX Metro Area",2022,45_64,30713.0
"Laredo, TX Metro Area",2022,65_plus,16274.0
"Laredo, TX Metro Area",2022,under_25,3485.0
"Laredo, TX Metro Area",2023,25_44,30959.0
"Laredo, TX Metro Area",2023,45_64,31724.0
"Laredo, TX Metro Area",2023,65_plus,16978.0
"Laredo, TX Metro Area",2023,under_25,3384.0
"Laredo, TX Metro Area",2024,25_44,31374.0
"Laredo, TX Metro Area",2024,45_64,32045.0
"Laredo, TX Metro Area",2024,65_plus,17493.0
"Laredo, TX Metro Area",2024,under_25,3265.0
"Las Cruces, NM Metro Area",2005,25_44,23012.0
"Las Cruces, NM Metro Area",2005,45_64,22882.0
"Las Cruces, NM Metro Area",2005,65_plus,14017.0
"Las Cruces, NM Metro Area",2005,under_25,7135.0
"Las Cruces, NM Metro Area",2006,25_44,25496.0
"Las Cruces, NM Metro Area",2006,45_64,22337.0
"Las Cruces, NM Metro Area",2006,65_plus,13105.0
"Las Cruces, NM Metro Area",2006,under_25,6187.0
"Las Cruces, NM Metro Area",2007,25_44,25196.0
"Las Cruces, NM Metro Area",2007,45_64,24674.0
"Las Cruces, NM Metro Area",2007,65_plus,14496.0
"Las Cruces, NM Metro Area",2007,under_25,5470.0
"Las Cruces, NM Metro Area",2008,25_44,25026.0
"Las Cruces, NM Metro Area",2008,45_64,24573.0
"Las Cruces, NM Metro Area",2008,65_plus,14345.0
"Las Cruces, NM Metro Area",2008,under_25,5904.0
"Las Cruces, NM Metro Area",2009,25_44,25644.0
"Las Cruces, NM Metro Area",2009,45_64,25705.0
"Las Cruces, NM Metro Area",2009,65_plus,15849.0
"Las Cruces, NM Metro Area",2009,under_25,4045.0
"Las Cruces, NM Metro Area",2010,25_44,24650.0
"Las Cruces, NM Metro Area",2010,45_64,26328.0
"Las Cruces, NM Metro Area",2010,65_plus,16009.0
"Las Cruces, NM Metro Area",2010,under_25,6627.0
"Las Cruces, NM Metro Area",2011,25_44,23129.0
"Las Cruces, NM Metro Area",2011,45_64,30054.0
"Las Cruces, NM Metro Area",2011,65_plus,16388.0
"Las Cruces, NM Metro Area",2011,under_25,5507.0
"Las Cruces, NM Metro Area",2012,25_44,24491.0
"Las Cruces, NM Metro Area",2012,45_64,26263.0
"Las Cruces, NM Metro Area",2012,65_plus,18171.0
"Las Cruces, NM Metro Area",2012,under_25,4792.0
"Las Cruces, NM Metro Area",2013,25_44,23346.0
"Las Cruces, NM Metro Area",2013,45_64,27149.0
"Las Cruces, NM Metro Area",2013,65_plus,18007.0
"Las Cruces, NM Metro Area",2013,under_25,6396.0
"Las Cruces, NM Metro Area",2014,25_44,22550.0
"Las Cruces, NM Metro Area",2014,45_64,27234.0
"Las Cruces, NM Metro Area",2014,65_plus,17799.0
"Las Cruces, NM Metro Area",2014,under_25,7947.0
"Las Cruces, NM Metro Area",2015,25_44,25674.0
"Las Cruces, NM Metro Area",2015,45_64,24398.0
"Las Cruces, NM Metro Area",2015,65_plus,19395.0
"Las Cruces, NM Metro Area",2015,under_25,5164.0
"Las Cruces, NM Metro Area",2016,25_44,22364.0
"Las Cruces, NM Metro Area",2016,45_64,27779.0
"Las Cruces, NM Metro Area",2016,65_plus,20306.0
"Las Cruces, NM Metro Area",2016,under_25,5310.0
"Las Cruces, NM Metro Area",2017,25_44,21528.0
"Las Cruces, NM Metro Area",2017,45_64,27345.0
"Las Cruces, NM Metro Area",2017,65_plus,19911.0
"Las Cruces, NM Metro Area",2017,under_25,6657.0
"Las Cruces, NM Metro Area",2018,25_44,24971.0
"Las Cruces, NM Metro Area",2018,45_64,27382.0
"Las Cruces, NM Metro Area",2018,65_plus,20682.0
"Las Cruces, NM Metro Area",2018,under_25,7374.0
"Las Cruces, NM Metro Area",2019,25_44,23991.0
"Las Cruces, NM Metro Area",2019,45_64,27380.0
"Las Cruces, NM Metro Area",2019,65_plus,20665.0
"Las Cruces, NM Metro Area",2019,under_25,7058.0
"Las Cruces, NM Metro Area",2021,25_44,28486.0
"Las Cruces, NM Metro Area",2021,45_64,27706.0
"Las Cruces, NM Metro Area",2021,65_plus,23249.0
"Las Cruces, NM Metro Area",2021,under_25,5580.0
"Las Cruces, NM Metro Area",2022,25_44,30111.0
"Las Cruces, NM Metro Area",2022,45_64,25505.0
"Las Cruces, NM Metro Area",2022,65_plus,24043.0
"Las Cruces, NM Metro Area",2022,under_25,6087.0
"Las Cruces, NM Metro Area",2023,25_44,26422.0
"Las Cruces, NM Metro Area",2023,45_64,26287.0
"Las Cruces, NM Metro Area",2023,65_plus,26325.0
"Las Cruces, NM Metro Area",2023,under_25,8654.0
"Las Cruces, NM Metro Area",2024,25_44,27508.0
"Las Cruces, NM Metro Area",2024,45_64,27493.0
"Las Cruces, NM Metro Area",2024,65_plus,25289.0
"Las Cruces, NM Metro Area",2024,under_25,5959.0
"Las Vegas-Henderson-North Las Vegas, NV Metro Area",2023,25_44,313152.0
"Las Vegas-Henderson-North Las Vegas, NV Metro Area",2023,45_64,317941.0
"Las Vegas-Henderson-North Las Vegas, NV Metro Area",2023,65_plus,222340.0
"Las Vegas-Henderson-North Las Vegas, NV Metro Area",2023,under_25,27171.0
"Las Vegas-Henderson-North Las Vegas, NV Metro Area",2024,25_44,311001.0
"Las Vegas-Henderson-North Las Vegas, NV Metro Area",2024,45_64,327311.0
"Las Vegas-Henderson-North Las Vegas, NV Metro Area",2024,65_plus,227684.0
"Las Vegas-Henderson-North Las Vegas, NV Metro Area",2024,under_25,24342.0
"Las Vegas-Henderson-Paradise, NV Metro Area",2013,25_44,269373.0
"Las Vegas-Henderson-Paradise, NV Metro Area",2013,45_64,273389.0
"Las Vegas-Henderson-Paradise, NV Metro Area",2013,65_plus,148503.0
"Las Vegas-Henderson-Paradise, NV Metro Area",2013,under_25,22312.0
"Las Vegas-Henderson-Paradise, NV Metro Area",2014,25_44,271345.0
"Las Vegas-Henderson-Paradise, NV Metro Area",2014,45_64,275039.0
"Las Vegas-Henderson-Paradise, NV Metro Area",2014,65_plus,156767.0
"Las Vegas-Henderson-Paradise, NV Metro Area",2014,under_25,28171.0
"Las Vegas-Henderson-Paradise, NV Metro Area",2015,25_44,275364.0
"Las Vegas-Henderson-Paradise, NV Metro Area",2015,45_64,279085.0
"Las Vegas-Henderson-Paradise, NV Metro Area",2015,65_plus,161861.0
"Las Vegas-Henderson-Paradise, NV Metro Area",2015,under_25,24656.0
"Las Vegas-Henderson-Paradise, NV Metro Area",2016,25_44,274734.0
"Las Vegas-Henderson-Paradise, NV Metro Area",2016,45_64,283491.0
"Las Vegas-Henderson-Paradise, NV Metro Area",2016,65_plus,172318.0
"Las Vegas-Henderson-Paradise, NV Metro Area",2016,under_25,24715.0
"Las Vegas-Henderson-Paradise, NV Metro Area",2017,25_44,281939.0
"Las Vegas-Henderson-Paradise, NV Metro Area",2017,45_64,292298.0
"Las Vegas-Henderson-Paradise, NV Metro Area",2017,65_plus,179772.0
"Las Vegas-Henderson-Paradise, NV Metro Area",2017,under_25,27787.0
"Las Vegas-Henderson-Paradise, NV Metro Area",2018,25_44,296101.0
"Las Vegas-Henderson-Paradise, NV Metro Area",2018,45_64,296010.0
"Las Vegas-Henderson-Paradise, NV Metro Area",2018,65_plus,187797.0
"Las Vegas-Henderson-Paradise, NV Metro Area",2018,under_25,28697.0
"Las Vegas-Henderson-Paradise, NV Metro Area",2019,25_44,284333.0
"Las Vegas-Henderson-Paradise, NV Metro Area",2019,45_64,301525.0
"Las Vegas-Henderson-Paradise, NV Metro Area",2019,65_plus,199846.0
"Las Vegas-Henderson-Paradise, NV Metro Area",2019,under_25,27903.0
"Las Vegas-Henderson-Paradise, NV Metro Area",2021,25_44,304528.0
"Las Vegas-Henderson-Paradise, NV Metro Area",2021,45_64,316500.0
"Las Vegas-Henderson-Paradise, NV Metro Area",2021,65_plus,207358.0
"Las Vegas-Henderson-Paradise, NV Metro Area",2021,under_25,25903.0
"Las Vegas-Henderson-Paradise, NV Metro Area",2022,25_44,303858.0
"Las Vegas-Henderson-Paradise, NV Metro Area",2022,45_64,308566.0
"Las Vegas-Henderson-Paradise, NV Metro Area",2022,65_plus,218465.0
"Las Vegas-Henderson-Paradise, NV Metro Area",2022,under_25,26473.0
"Las Vegas-Paradise, NV Metro Area",2005,25_44,272964.0
"Las Vegas-Paradise, NV Metro Area",2005,45_64,218007.0
"Las Vegas-Paradise, NV Metro Area",2005,65_plus,111846.0
"Las Vegas-Paradise, NV Metro Area",2005,under_25,34923.0
"Las Vegas-Paradise, NV Metro Area",2006,25_44,279543.0
"Las Vegas-Paradise, NV Metro Area",2006,45_64,244608.0
"Las Vegas-Paradise, NV Metro Area",2006,65_plus,109224.0
"Las Vegas-Paradise, NV Metro Area",2006,under_25,32134.0
"Las Vegas-Paradise, NV Metro Area",2007,25_44,287969.0
"Las Vegas-Paradise, NV Metro Area",2007,45_64,252301.0
"Las Vegas-Paradise, NV Metro Area",2007,65_plus,109765.0
"Las Vegas-Paradise, NV Metro Area",2007,under_25,32999.0
"Las Vegas-Paradise, NV Metro Area",2008,25_44,283022.0
"Las Vegas-Paradise, NV Metro Area",2008,45_64,257848.0
"Las Vegas-Paradise, NV Metro Area",2008,65_plus,116269.0
"Las Vegas-Paradise, NV Metro Area",2008,under_25,27466.0
"Las Vegas-Paradise, NV Metro Area",2009,25_44,288065.0
"Las Vegas-Paradise, NV Metro Area",2009,45_64,252590.0
"Las Vegas-Paradise, NV Metro Area",2009,65_plus,122143.0
"Las Vegas-Paradise, NV Metro Area",2009,under_25,31346.0
"Las Vegas-Paradise, NV Metro Area",2010,25_44,276203.0
"Las Vegas-Paradise, NV Metro Area",2010,45_64,262830.0
"Las Vegas-Paradise, NV Metro Area",2010,65_plus,130049.0
"Las Vegas-Paradise, NV Metro Area",2010,under_25,29873.0
"Las Vegas-Paradise, NV Metro Area",2011,25_44,267009.0
"Las Vegas-Paradise, NV Metro Area",2011,45_64,266453.0
"Las Vegas-Paradise, NV Metro Area",2011,65_plus,137114.0
"Las Vegas-Paradise, NV Metro Area",2011,under_25,26258.0
"Las Vegas-Paradise, NV Metro Area",2012,25_44,276663.0
"Las Vegas-Paradise, NV Metro Area",2012,45_64,269324.0
"Las Vegas-Paradise, NV Metro Area",2012,65_plus,142945.0
"Las Vegas-Paradise, NV Metro Area",2012,under_25,26905.0
"Laurel, MS Micro Area",2005,25_44,10940.0
"Laurel, MS Micro Area",2005,45_64,11982.0
"Laurel, MS Micro Area",2005,65_plus,7337.0
"Laurel, MS Micro Area",2005,under_25,1778.0
"Laurel, MS Micro Area",2006,25_44,10500.0
"Laurel, MS Micro Area",2006,45_64,13094.0
"Laurel, MS Micro Area",2006,65_plus,8320.0
"Laurel, MS Micro Area",2006,under_25,883.0
"Laurel, MS Micro Area",2007,25_44,10819.0
"Laurel, MS Micro Area",2007,45_64,11139.0
"Laurel, MS Micro Area",2007,65_plus,8862.0
"Laurel, MS Micro Area",2007,under_25,1448.0
"Laurel, MS Micro Area",2008,25_44,11916.0
"Laurel, MS Micro Area",2008,45_64,11869.0
"Laurel, MS Micro Area",2008,65_plus,7271.0
"Laurel, MS Micro Area",2008,under_25,1495.0
"Laurel, MS Micro Area",2009,25_44,10654.0
"Laurel, MS Micro Area",2009,45_64,12257.0
"Laurel, MS Micro Area",2009,65_plus,8440.0
"Laurel, MS Micro Area",2009,under_25,1476.0
"Laurel, MS Micro Area",2010,25_44,9885.0
"Laurel, MS Micro Area",2010,45_64,12605.0
"Laurel, MS Micro Area",2010,65_plus,7574.0
"Laurel, MS Micro Area",2010,under_25,1403.0
"Laurel, MS Micro Area",2011,25_44,9976.0
"Laurel, MS Micro Area",2011,45_64,12235.0
"Laurel, MS Micro Area",2011,65_plus,8887.0
"Laurel, MS Micro Area",2011,under_25,889.0
"Laurel, MS Micro Area",2012,25_44,9806.0
"Laurel, MS Micro Area",2012,45_64,11604.0
"Laurel, MS Micro Area",2012,65_plus,8771.0
"Laurel, MS Micro Area",2012,under_25,1541.0
"Laurel, MS Micro Area",2013,25_44,10847.0
"Laurel, MS Micro Area",2013,45_64,11015.0
"Laurel, MS Micro Area",2013,65_plus,7923.0
"Laurel, MS Micro Area",2013,under_25,983.0
"Laurel, MS Micro Area",2014,25_44,9807.0
"Laurel, MS Micro Area",2014,45_64,11328.0
"Laurel, MS Micro Area",2014,65_plus,8738.0
"Laurel, MS Micro Area",2014,under_25,1202.0
"Laurel, MS Micro Area",2015,25_44,10203.0
"Laurel, MS Micro Area",2015,45_64,12158.0
"Laurel, MS Micro Area",2015,65_plus,8203.0
"Laurel, MS Micro Area",2015,under_25,963.0
"Laurel, MS Micro Area",2016,25_44,9003.0
"Laurel, MS Micro Area",2016,45_64,12117.0
"Laurel, MS Micro Area",2016,65_plus,8612.0
"Laurel, MS Micro Area",2016,under_25,1379.0
"Laurel, MS Micro Area",2017,25_44,8583.0
"Laurel, MS Micro Area",2017,45_64,11945.0
"Laurel, MS Micro Area",2017,65_plus,9515.0
"Laurel, MS Micro Area",2017,under_25,712.0
"Laurel, MS Micro Area",2018,25_44,10408.0
"Laurel, MS Micro Area",2018,45_64,10002.0
"Laurel, MS Micro Area",2018,65_plus,9654.0
"Laurel, MS Micro Area",2018,under_25,1028.0
"Laurel, MS Micro Area",2019,25_44,8787.0
"Laurel, MS Micro Area",2019,45_64,9596.0
"Laurel, MS Micro Area",2019,65_plus,10184.0
"Laurel, MS Micro Area",2019,under_25,1451.0
"Laurel, MS Micro Area",2021,25_44,
"Laurel, MS Micro Area",2021,45_64,
"Laurel, MS Micro Area",2021,65_plus,
"Laurel, MS Micro Area",2021,under_25,
"Laurel, MS Micro Area",2022,25_44,8057.0
"Laurel, MS Micro Area",2022,45_64,12651.0
"Laurel, MS Micro Area",2022,65_plus,10122.0
"Laurel, MS Micro Area",2022,under_25,897.0
"Laurel, MS Micro Area",2023,25_44,8843.0
"Laurel, MS Micro Area",2023,45_64,11451.0
"Laurel, MS Micro Area",2023,65_plus,9948.0
"Laurel, MS Micro Area",2023,under_25,1817.0
"Laurel, MS Micro Area",2024,25_44,8770.0
"Laurel, MS Micro Area",2024,45_64,13281.0
"Laurel, MS Micro Area",2024,65_plus,10320.0
"Laurel, MS Micro Area",2024,under_25,1247.0
"Lawrence, KS Metro Area",2005,25_44,15520.0
"Lawrence, KS Metro Area",2005,45_64,11246.0
"Lawrence, KS Metro Area",2005,65_plus,6057.0
"Lawrence, KS Metro Area",2005,under_25,8971.0
"Lawrence, KS Metro Area",2006,25_44,16252.0
"Lawrence, KS Metro Area",2006,45_64,13638.0
"Lawrence, KS Metro Area",2006,65_plus,6491.0
"Lawrence, KS Metro Area",2006,under_25,6281.0
"Lawrence, KS Metro Area",2007,25_44,17048.0
"Lawrence, KS Metro Area",2007,45_64,14274.0
"Lawrence, KS Metro Area",2007,65_plus,6739.0
"Lawrence, KS Metro Area",2007,under_25,5906.0
"Lawrence, KS Metro Area",2008,25_44,16966.0
"Lawrence, KS Metro Area",2008,45_64,13103.0
"Lawrence, KS Metro Area",2008,65_plus,6956.0
"Lawrence, KS Metro Area",2008,under_25,6705.0
"Lawrence, KS Metro Area",2009,25_44,14950.0
"Lawrence, KS Metro Area",2009,45_64,13131.0
"Lawrence, KS Metro Area",2009,65_plus,7478.0
"Lawrence, KS Metro Area",2009,under_25,8483.0
"Lawrence, KS Metro Area",2010,25_44,16853.0
"Lawrence, KS Metro Area",2010,45_64,13706.0
"Lawrence, KS Metro Area",2010,65_plus,5597.0
"Lawrence, KS Metro Area",2010,under_25,7229.0
"Lawrence, KS Metro Area",2011,25_44,15471.0
"Lawrence, KS Metro Area",2011,45_64,13878.0
"Lawrence, KS Metro Area",2011,65_plus,5954.0
"Lawrence, KS Metro Area",2011,under_25,8068.0
"Lawrence, KS Metro Area",2012,25_44,16529.0
"Lawrence, KS Metro Area",2012,45_64,13809.0
"Lawrence, KS Metro Area",2012,65_plus,7397.0
"Lawrence, KS Metro Area",2012,under_25,6257.0
"Lawrence, KS Metro Area",2013,25_44,16507.0
"Lawrence, KS Metro Area",2013,45_64,13211.0
"Lawrence, KS Metro Area",2013,65_plus,7317.0
"Lawrence, KS Metro Area",2013,under_25,5435.0
"Lawrence, KS Metro Area",2014,25_44,16323.0
"Lawrence, KS Metro Area",2014,45_64,14030.0
"Lawrence, KS Metro Area",2014,65_plus,7496.0
"Lawrence, KS Metro Area",2014,under_25,7375.0
"Lawrence, KS Metro Area",2015,25_44,15170.0
"Lawrence, KS Metro Area",2015,45_64,13829.0
"Lawrence, KS Metro Area",2015,65_plus,7825.0
"Lawrence, KS Metro Area",2015,under_25,5993.0
"Lawrence, KS Metro Area",2016,25_44,16253.0
"Lawrence, KS Metro Area",2016,45_64,13638.0
"Lawrence, KS Metro Area",2016,65_plus,8807.0
"Lawrence, KS Metro Area",2016,under_25,6874.0
"Lawrence, KS Metro Area",2017,25_44,17733.0
"Lawrence, KS Metro Area",2017,45_64,14389.0
"Lawrence, KS Metro Area",2017,65_plus,8647.0
"Lawrence, KS Metro Area",2017,under_25,6874.0
"Lawrence, KS Metro Area",2018,25_44,18033.0
"Lawrence, KS Metro Area",2018,45_64,13633.0
"Lawrence, KS Metro Area",2018,65_plus,9782.0
"Lawrence, KS Metro Area",2018,under_25,7459.0
"Lawrence, KS Metro Area",2019,25_44,15675.0
"Lawrence, KS Metro Area",2019,45_64,14130.0
"Lawrence, KS Metro Area",2019,65_plus,9872.0
"Lawrence, KS Metro Area",2019,under_25,8831.0
"Lawrence, KS Metro Area",2021,25_44,20078.0
"Lawrence, KS Metro Area",2021,45_64,14601.0
"Lawrence, KS Metro Area",2021,65_plus,10365.0
"Lawrence, KS Metro Area",2021,under_25,4715.0
"Lawrence, KS Metro Area",2022,25_44,17536.0
"Lawrence, KS Metro Area",2022,45_64,12749.0
"Lawrence, KS Metro Area",2022,65_plus,11040.0
"Lawrence, KS Metro Area",2022,under_25,8923.0
"Lawrence, KS Metro Area",2023,25_44,18136.0
"Lawrence, KS Metro Area",2023,45_64,14614.0
"Lawrence, KS Metro Area",2023,65_plus,10079.0
"Lawrence, KS Metro Area",2023,under_25,8184.0
"Lawrence, KS Metro Area",2024,25_44,19517.0
"Lawrence, KS Metro Area",2024,45_64,11948.0
"Lawrence, KS Metro Area",2024,65_plus,11790.0
"Lawrence, KS Metro Area",2024,under_25,8052.0
"Lawton, OK Metro Area",2005,25_44,14921.0
"Lawton, OK Metro Area",2005,45_64,14798.0
"Lawton, OK Metro Area",2005,65_plus,7871.0
"Lawton, OK Metro Area",2005,under_25,3115.0
"Lawton, OK Metro Area",2006,25_44,15861.0
"Lawton, OK Metro Area",2006,45_64,14255.0
"Lawton, OK Metro Area",2006,65_plus,8503.0
"Lawton, OK Metro Area",2006,under_25,3011.0
"Lawton, OK Metro Area",2007,25_44,15260.0
"Lawton, OK Metro Area",2007,45_64,14974.0
"Lawton, OK Metro Area",2007,65_plus,7805.0
"Lawton, OK Metro Area",2007,under_25,3098.0
"Lawton, OK Metro Area",2008,25_44,15165.0
"Lawton, OK Metro Area",2008,45_64,15764.0
"Lawton, OK Metro Area",2008,65_plus,8759.0
"Lawton, OK Metro Area",2008,under_25,2368.0
"Lawton, OK Metro Area",2009,25_44,14794.0
"Lawton, OK Metro Area",2009,45_64,15202.0
"Lawton, OK Metro Area",2009,65_plus,7799.0
"Lawton, OK Metro Area",2009,under_25,3552.0
"Lawton, OK Metro Area",2010,25_44,18357.0
"Lawton, OK Metro Area",2010,45_64,15662.0
"Lawton, OK Metro Area",2010,65_plus,8718.0
"Lawton, OK Metro Area",2010,under_25,3404.0
"Lawton, OK Metro Area",2011,25_44,18177.0
"Lawton, OK Metro Area",2011,45_64,14872.0
"Lawton, OK Metro Area",2011,65_plus,9470.0
"Lawton, OK Metro Area",2011,under_25,2360.0
"Lawton, OK Metro Area",2012,25_44,15718.0
"Lawton, OK Metro Area",2012,45_64,15925.0
"Lawton, OK Metro Area",2012,65_plus,8513.0
"Lawton, OK Metro Area",2012,under_25,3314.0
"Lawton, OK Metro Area",2013,25_44,16950.0
"Lawton, OK Metro Area",2013,45_64,15503.0
"Lawton, OK Metro Area",2013,65_plus,9283.0
"Lawton, OK Metro Area",2013,under_25,4135.0
"Lawton, OK Metro Area",2014,25_44,16394.0
"Lawton, OK Metro Area",2014,45_64,15162.0
"Lawton, OK Metro Area",2014,65_plus,9147.0
"Lawton, OK Metro Area",2014,under_25,2945.0
"Lawton, OK Metro Area",2015,25_44,15841.0
"Lawton, OK Metro Area",2015,45_64,14877.0
"Lawton, OK Metro Area",2015,65_plus,10237.0
"Lawton, OK Metro Area",2015,under_25,2723.0
"Lawton, OK Metro Area",2016,25_44,16414.0
"Lawton, OK Metro Area",2016,45_64,16256.0
"Lawton, OK Metro Area",2016,65_plus,9264.0
"Lawton, OK Metro Area",2016,under_25,3177.0
"Lawton, OK Metro Area",2017,25_44,16036.0
"Lawton, OK Metro Area",2017,45_64,16514.0
"Lawton, OK Metro Area",2017,65_plus,9795.0
"Lawton, OK Metro Area",2017,under_25,3664.0
"Lawton, OK Metro Area",2018,25_44,15389.0
"Lawton, OK Metro Area",2018,45_64,15468.0
"Lawton, OK Metro Area",2018,65_plus,10434.0
"Lawton, OK Metro Area",2018,under_25,3320.0
"Lawton, OK Metro Area",2019,25_44,16132.0
"Lawton, OK Metro Area",2019,45_64,15813.0
"Lawton, OK Metro Area",2019,65_plus,9688.0
"Lawton, OK Metro Area",2019,under_25,2494.0
"Lawton, OK Metro Area",2021,25_44,18815.0
"Lawton, OK Metro Area",2021,45_64,14296.0
"Lawton, OK Metro Area",2021,65_plus,10781.0
"Lawton, OK Metro Area",2021,under_25,3024.0
"Lawton, OK Metro Area",2022,25_44,17894.0
"Lawton, OK Metro Area",2022,45_64,15387.0
"Lawton, OK Metro Area",2022,65_plus,10896.0
"Lawton, OK Metro Area",2022,under_25,3782.0
"Lawton, OK Metro Area",2023,25_44,17089.0
"Lawton, OK Metro Area",2023,45_64,15645.0
"Lawton, OK Metro Area",2023,65_plus,11209.0
"Lawton, OK Metro Area",2023,under_25,4162.0
"Lawton, OK Metro Area",2024,25_44,17687.0
"Lawton, OK Metro Area",2024,45_64,14753.0
"Lawton, OK Metro Area",2024,65_plus,12012.0
"Lawton, OK Metro Area",2024,under_25,2784.0
"Lebanon, NH-VT Micro Area",2005,25_44,22128.0
"Lebanon, NH-VT Micro Area",2005,45_64,27753.0
"Lebanon, NH-VT Micro Area",2005,65_plus,15912.0
"Lebanon, NH-VT Micro Area",2005,under_25,2412.0
"Lebanon, NH-VT Micro Area",2006,25_44,21353.0
"Lebanon, NH-VT Micro Area",2006,45_64,29915.0
"Lebanon, NH-VT Micro Area",2006,65_plus,15339.0
"Lebanon, NH-VT Micro Area",2006,under_25,2378.0
"Lebanon, NH-VT Micro Area",2007,25_44,21705.0
"Lebanon, NH-VT Micro Area",2007,45_64,27935.0
"Lebanon, NH-VT Micro Area",2007,65_plus,16803.0
"Lebanon, NH-VT Micro Area",2007,under_25,2908.0
"Lebanon, NH-VT Micro Area",2008,25_44,20539.0
"Lebanon, NH-VT Micro Area",2008,45_64,28793.0
"Lebanon, NH-VT Micro Area",2008,65_plus,15736.0
"Lebanon, NH-VT Micro Area",2008,under_25,2708.0
"Lebanon, NH-VT Micro Area",2009,25_44,18950.0
"Lebanon, NH-VT Micro Area",2009,45_64,30241.0
"Lebanon, NH-VT Micro Area",2009,65_plus,17030.0
"Lebanon, NH-VT Micro Area",2009,under_25,2464.0
"Lebanon, NH-VT Micro Area",2010,25_44,18757.0
"Lebanon, NH-VT Micro Area",2010,45_64,31887.0
"Lebanon, NH-VT Micro Area",2010,65_plus,17413.0
"Lebanon, NH-VT Micro Area",2010,under_25,2711.0
"Lebanon, NH-VT Micro Area",2011,25_44,19093.0
"Lebanon, NH-VT Micro Area",2011,45_64,30923.0
"Lebanon, NH-VT Micro Area",2011,65_plus,17900.0
"Lebanon, NH-VT Micro Area",2011,under_25,2796.0
"Lebanon, NH-VT Micro Area",2012,25_44,18643.0
"Lebanon, NH-VT Micro Area",2012,45_64,31695.0
"Lebanon, NH-VT Micro Area",2012,65_plus,19740.0
