metro,year,age_bracket,households
"Forest City, NC Micro Area",2012,65_plus,7600.0
"Forest City, NC Micro Area",2012,under_25,656.0
"Forest City, NC Micro Area",2013,25_44,6139.0
"Forest City, NC Micro Area",2013,45_64,11458.0
"Forest City, NC Micro Area",2013,65_plus,8015.0
"Forest City, NC Micro Area",2013,under_25,601.0
"Forest City, NC Micro Area",2014,25_44,5666.0
"Forest City, NC Micro Area",2014,45_64,11310.0
"Forest City, NC Micro Area",2014,65_plus,8116.0
"Forest City, NC Micro Area",2014,under_25,713.0
"Forest City, NC Micro Area",2015,25_44,6440.0
"Forest City, NC Micro Area",2015,45_64,10773.0
"Forest City, NC Micro Area",2015,65_plus,8070.0
"Forest City, NC Micro Area",2015,under_25,462.0
"Forest City, NC Micro Area",2016,25_44,6767.0
"Forest City, NC Micro Area",2016,45_64,10293.0
"Forest City, NC Micro Area",2016,65_plus,9394.0
"Forest City, NC Micro Area",2016,under_25,528.0
"Forest City, NC Micro Area",2017,25_44,5738.0
"Forest City, NC Micro Area",2017,45_64,10823.0
"Forest City, NC Micro Area",2017,65_plus,9243.0
"Forest City, NC Micro Area",2017,under_25,604.0
"Forest City, NC Micro Area",2018,25_44,6623.0
"Forest City, NC Micro Area",2018,45_64,10250.0
"Forest City, NC Micro Area",2018,65_plus,9054.0
"Forest City, NC Micro Area",2018,under_25,378.0
"Forest City, NC Micro Area",2019,25_44,6830.0
"Forest City, NC Micro Area",2019,45_64,10536.0
"Forest City, NC Micro Area",2019,65_plus,9865.0
"Forest City, NC Micro Area",2019,under_25,739.0
"Forest City, NC Micro Area",2023,25_44,6532.0
"Forest City, NC Micro Area",2023,45_64,9794.0
"Forest City, NC Micro Area",2023,65_plus,9870.0
"Forest City, NC Micro Area",2023,under_25,609.0
"Forest City, NC Micro Area",2024,25_44,7515.0
"Forest City, NC Micro Area",2024,45_64,9514.0
"Forest City, NC Micro Area",2024,65_plus,9903.0
"Forest City, NC Micro Area",2024,under_25,562.0
"Fort Collins, CO Metro Area",2013,25_44,40406.0
"Fort Collins, CO Metro Area",2013,45_64,47010.0
"Fort Collins, CO Metro Area",2013,65_plus,26187.0
"Fort Collins, CO Metro Area",2013,under_25,10274.0
"Fort Collins, CO Metro Area",2014,25_44,40872.0
"Fort Collins, CO Metro Area",2014,45_64,46800.0
"Fort Collins, CO Metro Area",2014,65_plus,27063.0
"Fort Collins, CO Metro Area",2014,under_25,10430.0
"Fort Collins, CO Metro Area",2015,25_44,42488.0
"Fort Collins, CO Metro Area",2015,45_64,46144.0
"Fort Collins, CO Metro Area",2015,65_plus,29325.0
"Fort Collins, CO Metro Area",2015,under_25,11253.0
"Fort Collins, CO Metro Area",2016,25_44,41240.0
"Fort Collins, CO Metro Area",2016,45_64,47164.0
"Fort Collins, CO Metro Area",2016,65_plus,30422.0
"Fort Collins, CO Metro Area",2016,under_25,12581.0
"Fort Collins, CO Metro Area",2017,25_44,45243.0
"Fort Collins, CO Metro Area",2017,45_64,45301.0
"Fort Collins, CO Metro Area",2017,65_plus,33150.0
"Fort Collins, CO Metro Area",2017,under_25,11015.0
"Fort Collins, CO Metro Area",2018,25_44,47393.0
"Fort Collins, CO Metro Area",2018,45_64,44694.0
"Fort Collins, CO Metro Area",2018,65_plus,33694.0
"Fort Collins, CO Metro Area",2018,under_25,13601.0
"Fort Collins, CO Metro Area",2019,25_44,49481.0
"Fort Collins, CO Metro Area",2019,45_64,47015.0
"Fort Collins, CO Metro Area",2019,65_plus,37087.0
"Fort Collins, CO Metro Area",2019,under_25,13055.0
"Fort Collins, CO Metro Area",2021,25_44,52304.0
"Fort Collins, CO Metro Area",2021,45_64,45218.0
"Fort Collins, CO Metro Area",2021,65_plus,40057.0
"Fort Collins, CO Metro Area",2021,under_25,14544.0
"Fort Collins, CO Metro Area",2022,25_44,53757.0
"Fort Collins, CO Metro Area",2022,45_64,48684.0
"Fort Collins, CO Metro Area",2022,65_plus,38255.0
"Fort Collins, CO Metro Area",2022,under_25,13695.0
"Fort Collins-Loveland, CO Metro Area",2005,25_44,41672.0
"Fort Collins-Loveland, CO Metro Area",2005,45_64,38554.0
"Fort Collins-Loveland, CO Metro Area",2005,65_plus,16821.0
"Fort Collins-Loveland, CO Metro Area",2005,under_25,12040.0
"Fort Collins-Loveland, CO Metro Area",2006,25_44,43570.0
"Fort Collins-Loveland, CO Metro Area",2006,45_64,41718.0
"Fort Collins-Loveland, CO Metro Area",2006,65_plus,16432.0
"Fort Collins-Loveland, CO Metro Area",2006,under_25,11420.0
"Fort Collins-Loveland, CO Metro Area",2007,25_44,42153.0
"Fort Collins-Loveland, CO Metro Area",2007,45_64,42070.0
"Fort Collins-Loveland, CO Metro Area",2007,65_plus,19033.0
"Fort Collins-Loveland, CO Metro Area",2007,under_25,9592.0
"Fort Collins-Loveland, CO Metro Area",2008,25_44,44822.0
"Fort Collins-Loveland, CO Metro Area",2008,45_64,42422.0
"Fort Collins-Loveland, CO Metro Area",2008,65_plus,20360.0
"Fort Collins-Loveland, CO Metro Area",2008,under_25,10879.0
"Fort Collins-Loveland, CO Metro Area",2009,25_44,37797.0
"Fort Collins-Loveland, CO Metro Area",2009,45_64,43661.0
"Fort Collins-Loveland, CO Metro Area",2009,65_plus,21075.0
"Fort Collins-Loveland, CO Metro Area",2009,under_25,15186.0
"Fort Collins-Loveland, CO Metro Area",2010,25_44,39612.0
"Fort Collins-Loveland, CO Metro Area",2010,45_64,45400.0
"Fort Collins-Loveland, CO Metro Area",2010,65_plus,22139.0
"Fort Collins-Loveland, CO Metro Area",2010,under_25,10661.0
"Fort Collins-Loveland, CO Metro Area",2011,25_44,40034.0
"Fort Collins-Loveland, CO Metro Area",2011,45_64,48183.0
"Fort Collins-Loveland, CO Metro Area",2011,65_plus,22948.0
"Fort Collins-Loveland, CO Metro Area",2011,under_25,10746.0
"Fort Collins-Loveland, CO Metro Area",2012,25_44,40784.0
"Fort Collins-Loveland, CO Metro Area",2012,45_64,47709.0
"Fort Collins-Loveland, CO Metro Area",2012,65_plus,23729.0
"Fort Collins-Loveland, CO Metro Area",2012,under_25,11809.0
"Fort Collins-Loveland, CO Metro Area",2023,25_44,54345.0
"Fort Collins-Loveland, CO Metro Area",2023,45_64,48795.0
"Fort Collins-Loveland, CO Metro Area",2023,65_plus,39666.0
"Fort Collins-Loveland, CO Metro Area",2023,under_25,13692.0
"Fort Collins-Loveland, CO Metro Area",2024,25_44,55940.0
"Fort Collins-Loveland, CO Metro Area",2024,45_64,47248.0
"Fort Collins-Loveland, CO Metro Area",2024,65_plus,43052.0
"Fort Collins-Loveland, CO Metro Area",2024,under_25,15224.0
"Fort Payne, AL Micro Area",2005,25_44,8920.0
"Fort Payne, AL Micro Area",2005,45_64,9474.0
"Fort Payne, AL Micro Area",2005,65_plus,6300.0
"Fort Payne, AL Micro Area",2005,under_25,922.0
"Fort Payne, AL Micro Area",2006,25_44,8331.0
"Fort Payne, AL Micro Area",2006,45_64,9664.0
"Fort Payne, AL Micro Area",2006,65_plus,5684.0
"Fort Payne, AL Micro Area",2006,under_25,642.0
"Fort Payne, AL Micro Area",2007,25_44,8786.0
"Fort Payne, AL Micro Area",2007,45_64,9783.0
"Fort Payne, AL Micro Area",2007,65_plus,6138.0
"Fort Payne, AL Micro Area",2007,under_25,395.0
"Fort Payne, AL Micro Area",2008,25_44,8555.0
"Fort Payne, AL Micro Area",2008,45_64,9180.0
"Fort Payne, AL Micro Area",2008,65_plus,5584.0
"Fort Payne, AL Micro Area",2008,under_25,1162.0
"Fort Payne, AL Micro Area",2009,25_44,8784.0
"Fort Payne, AL Micro Area",2009,45_64,9333.0
"Fort Payne, AL Micro Area",2009,65_plus,5923.0
"Fort Payne, AL Micro Area",2009,under_25,257.0
"Fort Payne, AL Micro Area",2010,25_44,8637.0
"Fort Payne, AL Micro Area",2010,45_64,10046.0
"Fort Payne, AL Micro Area",2010,65_plus,6347.0
"Fort Payne, AL Micro Area",2010,under_25,708.0
"Fort Payne, AL Micro Area",2011,25_44,8269.0
"Fort Payne, AL Micro Area",2011,45_64,12067.0
"Fort Payne, AL Micro Area",2011,65_plus,6241.0
"Fort Payne, AL Micro Area",2011,under_25,562.0
"Fort Payne, AL Micro Area",2012,25_44,6897.0
"Fort Payne, AL Micro Area",2012,45_64,10317.0
"Fort Payne, AL Micro Area",2012,65_plus,5849.0
"Fort Payne, AL Micro Area",2012,under_25,713.0
"Fort Payne, AL Micro Area",2016,25_44,8098.0
"Fort Payne, AL Micro Area",2016,45_64,9522.0
"Fort Payne, AL Micro Area",2016,65_plus,7103.0
"Fort Payne, AL Micro Area",2016,under_25,660.0
"Fort Payne, AL Micro Area",2017,25_44,7760.0
"Fort Payne, AL Micro Area",2017,45_64,9870.0
"Fort Payne, AL Micro Area",2017,65_plus,7709.0
"Fort Payne, AL Micro Area",2017,under_25,509.0
"Fort Payne, AL Micro Area",2018,25_44,7557.0
"Fort Payne, AL Micro Area",2018,45_64,9888.0
"Fort Payne, AL Micro Area",2018,65_plus,8140.0
"Fort Payne, AL Micro Area",2018,under_25,877.0
"Fort Payne, AL Micro Area",2019,25_44,7452.0
"Fort Payne, AL Micro Area",2019,45_64,9551.0
"Fort Payne, AL Micro Area",2019,65_plus,7175.0
"Fort Payne, AL Micro Area",2019,under_25,702.0
"Fort Payne, AL Micro Area",2021,25_44,6359.0
"Fort Payne, AL Micro Area",2021,45_64,10482.0
"Fort Payne, AL Micro Area",2021,65_plus,7725.0
"Fort Payne, AL Micro Area",2021,under_25,413.0
"Fort Payne, AL Micro Area",2022,25_44,8262.0
"Fort Payne, AL Micro Area",2022,45_64,9510.0
"Fort Payne, AL Micro Area",2022,65_plus,7929.0
"Fort Payne, AL Micro Area",2022,under_25,758.0
"Fort Payne, AL Micro Area",2023,25_44,7410.0
"Fort Payne, AL Micro Area",2023,45_64,10206.0
"Fort Payne, AL Micro Area",2023,65_plus,8517.0
"Fort Payne, AL Micro Area",2023,under_25,1049.0
"Fort Payne, AL Micro Area",2024,25_44,8136.0
"Fort Payne, AL Micro Area",2024,45_64,9307.0
"Fort Payne, AL Micro Area",2024,65_plus,8709.0
"Fort Payne, AL Micro Area",2024,under_25,400.0
"Fort Smith, AR-OK Metro Area",2005,25_44,38947.0
"Fort Smith, AR-OK Metro Area",2005,45_64,38655.0
"Fort Smith, AR-OK Metro Area",2005,65_plus,22906.0
"Fort Smith, AR-OK Metro Area",2005,under_25,5750.0
"Fort Smith, AR-OK Metro Area",2006,25_44,35804.0
"Fort Smith, AR-OK Metro Area",2006,45_64,40627.0
"Fort Smith, AR-OK Metro Area",2006,65_plus,24958.0
"Fort Smith, AR-OK Metro Area",2006,under_25,5312.0
"Fort Smith, AR-OK Metro Area",2007,25_44,38238.0
"Fort Smith, AR-OK Metro Area",2007,45_64,39568.0
"Fort Smith, AR-OK Metro Area",2007,65_plus,25260.0
"Fort Smith, AR-OK Metro Area",2007,under_25,7239.0
"Fort Smith, AR-OK Metro Area",2008,25_44,35815.0
"Fort Smith, AR-OK Metro Area",2008,45_64,40202.0
"Fort Smith, AR-OK Metro Area",2008,65_plus,24315.0
"Fort Smith, AR-OK Metro Area",2008,under_25,6141.0
"Fort Smith, AR-OK Metro Area",2009,25_44,38716.0
"Fort Smith, AR-OK Metro Area",2009,45_64,41487.0
"Fort Smith, AR-OK Metro Area",2009,65_plus,25836.0
"Fort Smith, AR-OK Metro Area",2009,under_25,5548.0
"Fort Smith, AR-OK Metro Area",2010,25_44,38298.0
"Fort Smith, AR-OK Metro Area",2010,45_64,43638.0
"Fort Smith, AR-OK Metro Area",2010,65_plus,25663.0
"Fort Smith, AR-OK Metro Area",2010,under_25,4869.0
"Fort Smith, AR-OK Metro Area",2011,25_44,35271.0
"Fort Smith, AR-OK Metro Area",2011,45_64,45371.0
"Fort Smith, AR-OK Metro Area",2011,65_plus,26150.0
"Fort Smith, AR-OK Metro Area",2011,under_25,5169.0
"Fort Smith, AR-OK Metro Area",2012,25_44,36927.0
"Fort Smith, AR-OK Metro Area",2012,45_64,45390.0
"Fort Smith, AR-OK Metro Area",2012,65_plus,28327.0
"Fort Smith, AR-OK Metro Area",2012,under_25,5445.0
"Fort Smith, AR-OK Metro Area",2013,25_44,33118.0
"Fort Smith, AR-OK Metro Area",2013,45_64,42532.0
"Fort Smith, AR-OK Metro Area",2013,65_plus,25861.0
"Fort Smith, AR-OK Metro Area",2013,under_25,5519.0
"Fort Smith, AR-OK Metro Area",2014,25_44,34801.0
"Fort Smith, AR-OK Metro Area",2014,45_64,38678.0
"Fort Smith, AR-OK Metro Area",2014,65_plus,28526.0
"Fort Smith, AR-OK Metro Area",2014,under_25,4094.0
"Fort Smith, AR-OK Metro Area",2015,25_44,33506.0
"Fort Smith, AR-OK Metro Area",2015,45_64,42050.0
"Fort Smith, AR-OK Metro Area",2015,65_plus,27718.0
"Fort Smith, AR-OK Metro Area",2015,under_25,4101.0
"Fort Smith, AR-OK Metro Area",2016,25_44,33464.0
"Fort Smith, AR-OK Metro Area",2016,45_64,40993.0
"Fort Smith, AR-OK Metro Area",2016,65_plus,27619.0
"Fort Smith, AR-OK Metro Area",2016,under_25,5120.0
"Fort Smith, AR-OK Metro Area",2017,25_44,33605.0
"Fort Smith, AR-OK Metro Area",2017,45_64,42367.0
"Fort Smith, AR-OK Metro Area",2017,65_plus,28068.0
"Fort Smith, AR-OK Metro Area",2017,under_25,4093.0
"Fort Smith, AR-OK Metro Area",2018,25_44,32859.0
"Fort Smith, AR-OK Metro Area",2018,45_64,40504.0
"Fort Smith, AR-OK Metro Area",2018,65_plus,30619.0
"Fort Smith, AR-OK Metro Area",2018,under_25,4808.0
"Fort Smith, AR-OK Metro Area",2019,25_44,29615.0
"Fort Smith, AR-OK Metro Area",2019,45_64,36323.0
"Fort Smith, AR-OK Metro Area",2019,65_plus,28182.0
"Fort Smith, AR-OK Metro Area",2019,under_25,4187.0
"Fort Smith, AR-OK Metro Area",2021,25_44,29213.0
"Fort Smith, AR-OK Metro Area",2021,45_64,35681.0
"Fort Smith, AR-OK Metro Area",2021,65_plus,27083.0
"Fort Smith, AR-OK Metro Area",2021,under_25,5211.0
"Fort Smith, AR-OK Metro Area",2022,25_44,30839.0
"Fort Smith, AR-OK Metro Area",2022,45_64,35923.0
"Fort Smith, AR-OK Metro Area",2022,65_plus,27411.0
"Fort Smith, AR-OK Metro Area",2022,under_25,5228.0
"Fort Smith, AR-OK Metro Area",2023,25_44,30004.0
"Fort Smith, AR-OK Metro Area",2023,45_64,29812.0
"Fort Smith, AR-OK Metro Area",2023,65_plus,26765.0
"Fort Smith, AR-OK Metro Area",2023,under_25,3902.0
"Fort Smith, AR-OK Metro Area",2024,25_44,27397.0
"Fort Smith, AR-OK Metro Area",2024,45_64,33386.0
"Fort Smith, AR-OK Metro Area",2024,65_plus,27559.0
"Fort Smith, AR-OK Metro Area",2024,under_25,5484.0
"Fort Walton Beach-Crestview-Destin, FL Metro Area",2005,25_44,26390.0
"Fort Walton Beach-Crestview-Destin, FL Metro Area",2005,45_64,26129.0
"Fort Walton Beach-Crestview-Destin, FL Metro Area",2005,65_plus,14912.0
"Fort Walton Beach-Crestview-Destin, FL Metro Area",2005,under_25,4971.0
"Fort Walton Beach-Crestview-Destin, FL Metro Area",2006,25_44,26550.0
"Fort Walton Beach-Crestview-Destin, FL Metro Area",2006,45_64,28872.0
"Fort Walton Beach-Crestview-Destin, FL Metro Area",2006,65_plus,16032.0
"Fort Walton Beach-Crestview-Destin, FL Metro Area",2006,under_25,5313.0
"Fort Walton Beach-Crestview-Destin, FL Metro Area",2007,25_44,23961.0
"Fort Walton Beach-Crestview-Destin, FL Metro Area",2007,45_64,30360.0
"Fort Walton Beach-Crestview-Destin, FL Metro Area",2007,65_plus,15364.0
"Fort Walton Beach-Crestview-Destin, FL Metro Area",2007,under_25,3874.0
"Fort Walton Beach-Crestview-Destin, FL Metro Area",2008,25_44,24141.0
"Fort Walton Beach-Crestview-Destin, FL Metro Area",2008,45_64,30006.0
"Fort Walton Beach-Crestview-Destin, FL Metro Area",2008,65_plus,15139.0
"Fort Walton Beach-Crestview-Destin, FL Metro Area",2008,under_25,3792.0
"Fort Walton Beach-Crestview-Destin, FL Metro Area",2009,25_44,26043.0
"Fort Walton Beach-Crestview-Destin, FL Metro Area",2009,45_64,27348.0
"Fort Walton Beach-Crestview-Destin, FL Metro Area",2009,65_plus,15238.0
"Fort Walton Beach-Crestview-Destin, FL Metro Area",2009,under_25,4687.0
"Fort Wayne, IN Metro Area",2005,25_44,59708.0
"Fort Wayne, IN Metro Area",2005,45_64,57794.0
"Fort Wayne, IN Metro Area",2005,65_plus,30405.0
"Fort Wayne, IN Metro Area",2005,under_25,9660.0
"Fort Wayne, IN Metro Area",2006,25_44,61615.0
"Fort Wayne, IN Metro Area",2006,45_64,61333.0
"Fort Wayne, IN Metro Area",2006,65_plus,27879.0
"Fort Wayne, IN Metro Area",2006,under_25,8638.0
"Fort Wayne, IN Metro Area",2007,25_44,57785.0
"Fort Wayne, IN Metro Area",2007,45_64,63677.0
"Fort Wayne, IN Metro Area",2007,65_plus,29546.0
"Fort Wayne, IN Metro Area",2007,under_25,8749.0
"Fort Wayne, IN Metro Area",2008,25_44,58959.0
"Fort Wayne, IN Metro Area",2008,45_64,63973.0
"Fort Wayne, IN Metro Area",2008,65_plus,28347.0
"Fort Wayne, IN Metro Area",2008,under_25,9535.0
"Fort Wayne, IN Metro Area",2009,25_44,57889.0
"Fort Wayne, IN Metro Area",2009,45_64,62874.0
"Fort Wayne, IN Metro Area",2009,65_plus,31500.0
"Fort Wayne, IN Metro Area",2009,under_25,7783.0
"Fort Wayne, IN Metro Area",2010,25_44,56565.0
"Fort Wayne, IN Metro Area",2010,45_64,62112.0
"Fort Wayne, IN Metro Area",2010,65_plus,33134.0
"Fort Wayne, IN Metro Area",2010,under_25,8464.0
"Fort Wayne, IN Metro Area",2011,25_44,55915.0
"Fort Wayne, IN Metro Area",2011,45_64,64191.0
"Fort Wayne, IN Metro Area",2011,65_plus,33122.0
"Fort Wayne, IN Metro Area",2011,under_25,7253.0
"Fort Wayne, IN Metro Area",2012,25_44,56700.0
"Fort Wayne, IN Metro Area",2012,45_64,63953.0
"Fort Wayne, IN Metro Area",2012,65_plus,35615.0
"Fort Wayne, IN Metro Area",2012,under_25,6377.0
"Fort Wayne, IN Metro Area",2013,25_44,57370.0
"Fort Wayne, IN Metro Area",2013,45_64,65991.0
"Fort Wayne, IN Metro Area",2013,65_plus,34477.0
"Fort Wayne, IN Metro Area",2013,under_25,8782.0
"Fort Wayne, IN Metro Area",2014,25_44,54259.0
"Fort Wayne, IN Metro Area",2014,45_64,62396.0
"Fort Wayne, IN Metro Area",2014,65_plus,36659.0
"Fort Wayne, IN Metro Area",2014,under_25,9825.0
"Fort Wayne, IN Metro Area",2015,25_44,55021.0
"Fort Wayne, IN Metro Area",2015,45_64,64091.0
"Fort Wayne, IN Metro Area",2015,65_plus,38873.0
"Fort Wayne, IN Metro Area",2015,under_25,7872.0
"Fort Wayne, IN Metro Area",2016,25_44,56485.0
"Fort Wayne, IN Metro Area",2016,45_64,64072.0
"Fort Wayne, IN Metro Area",2016,65_plus,38198.0
"Fort Wayne, IN Metro Area",2016,under_25,8653.0
"Fort Wayne, IN Metro Area",2017,25_44,57389.0
"Fort Wayne, IN Metro Area",2017,45_64,63102.0
"Fort Wayne, IN Metro Area",2017,65_plus,40746.0
"Fort Wayne, IN Metro Area",2017,under_25,7122.0
"Fort Wayne, IN Metro Area",2018,25_44,59116.0
"Fort Wayne, IN Metro Area",2018,45_64,62305.0
"Fort Wayne, IN Metro Area",2018,65_plus,42222.0
"Fort Wayne, IN Metro Area",2018,under_25,8668.0
"Fort Wayne, IN Metro Area",2019,25_44,54707.0
"Fort Wayne, IN Metro Area",2019,45_64,58946.0
"Fort Wayne, IN Metro Area",2019,65_plus,38609.0
"Fort Wayne, IN Metro Area",2019,under_25,8200.0
"Fort Wayne, IN Metro Area",2021,25_44,59116.0
"Fort Wayne, IN Metro Area",2021,45_64,59692.0
"Fort Wayne, IN Metro Area",2021,65_plus,41112.0
"Fort Wayne, IN Metro Area",2021,under_25,8913.0
"Fort Wayne, IN Metro Area",2022,25_44,61141.0
"Fort Wayne, IN Metro Area",2022,45_64,56963.0
"Fort Wayne, IN Metro Area",2022,65_plus,43135.0
"Fort Wayne, IN Metro Area",2022,under_25,8404.0
"Fort Wayne, IN Metro Area",2023,25_44,64979.0
"Fort Wayne, IN Metro Area",2023,45_64,63426.0
"Fort Wayne, IN Metro Area",2023,65_plus,47402.0
"Fort Wayne, IN Metro Area",2023,under_25,10779.0
"Fort Wayne, IN Metro Area",2024,25_44,65706.0
"Fort Wayne, IN Metro Area",2024,45_64,61744.0
"Fort Wayne, IN Metro Area",2024,65_plus,50635.0
"Fort Wayne, IN Metro Area",2024,under_25,7344.0
"Frankfort, KY Micro Area",2005,25_44,11079.0
"Frankfort, KY Micro Area",2005,45_64,11492.0
"Frankfort, KY Micro Area",2005,65_plus,5430.0
"Frankfort, KY Micro Area",2005,under_25,1502.0
"Frankfort, KY Micro Area",2006,25_44,10812.0
"Frankfort, KY Micro Area",2006,45_64,11248.0
"Frankfort, KY Micro Area",2006,65_plus,5585.0
"Frankfort, KY Micro Area",2006,under_25,1782.0
"Frankfort, KY Micro Area",2007,25_44,10046.0
"Frankfort, KY Micro Area",2007,45_64,12175.0
"Frankfort, KY Micro Area",2007,65_plus,5589.0
"Frankfort, KY Micro Area",2007,under_25,1754.0
"Frankfort, KY Micro Area",2008,25_44,9441.0
"Frankfort, KY Micro Area",2008,45_64,13129.0
"Frankfort, KY Micro Area",2008,65_plus,6278.0
"Frankfort, KY Micro Area",2008,under_25,1220.0
"Frankfort, KY Micro Area",2009,25_44,9206.0
"Frankfort, KY Micro Area",2009,45_64,11716.0
"Frankfort, KY Micro Area",2009,65_plus,6342.0
"Frankfort, KY Micro Area",2009,under_25,1472.0
"Frankfort, KY Micro Area",2010,25_44,10394.0
"Frankfort, KY Micro Area",2010,45_64,11231.0
"Frankfort, KY Micro Area",2010,65_plus,6129.0
"Frankfort, KY Micro Area",2010,under_25,1185.0
"Frankfort, KY Micro Area",2011,25_44,9163.0
"Frankfort, KY Micro Area",2011,45_64,11497.0
"Frankfort, KY Micro Area",2011,65_plus,6553.0
"Frankfort, KY Micro Area",2011,under_25,1734.0
"Frankfort, KY Micro Area",2012,25_44,10753.0
"Frankfort, KY Micro Area",2012,45_64,11538.0
"Frankfort, KY Micro Area",2012,65_plus,6661.0
"Frankfort, KY Micro Area",2012,under_25,1313.0
"Frankfort, KY Micro Area",2013,25_44,9232.0
"Frankfort, KY Micro Area",2013,45_64,11925.0
"Frankfort, KY Micro Area",2013,65_plus,6301.0
"Frankfort, KY Micro Area",2013,under_25,1985.0
"Frankfort, KY Micro Area",2014,25_44,9615.0
"Frankfort, KY Micro Area",2014,45_64,11784.0
"Frankfort, KY Micro Area",2014,65_plus,6903.0
"Frankfort, KY Micro Area",2014,under_25,1495.0
"Frankfort, KY Micro Area",2015,25_44,8872.0
"Frankfort, KY Micro Area",2015,45_64,13027.0
"Frankfort, KY Micro Area",2015,65_plus,6785.0
"Frankfort, KY Micro Area",2015,under_25,578.0
"Frankfort, KY Micro Area",2016,25_44,8793.0
"Frankfort, KY Micro Area",2016,45_64,11640.0
"Frankfort, KY Micro Area",2016,65_plus,8101.0
"Frankfort, KY Micro Area",2016,under_25,1160.0
"Frankfort, KY Micro Area",2017,25_44,8203.0
"Frankfort, KY Micro Area",2017,45_64,13253.0
"Frankfort, KY Micro Area",2017,65_plus,8247.0
"Frankfort, KY Micro Area",2017,under_25,534.0
"Frankfort, KY Micro Area",2018,25_44,9628.0
"Frankfort, KY Micro Area",2018,45_64,10711.0
"Frankfort, KY Micro Area",2018,65_plus,8330.0
"Frankfort, KY Micro Area",2018,under_25,1311.0
"Frankfort, KY Micro Area",2019,25_44,10011.0
"Frankfort, KY Micro Area",2019,45_64,11769.0
"Frankfort, KY Micro Area",2019,65_plus,7925.0
"Frankfort, KY Micro Area",2019,under_25,827.0
"Frankfort, KY Micro Area",2021,25_44,10336.0
"Frankfort, KY Micro Area",2021,45_64,10645.0
"Frankfort, KY Micro Area",2021,65_plus,10073.0
"Frankfort, KY Micro Area",2021,under_25,1503.0
"Frankfort, KY Micro Area",2022,25_44,8722.0
"Frankfort, KY Micro Area",2022,45_64,12487.0
"Frankfort, KY Micro Area",2022,65_plus,9616.0
"Frankfort, KY Micro Area",2022,under_25,1453.0
"Frankfort, KY Micro Area",2023,25_44,10646.0
"Frankfort, KY Micro Area",2023,45_64,12007.0
"Frankfort, KY Micro Area",2023,65_plus,9078.0
"Frankfort, KY Micro Area",2023,under_25,998.0
"Frankfort, KY Micro Area",2024,25_44,9852.0
"Frankfort, KY Micro Area",2024,45_64,12027.0
"Frankfort, KY Micro Area",2024,65_plus,9815.0
"Frankfort, KY Micro Area",2024,under_25,1861.0
"Fresno, CA Metro Area",2005,25_44,108815.0
"Fresno, CA Metro Area",2005,45_64,96178.0
"Fresno, CA Metro Area",2005,65_plus,49928.0
"Fresno, CA Metro Area",2005,under_25,19208.0
"Fresno, CA Metro Area",2006,25_44,113539.0
"Fresno, CA Metro Area",2006,45_64,96990.0
"Fresno, CA Metro Area",2006,65_plus,49724.0
"Fresno, CA Metro Area",2006,under_25,17003.0
"Fresno, CA Metro Area",2007,25_44,111302.0
"Fresno, CA Metro Area",2007,45_64,100062.0
"Fresno, CA Metro Area",2007,65_plus,51309.0
"Fresno, CA Metro Area",2007,under_25,17820.0
"Fresno, CA Metro Area",2008,25_44,111141.0
"Fresno, CA Metro Area",2008,45_64,100950.0
"Fresno, CA Metro Area",2008,65_plus,50421.0
"Fresno, CA Metro Area",2008,under_25,16452.0
"Fresno, CA Metro Area",2009,25_44,109872.0
"Fresno, CA Metro Area",2009,45_64,103628.0
"Fresno, CA Metro Area",2009,65_plus,51209.0
"Fresno, CA Metro Area",2009,under_25,16137.0
"Fresno, CA Metro Area",2010,25_44,109370.0
"Fresno, CA Metro Area",2010,45_64,107853.0
"Fresno, CA Metro Area",2010,65_plus,53989.0
"Fresno, CA Metro Area",2010,under_25,13478.0
"Fresno, CA Metro Area",2011,25_44,103861.0
"Fresno, CA Metro Area",2011,45_64,112241.0
"Fresno, CA Metro Area",2011,65_plus,57656.0
"Fresno, CA Metro Area",2011,under_25,12497.0
"Fresno, CA Metro Area",2012,25_44,111809.0
"Fresno, CA Metro Area",2012,45_64,109423.0
"Fresno, CA Metro Area",2012,65_plus,57301.0
"Fresno, CA Metro Area",2012,under_25,13747.0
"Fresno, CA Metro Area",2013,25_44,108846.0
"Fresno, CA Metro Area",2013,45_64,111763.0
"Fresno, CA Metro Area",2013,65_plus,59903.0
"Fresno, CA Metro Area",2013,under_25,13005.0
"Fresno, CA Metro Area",2014,25_44,112191.0
"Fresno, CA Metro Area",2014,45_64,112134.0
"Fresno, CA Metro Area",2014,65_plus,61609.0
"Fresno, CA Metro Area",2014,under_25,12059.0
"Fresno, CA Metro Area",2015,25_44,112462.0
"Fresno, CA Metro Area",2015,45_64,112957.0
"Fresno, CA Metro Area",2015,65_plus,66408.0
"Fresno, CA Metro Area",2015,under_25,12382.0
"Fresno, CA Metro Area",2016,25_44,111346.0
"Fresno, CA Metro Area",2016,45_64,111215.0
"Fresno, CA Metro Area",2016,65_plus,69067.0
"Fresno, CA Metro Area",2016,under_25,11588.0
"Fresno, CA Metro Area",2017,25_44,111809.0
"Fresno, CA Metro Area",2017,45_64,112960.0
"Fresno, CA Metro Area",2017,65_plus,70246.0
"Fresno, CA Metro Area",2017,under_25,10804.0
