cbsa,name,households_income_lt_10k,households_income_10k_15k,households_income_15k_20k,households_income_20k_25k,households_income_25k_30k,households_income_30k_35k,households_income_35k_40k,households_income_40k_45k,households_income_45k_50k,households_income_50k_60k,households_income_60k_75k,households_income_75k_100k,households_income_100k_125k,households_income_125k_150k,households_income_150k_200k,households_income_200k_plus,housing_units,occupied_housing_units,vacant_housing_units,housing_units_1_detached,housing_units_1_attached,housing_units_2,housing_units_3_4,housing_units_5_9,housing_units_10_19,housing_units_20_49,housing_units_50_plus,housing_units_mobile_home,housing_units_other,owner_households,owner_households_15_24,owner_households_25_34,owner_households_35_44,owner_households_45_54,owner_households_55_59,owner_households_60_64,owner_households_65_74,owner_households_75_84,owner_households_85_plus,renter_households,renter_households_15_24,renter_households_25_34,renter_households_35_44,renter_households_45_54,renter_households_55_59,renter_households_60_64,renter_households_65_74,renter_households_75_84,renter_households_85_plus,year,households_income_50k_to_100k,housing_units_multifamily_5plus,share_sf_detached,share_multifamily_5plus,vacancy_rate,households_25_44,owner_households_25_44,renter_households_25_44,share_households_25_44
10140,"Aberdeen, WA Micro Area",2709,2262,2523,2025,1843,1952,1459,1333,1587,2113,3267,2868,964,211,490,148,33550,27754,5796,20932.0,895.0,1334.0,1622.0,1653.0,347.0,546.0,298.0,5750.0,173.0,17278,79,1376,2813,4170,1921,2438,2036,2053,392,10476,1232,2143,1558,2092,683,629,1123,619,397,2005,8248,2844.0,0.6239046199701938,0.08476900149031297,0.17275707898658718,7890,4189,3701,0.2842833465446422
10140,"Aberdeen, WA Micro Area",3309,2493,1351,1537,1673,2056,1731,1691,2032,2784,2039,3500,1292,414,332,382,33868,28616,5252,22272.0,1098.0,629.0,1705.0,1212.0,842.0,732.0,209.0,5050.0,119.0,18818,255,2039,2192,4824,2228,2043,2413,2126,698,9798,1071,2265,2019,1498,524,288,1063,869,201,2006,8323,2995.0,0.6576119050431085,0.08843155781268454,0.15507263493563245,8515,4231,4284,0.29756080514397537
10140,"Aberdeen, WA Micro Area",1408,1960,1396,1915,1668,2156,1672,1931,2032,2890,3110,2510,1441,515,524,260,34311,27388,6923,24879.0,430.0,397.0,2219.0,832.0,446.0,806.0,45.0,4257.0,0.0,19637,532,1673,2860,5151,2123,2146,2700,1894,558,7751,1288,1859,2019,833,420,342,353,477,160,2007,8510,2129.0,0.7251027367316604,0.06205007140567165,0.20177202646381626,8411,4533,3878,0.30710530159193805
10140,"Aberdeen, WA Micro Area",2186,1203,2550,2914,1487,1637,2055,1421,1059,3065,2999,4018,1407,314,552,177,34686,29044,5642,24157.0,534.0,1044.0,1752.0,1231.0,313.0,865.0,198.0,4542.0,50.0,18565,618,1727,2302,3775,2396,1896,3243,1538,1070,10479,1006,2153,1980,2369,691,604,751,582,343,2008,10082,2607.0,0.6964481346941129,0.07516000691921813,0.16265928616732975,8162,4029,4133,0.28102189781021897
10140,"Aberdeen, WA Micro Area",2603,2418,2082,2026,1853,2207,1861,1625,1614,1813,1809,2561,2258,463,245,321,35070,27759,7311,22325.0,375.0,1472.0,655.0,2494.0,460.0,1301.0,532.0,5355.0,101.0,18319,59,1477,2535,3287,2065,2452,4086,1690,668,9440,1392,1984,1622,1953,953,326,502,450,258,2009,6183,4787.0,0.6365839749073282,0.13649843170801254,0.20846877673224978,7618,4012,3606,0.2744335170575309
10140,"Aberdeen, WA Micro Area",2185,1158,1677,2657,2575,2056,1871,1661,1388,2418,3146,2962,1387,398,480,357,35179,28376,6803,25100.0,401.0,696.0,1543.0,777.0,267.0,688.0,424.0,5048.0,235.0,19916,394,1042,2478,3993,2639,2732,4039,2025,574,8460,1146,1758,1446,1857,1234,299,244,387,89,2010,8526,2156.0,0.7134938457602547,0.06128656300633901,0.19338241564569772,6724,3520,3204,0.23696081195376376
10140,"Aberdeen, WA Micro Area",2711,1121,1753,1443,2175,1745,1491,1536,1311,2375,1916,3215,1842,529,383,73,35270,25619,9651,25167.0,797.0,1030.0,788.0,752.0,1041.0,476.0,703.0,4451.0,65.0,18414,37,945,2329,3698,3066,2530,3341,1832,636,7205,851,1645,1167,1465,649,426,652,132,218,2011,7506,2972.0,0.7135525942727531,0.084264247235611,0.27363198185426707,6086,3274,2812,0.23755806237558064
10140,"Aberdeen, WA Micro Area",2554,2594,1200,1695,1627,1456,1946,1724,1822,2144,2791,2752,2154,382,564,475,35230,27880,7350,26547.0,558.0,565.0,697.0,1136.0,287.0,798.0,227.0,4178.0,237.0,19704,67,1536,2042,3716,2555,2966,4014,2348,460,8176,780,1753,1721,1322,755,494,591,455,305,2012,7687,2448.0,0.7535339199545842,0.0694862333238717,0.20862900936701675,7052,3578,3474,0.2529411764705882
10140,"Aberdeen, WA Micro Area",3027,1974,1173,1834,1815,1756,1353,1222,933,2020,3601,2923,1799,476,670,239,35090,26815,8275,25232.0,978.0,641.0,594.0,800.0,829.0,663.0,722.0,3828.0,803.0,17840,126,1234,2528,3711,2341,2493,3466,1338,603,8975,871,1940,2292,1252,641,469,591,712,207,2013,8544,3014.0,0.7190652607580508,0.08589341692789969,0.2358221715588487,7994,3762,4232,0.29811672571322023
10140,"Aberdeen, WA Micro Area",2907,1786,1012,2071,1299,1832,1653,1939,1377,1491,3703,2744,2201,487,285,614,35248,27401,7847,25372.0,328.0,753.0,1134.0,971.0,1564.0,373.0,377.0,4363.0,13.0,17764,108,628,1727,3316,2131,2758,4221,2186,689,9637,673,2734,1731,1657,1108,262,1085,243,144,2014,7938,3285.0,0.7198138901497957,0.09319677712210622,0.22262256014525647,6820,2355,4465,0.24889602569249297
10140,"Aberdeen, WA Micro Area",2264,1433,1610,1841,1526,2087,1674,1444,1300,1997,2930,2671,2396,793,828,636,35300,27430,7870,25386.0,238.0,834.0,673.0,1363.0,792.0,861.0,638.0,4515.0,0.0,17697,121,288,2619,2917,2288,2118,4616,1623,1107,9733,526,2095,1648,2141,762,557,1203,407,394,2015,7598,3654.0,0.7191501416430595,0.10351274787535411,0.22294617563739377,6650,2907,3743,0.24243528982865475
10140,"Aberdeen, WA Micro Area",1722,1979,1168,1674,1292,1260,1153,2022,1496,2269,2664,3028,2628,1093,1257,625,35373,27330,8043,26054.0,411.0,629.0,1040.0,956.0,1163.0,831.0,169.0,4076.0,44.0,19579,238,1280,2496,3027,3041,2263,4263,2262,709,7751,585,1799,1102,1527,244,831,1249,145,269,2016,7961,3119.0,0.7365504763520199,0.08817459644361518,0.22737681282333982,6677,3776,2901,0.24431028174167582
10140,"Aberdeen, WA Micro Area",2766,1721,1497,1985,877,1671,869,2638,1440,2395,3903,4285,1311,1090,648,190,36191,29286,6905,25156.0,569.0,2302.0,1032.0,947.0,435.0,531.0,605.0,4540.0,74.0,18837,0,1394,2254,2664,1810,3141,4731,2180,663,10449,1022,2128,1867,1574,798,1128,1192,346,394,2017,10583,2518.0,0.6950899394877179,0.06957530877842558,0.19079329114973337,7643,3648,3995,0.26097794167861776
10140,"Aberdeen, WA Micro Area",2333,1135,2235,1310,1815,1591,1290,1522,948,3537,2745,3083,1641,983,929,577,36434,27674,8760,25708.0,202.0,1020.0,1723.0,1145.0,1016.0,1639.0,337.0,3644.0,0.0,18842,67,1319,2418,2976,2122,2554,4450,2392,544,8832,740,1249,1642,2168,846,653,802,310,422,2018,9365,4137.0,0.7056046549925893,0.11354778503595543,0.24043475874183454,6628,3737,2891,0.2395027823950278
10140,"Aberdeen, WA Micro Area",1666,1183,1117,1564,1212,1475,1347,1852,707,2431,3819,4627,2448,1761,1573,1138,36913,29920,6993,26812.0,757.0,368.0,781.0,1464.0,598.0,672.0,445.0,4757.0,259.0,21664,100,1220,2573,3845,2590,2448,5764,2286,838,8256,391,1875,1748,1347,726,316,924,774,155,2019,10877,3179.0,0.7263565681467233,0.0861214206377157,0.1894454528214992,7416,3793,3623,0.24786096256684492
10140,"Aberdeen, WA Micro Area",1665,1136,1201,2322,1747,1062,1913,2332,802,1969,3672,3413,2461,1573,2190,1042,36482,30500,5982,26712.0,607.0,1461.0,1199.0,1014.0,381.0,331.0,544.0,4208.0,25.0,21227,436,1563,2338,2754,1687,2977,5576,2927,969,9273,619,1524,2249,1756,499,1119,1121,236,150,2021,9054,2270.0,0.7321966997423387,0.06222246587358149,0.16397127350474205,7674,3901,3773,0.2516065573770492
10140,"Aberdeen, WA Micro Area",2064,1672,847,1392,1085,734,1285,1099,1106,3237,3828,4747,2242,1975,1952,1730,36916,30995,5921,27933.0,312.0,910.0,606.0,671.0,407.0,809.0,615.0,4527.0,126.0,23738,23,2194,3714,3152,1928,2917,6107,2800,903,7257,363,1534,1220,1185,485,678,1288,449,55,2022,11812,2502.0,0.7566637772239679,0.06777549030230794,0.16039115830534187,8662,5908,2754,0.27946442974673336
10140,"Aberdeen, WA Micro Area",1350,1590,1506,1356,1169,1295,964,1381,914,1096,4810,3383,4045,1990,2901,748,37364,30498,6866,27829.0,592.0,380.0,1839.0,697.0,94.0,1147.0,264.0,4202.0,320.0,22817,53,1529,3184,3142,2768,1703,6347,3377,714,7681,428,1422,1689,996,871,524,876,363,512,2023,9289,2202.0,0.7448078364200835,0.05893373300503158,0.1837597687613746,7824,4713,3111,0.25654141255164276
10140,"Aberdeen, WA Micro Area",3230,961,899,1591,1390,1619,1512,1286,1105,2503,2869,3810,3349,2078,1613,2153,37782,31968,5814,27146.0,426.0,889.0,1612.0,969.0,603.0,1175.0,308.0,4605.0,49.0,22053,135,1600,2486,2585,1720,3025,6368,3129,1005,9915,813,1062,1863,2755,915,957,1114,383,53,2024,9182,3055.0,0.7184902863797575,0.08085860992006776,0.15388280133396856,7011,4086,2925,0.21931306306306306
10180,"Abilene, TX Metro Area",5345,5748,4901,4151,5052,4624,4381,4315,2243,5318,5338,4143,2941,935,417,680,66799,60532,6267,49340.0,2455.0,1403.0,1935.0,1797.0,1226.0,691.0,2005.0,5947.0,0.0,39134,516,4961,6815,8644,3898,2966,6269,4118,947,21398,5210,4292,5256,2882,725,1001,740,1022,270,2005,14799,5719.0,0.7386338118834114,0.08561505411757661,0.093818769742062,21324,11776,9548,0.35227648186083393
10180,"Abilene, TX Metro Area",4650,3804,5478,4635,4188,3561,3733,3116,2607,6415,6202,5527,2827,1230,1211,666,67300,59850,7450,47878.0,1616.0,1774.0,3345.0,2002.0,1357.0,433.0,2149.0,6709.0,37.0,39716,876,3997,6582,9550,3968,2755,5650,4888,1450,20134,4291,4737,4215,3092,1011,397,645,1091,655,2006,18144,5941.0,0.7114115898959881,0.08827637444279346,0.11069836552748885,19531,10579,8952,0.3263324979114453
10180,"Abilene, TX Metro Area",4427,4127,4100,5565,3719,4809,4094,2851,2789,5764,6504,5928,2681,1649,1017,668,67506,60692,6814,48867.0,2415.0,955.0,1660.0,2559.0,1405.0,1352.0,1933.0,6190.0,170.0,40202,941,4856,6556,10214,3269,3125,5938,4200,1103,20490,3739,4689,3859,2865,1365,1025,1299,875,774,2007,18196,7249.0,0.7238912096702516,0.10738304743282079,0.10093917577696797,19960,11412,8548,0.3288736571541554
10180,"Abilene, TX Metro Area",5252,3758,3183,3913,3414,4184,4999,3280,3408,5139,6343,5800,2940,1170,1410,1767,67658,59960,7698,50846.0,2266.0,1320.0,1235.0,3170.0,2480.0,610.0,974.0,4255.0,502.0,39853,774,5494,6869,8255,3360,3671,5990,3908,1532,20107,3701,5151,4247,2538,967,1024,1201,901,377,2008,17282,7234.0,0.7515149723609921,0.10692009814064855,0.11377811936504183,21761,12363,9398,0.3629252835223482
10180,"Abilene, TX Metro Area",4384,3749,4625,3576,3771,3901,3103,3161,1467,6410,6536,6508,3218,1564,1115,964,68357,58052,10305,49482.0,1935.0,1272.0,2252.0,2937.0,2052.0,656.0,1309.0,6311.0,151.0,37617,979,4917,5197,7751,4127,3205,5918,4435,1088,20435,3771,5861,2405,3218,1334,1099,931,1187,629,2009,19454,6954.0,0.7238761209532308,0.10173062012668783,0.1507526661497725,18380,10114,8266,0.31661269206917936
10180,"Abilene, TX Metro Area",5935,4061,4673,3252,3747,3280,4452,3707,2483,4842,4393,7207,3495,2043,1506,781,69711,59857,9854,52796.0,1363.0,1095.0,1859.0,1609.0,2953.0,1418.0,1703.0,4865.0,50.0,37501,741,4617,5406,6423,4702,4603,5871,3539,1599,22356,4690,4564,4278,4019,936,1025,1113,1026,705,2010,16442,7683.0,0.757355367158698,0.11021216163876577,0.14135502288017673,18865,10023,8842,0.31516781662963395
10180,"Abilene, TX Metro Area",5124,4054,3507,4991,4082,4257,3032,3165,2752,5741,6340,5446,2617,1643,1176,1047,69887,58974,10913,50567.0,1748.0,977.0,949.0,3116.0,2953.0,829.0,1464.0,7242.0,42.0,39635,502,4526,5434,8388,4926,4032,6177,4325,1325,19339,3991,4692,3929,2274,973,1357,989,636,498,2011,17527,8362.0,0.7235537367464622,0.11965029261522171,0.15615207406241505,18581,9960,8621,0.31507104825855464
10180,"Abilene, TX Metro Area",5541,3839,4232,3469,4052,3536,2546,3508,2699,5512,6727,6098,3065,1410,2309,1523,70553,60066,10487,51306.0,2094.0,2006.0,2219.0,3413.0,1869.0,580.0,1333.0,5585.0,148.0,35970,517,3855,5157,7191,3679,3749,6237,4471,1114,24096,3954,6409,5070,3086,1735,726,1596,925,595,2012,18337,7195.0,0.7271979929981716,0.10198007171913313,0.1486400294813828,20491,9012,11479,0.3411414111144408
10180,"Abilene, TX Metro Area",5691,4233,3956,3599,3782,2977,3041,3613,2500,5669,6293,6699,3469,1541,1866,1659,69699,60588,9111,49562.0,1921.0,1443.0,3483.0,3107.0,2865.0,576.0,1431.0,5311.0,0.0,39089,666,4476,5760,6682,4300,4506,6890,4453,1356,21499,5331,5326,3490,3357,1289,545,1199,640,322,2013,18661,7979.0,0.7110862422703339,0.11447796955479993,0.13071923557009427,19052,10236,8816,0.31445170660856936
10180,"Abilene, TX Metro Area",4573,3850,4175,2515,3475,4696,3408,3698,2847,5220,5482,7003,3339,1935,1938,1778,70507,59932,10575,50534.0,1166.0,2521.0,1662.0,3086.0,2743.0,924.0,1763.0,6064.0,44.0,36872,763,4262,4665,6858,4067,3889,6703,4442,1223,23060,5012,6291,4264,3294,1430,633,886,667,583,2014,17705,8516.0,0.7167231622392103,0.1207823336689974,0.14998510786163077,19482,8927,10555,0.32506841086564775
10180,"Abilene, TX Metro Area",4127,3207,4088,3432,2847,4275,3440,3548,1763,5286,6213,6636,4629,2413,1589,1879,70595,59372,11223,50501.0,1768.0,2050.0,2241.0,2451.0,2901.0,622.0,1372.0,6607.0,82.0,36046,751,4199,4507,7080,4737,3278,6223,3910,1361,23326,4047,5494,4899,3158,1164,1276,1890,834,564,2015,18135,7346.0,0.7153622777817126,0.10405836107373044,0.1589772646788016,19099,8706,10393,0.32168362190931754
10180,"Abilene, TX Metro Area",4828,3884,3261,2484,3593,3226,4357,2826,2151,5185,7012,6769,4185,2466,1651,1385,71307,59263,12044,51528.0,1831.0,1390.0,3040.0,2664.0,2985.0,728.0,1725.0,5410.0,6.0,35715,174,5375,3494,5851,3801,3968,7012,4518,1522,23548,4369,5598,4660,3836,1143,1553,1104,816,469,2016,18966,8102.0,0.7226219024780176,0.11362138359487849,0.16890347371225825,19127,8869,10258,0.3227477515481835
10180,"Abilene, TX Metro Area",3993,3646,2982,3964,3992,2893,3307,3479,2022,5527,5523,6421,6039,3036,2320,2459,71427,61603,9824,51531.0,1402.0,2082.0,2955.0,2153.0,3693.0,1069.0,860.0,5452.0,230.0,40072,574,4835,5256,7117,4459,3974,8077,4527,1253,21531,4727,6380,3311,2524,1375,1015,819,1017,363,2017,17471,7775.0,0.7214498718971817,0.10885239475268456,0.1375390258585689,19782,10091,9691,0.3211207246400338
10180,"Abilene, TX Metro Area",3401,3417,1709,4469,4078,3869,3910,3493,3509,4699,5211,7188,5392,2258,2681,2243,72105,61527,10578,51880.0,1728.0,1803.0,4062.0,2376.0,2551.0,1256.0,1526.0,4887.0,36.0,38478,912,3736,5163,6047,4288,5542,6791,4412,1587,23049,5328,5763,3888,2570,1295,1225,1407,925,648,2018,17098,7709.0,0.7195062755703489,0.10691352888149226,0.14670272519242772,18550,8899,9651,0.30149365319290716
10180,"Abilene, TX Metro Area",4388,3076,2406,2950,3608,3222,3497,2515,2254,5679,7315,8235,4560,3334,2754,1957,72052,61750,10302,51875.0,1271.0,2574.0,2122.0,2488.0,3433.0,753.0,1896.0,5395.0,245.0,37441,245,4184,6273,6827,3499,3813,6548,4019,2033,24309,4739,6155,4229,1799,1268,1941,2825,871,482,2019,21229,8570.0,0.7199661355687559,0.11894187531227447,0.14298006994948093,20841,10457,10384,0.3375060728744939
10180,"Abilene, TX Metro Area",4031,3748,2986,2480,3885,2054,3721,3707,2257,7281,8893,7963,4909,3062,3961,1878,74754,66816,7938,55671.0,1582.0,2043.0,2644.0,2690.0,2182.0,1149.0,1031.0,5428.0,334.0,42309,1175,5285,7508,7350,3137,4798,7475,3457,2124,24507,4246,6289,4937,2861,1264,1910,914,1318,768,2021,24137,7052.0,0.7447226904245927,0.09433608903871364,0.10618829761618108,24019,12793,11226,0.3594797653256705
10180,"Abilene, TX Metro Area",4079,3808,2065,3110,3148,2738,3359,1977,1982,4517,7025,9370,7773,4006,3795,3001,76313,65753,10560,54157.0,1811.0,2992.0,1542.0,4808.0,2734.0,1095.0,1214.0,5737.0,223.0,39876,350,5459,5681,6829,4139,4306,6925,4880,1307,25877,7045,6013,5152,1824,950,1094,2140,859,800,2022,20912,9851.0,0.7096693879155583,0.12908678731015685,0.13837747172827697,22305,11140,11165,0.33922406582209175
10180,"Abilene, TX Metro Area",3720,3284,2334,3093,2085,2619,2405,3586,3027,6368,4265,10373,7491,4612,3746,3452,76652,66460,10192,54577.0,904.0,2173.0,2961.0,2827.0,3085.0,913.0,2607.0,6051.0,554.0,41393,866,4425,7932,6000,3516,3560,9506,4291,1297,25067,3635,7910,5086,2828,1580,905,1842,882,399,2023,21006,9432.0,0.7120101236758336,0.12304962688514325,0.13296456713458227,25353,12357,12996,0.3814775804995486
10180,"Abilene, TX Metro Area",3466,2385,1796,2972,2905,3163,2802,3082,3456,4717,6930,7064,6486,5516,4179,5180,76934,66099,10835,55602.0,1896.0,1459.0,2993.0,3756.0,1367.0,1947.0,2322.0,4940.0,652.0,42666,1132,5447,7944,6251,2849,4060,8362,5045,1576,23433,4618,5296,4170,2440,1358,1344,2812,979,416,2024,18711,9392.0,0.7227233732809941,0.1220786648295942,0.14083500142979696,22857,13391,9466,0.3457994825942904
10300,"Adrian, MI Micro Area",2152,1933,1717,2287,2656,2389,2397,1717,1974,3280,4350,5148,3033,934,559,550,42267,37076,5191,34042.0,443.0,1184.0,1233.0,1037.0,573.0,583.0,291.0,2881.0,0.0,30964,454,4084,5929,7352,2599,3111,3459,3074,902,6112,1371,1363,1147,959,232,370,214,320,136,2005,12778,2484.0,0.8054037428726902,0.058769252608417914,0.1228144888447252,12523,10013,2510,0.33776567051461864
10300,"Adrian, MI Micro Area",2580,1981,1731,2464,2071,3041,1900,1964,2265,4368,4966,4528,2111,915,400,451,42681,37736,4945,31903.0,1316.0,1917.0,1474.0,1329.0,1152.0,344.0,389.0,2857.0,0.0,29012,249,3534,5718,6762,3723,2589,3315,2211,911,8724,1483,1932,1204,1482,323,308,881,783,328,2006,13862,3214.0,0.7474754574635084,0.07530282795623346,0.11585951594386261,12388,9252,3136,0.3282806868772525
10300,"Adrian, MI Micro Area",2363,2221,1598,2077,1934,2508,3085,2009,1120,3083,5234,5282,2739,1230,920,597,42932,38000,4932,34151.0,620.0,1124.0,1055.0,933.0,882.0,294.0,380.0,3493.0,0.0,32146,221,4628,5890,7002,4388,2336,4138,2324,1219,5854,466,1500,1750,788,175,406,324,136,309,2007,13599,2489.0,0.795467250535731,0.05797540296282493,0.11487934407900867,13768,10518,3250,0.3623157894736842
10300,"Adrian, MI Micro Area",2145,2995,2226,2005,1980,1772,1840,1469,2042,3824,4922,5572,2367,1041,708,276,43017,37184,5833,34336.0,993.0,1142.0,1103.0,1126.0,647.0,295.0,838.0,2537.0,0.0,29485,270,3222,5294,6981,2866,3169,4017,2644,1022,7699,952,1850,1333,1465,603,581,404,305,206,2008,14318,2906.0,0.7981960620219913,0.06755468768161424,0.13559755445521537,11699,8516,3183,0.31462456970740105
10300,"Adrian, MI Micro Area",2800,2048,1565,2302,2137,2481,2527,2323,2044,3479,4003,4099,2469,1446,785,327,43152,36835,6317,34901.0,877.0,973.0,968.0,857.0,470.0,678.0,370.0,3058.0,0.0,28867,213,2642,5213,6808,3620,3143,4047,2505,676,7968,886,1802,1702,2210,398,32,469,352,117,2009,11581,2375.0,0.808792176492399,0.05503800519095291,0.1463895068594735,11359,7855,3504,0.30837518664313834
10300,"Adrian, MI Micro Area",2331,1922,2361,2137,2588,2299,2414,1820,2146,3298,4543,4799,1938,826,449,470,43445,36341,7104,34971.0,428.0,771.0,1361.0,1346.0,1228.0,160.0,511.0,2669.0,0.0,29431,284,2967,5236,6588,4512,2488,4308,2246,802,6910,849,1914,971,919,408,322,479,583,465,2010,12640,3245.0,0.8049487858211531,0.07469213948670733,0.16351709057428934,11088,8203,2885,0.30510993093200517
10300,"Adrian, MI Micro Area",2271,3041,2394,3222,2030,1714,2793,1727,2068,3175,4366,4775,2368,1341,497,273,43463,38055,5408,33382.0,753.0,983.0,1517.0,1654.0,1154.0,157.0,984.0,2879.0,0.0,29392,125,3006,4410,6775,3308,3517,4483,2457,1311,8663,1252,1769,1725,1482,480,454,536,789,176,2011,12316,3949.0,0.7680555875112164,0.09085889147090628,0.12442767411361388,10910,7416,3494,0.2866903166469584
10300,"Adrian, MI Micro Area",2590,2522,2201,2178,2253,2223,2564,1297,1858,4210,3931,4638,2853,1582,796,302,43395,37998,5397,33260.0,1062.0,1397.0,1466.0,1035.0,1022.0,422.0,684.0,3047.0,0.0,28534,125,2461,4113,6460,3785,3605,4531,2588,866,9464,1014,1748,2411,1462,734,602,816,413,264,2012,12779,3163.0,0.7664477474363406,0.07288858163382879,0.12436916695471828,10733,6574,4159,0.28246223485446603
10300,"Adrian, MI Micro Area",1940,2310,2272,2237,2238,2147,2627,2333,2166,3307,4417,4778,2343,1091,550,514,43294,37270,6024,34810.0,948.0,1538.0,849.0,991.0,550.0,250.0,448.0,2910.0,0.0,28932,265,2452,4359,6098,3778,3565,4743,2768,904,8338,838,1905,1871,1652,493,499,600,291,189,2013,12502,2239.0,0.8040375109714972,0.05171617314177484,0.13914168245022404,10587,6811,3776,0.2840622484572042
10300,"Adrian, MI Micro Area",2397,1749,2899,2614,2423,2160,2338,2219,1555,3229,3933,5343,2377,1717,944,586,43454,38483,4971,34215.0,1268.0,1264.0,1341.0,1297.0,703.0,471.0,157.0,2738.0,0.0,28540,246,2115,4416,5749,3872,2375,5800,3237,730,9943,1072,2752,1984,2011,613,673,510,206,122,2014,12505,2628.0,0.787384360473144,0.060477746582593084,0.11439683343305565,11267,6531,4736,0.2927786295247252
10300,"Adrian, MI Micro Area",1777,2202,2082,1823,2356,2618,1952,2110,2319,3760,4423,4196,2428,1171,1019,780,43449,37016,6433,36053.0,904.0,761.0,699.0,957.0,408.0,260.0,578.0,2586.0,243.0,29309,211,2765,4514,5961,3309,3433,5408,2901,807,7707,1095,1589,1280,1667,542,513,769,93,159,2015,12379,2203.0,0.8297774402172662,0.05070312320191489,0.14805864346705333,10148,7279,2869,0.27415171817592393
10300,"Adrian, MI Micro Area",2341,1478,2422,1371,1990,2165,2117,2482,1903,3015,4159,4696,3653,1790,1264,935,43477,37781,5696,35024.0,673.0,1113.0,1165.0,795.0,1108.0,237.0,477.0,2885.0,0.0,29762,468,2733,4271,5549,3162,4100,5682,2583,1214,8019,770,2079,1411,1720,333,514,665,240,287,2016,11870,2617.0,0.8055753616854889,0.0601927455896221,0.13101179934218093,10494,7004,3490,0.27775866176120273
10300,"Adrian, MI Micro Area",1631,1369,1482,1690,1898,2951,1991,2021,1947,3230,4535,6749,3779,1414,1156,716,43806,38559,5247,35248.0,931.0,804.0,1165.0,1240.0,813.0,412.0,769.0,2424.0,0.0,29443,442,3124,4297,5664,3839,3159,5222,2611,1085,9116,826,1671,1791,1810,1066,652,654,319,327,2017,14514,3234.0,0.8046386339770808,0.0738255033557047,0.11977811258731681,10883,7421,3462,0.2822427967530278
10300,"Adrian, MI Micro Area",1600,1772,1723,2306,1876,2125,1844,1625,2241,3791,4302,5484,2873,2375,1196,1255,43877,38388,5489,33161.0,849.0,1782.0,1358.0,1571.0,1246.0,279.0,639.0,2977.0,15.0,29192,289,2558,4078,5729,2989,3841,5693,3021,994,9196,1806,1573,1076,1219,908,900,862,432,420,2018,13577,3735.0,0.7557718166693256,0.08512432481710236,0.12509971055450464,9285,6636,2649,0.24187246014379493
10300,"Adrian, MI Micro Area",2516,1022,1421,1810,2402,2511,1244,2703,2284,3619,4230,4582,3246,1984,1481,1444,43971,38499,5472,34553.0,554.0,1782.0,1229.0,1134.0,1210.0,74.0,803.0,2632.0,0.0,28848,288,2301,4933,4794,3495,2925,5948,3109,1055,9651,1075,1860,1151,1521,1026,1230,1173,472,143,2019,12431,3221.0,0.7858133769984763,0.07325282572604672,0.12444565736508154,10245,7234,3011,0.26611080807293697
10300,"Adrian, MI Micro Area",2291,1496,1692,2499,1682,1464,1795,1390,1709,3113,4315,5789,3921,2704,1407,1696,43692,38963,4729,33981.0,947.0,1694.0,1217.0,1052.0,1079.0,720.0,605.0,2397.0,0.0,31490,461,3258,5513,5429,3321,3218,6048,3184,1058,7473,622,1933,1129,963,724,446,955,225,476,2021,13217,3456.0,0.7777396319692392,0.07909914858555342,0.10823491714730385,11833,8771,3062,0.30369838051484743
10300,"Adrian, MI Micro Area",2043,1156,1158,2210,1491,1778,1546,1528,1566,2530,4223,5798,4539,2710,2033,1955,43822,38264,5558,35252.0,598.0,925.0,1211.0,1519.0,855.0,412.0,934.0,2116.0,0.0,30129,401,2870,4846,4706,3078,3353,6576,3103,1196,8135,327,1770,1120,1621,383,1379,1108,322,105,2022,12551,3720.0,0.8044361279722514,0.08488886860481037,0.12683127196385377,10606,7716,2890,0.2771795943968221
10300,"Adrian, MI Micro Area",1908,1537,718,1277,1343,2182,1849,1635,1863,4842,3971,5682,4464,2328,2513,2030,43925,40142,3783,34501.0,1197.0,810.0,1001.0,1650.0,726.0,525.0,666.0,2849.0,0.0,32240,208,2694,5257,6122,2965,3616,6456,4147,775,7902,779,2006,747,1098,1014,675,1083,468,32,2023,14495,3567.0,0.7854524758110415,0.08120660216277746,0.0861240751280592,10704,7951,2753,0.26665338049922777
10300,"Adrian, MI Micro Area",1847,884,1037,1883,905,1381,1438,1652,1327,3173,5500,5316,5129,2746,3308,2218,44014,39744,4270,34147.0,601.0,1340.0,1129.0,1396.0,975.0,432.0,799.0,3195.0,0.0,31416,695,2987,4162,4752,3217,4211,6635,3773,984,8328,587,2086,2118,1406,461,356,392,518,404,2024,13989,3602.0,0.7758213295769528,0.08183759712818649,0.09701458626800563,11353,7149,4204,0.2856531803542673
10380,"Aguadilla-Isabela-San Sebasti?n, PR Metro Area",43670,15356,9949,6613,5079,4998,3122,2529,1703,2639,2222,1201,405,377,125,359,115752,100347,15405,90520.0,15003.0,1193.0,2786.0,2371.0,1620.0,1039.0,1027.0,193.0,0.0,77396,479,5215,10657,16432,9996,8290,14432,9022,2873,22951,2138,5273,5018,3914,1373,1746,2636,642,211,2005,6062,6057.0,0.7820167254129519,0.052327389591540534,0.13308625336927224,26163,15872,10291,0.2607252832670633
