cbsa,name,households_income_lt_10k,households_income_10k_15k,households_income_15k_20k,households_income_20k_25k,households_income_25k_30k,households_income_30k_35k,households_income_35k_40k,households_income_40k_45k,households_income_45k_50k,households_income_50k_60k,households_income_60k_75k,households_income_75k_100k,households_income_100k_125k,households_income_125k_150k,households_income_150k_200k,households_income_200k_plus,housing_units,occupied_housing_units,vacant_housing_units,housing_units_1_detached,housing_units_1_attached,housing_units_2,housing_units_3_4,housing_units_5_9,housing_units_10_19,housing_units_20_49,housing_units_50_plus,housing_units_mobile_home,housing_units_other,owner_households,owner_households_15_24,owner_households_25_34,owner_households_35_44,owner_households_45_54,owner_households_55_59,owner_households_60_64,owner_households_65_74,owner_households_75_84,owner_households_85_plus,renter_households,renter_households_15_24,renter_households_25_34,renter_households_35_44,renter_households_45_54,renter_households_55_59,renter_households_60_64,renter_households_65_74,renter_households_75_84,renter_households_85_plus,year,households_income_50k_to_100k,housing_units_multifamily_5plus,share_sf_detached,share_multifamily_5plus,vacancy_rate,households_25_44,owner_households_25_44,renter_households_25_44,share_households_25_44
28300,"Keene, NH Micro Area",2464,1519,1216,2199,1218,1374,1392,1654,1507,2912,3411,4430,2351,1353,791,812,34681,30603,4078,22377.0,1088.0,1377.0,2885.0,2262.0,702.0,883.0,91.0,3016.0,0.0,21911,28,1925,2556,5395,3120,2524,3744,1924,695,8692,1772,1774,799,1552,580,313,670,538,694,2013,10753,3938.0,0.6452236094691618,0.1135492056169084,0.11758599809694069,7054,4481,2573,0.23050027775054732
28300,"Keene, NH Micro Area",1989,1789,1359,1181,2210,1405,1488,1041,1163,2745,3536,4971,2422,1550,1076,1380,34820,31305,3515,23409.0,525.0,1673.0,2244.0,1736.0,1002.0,1201.0,595.0,2435.0,0.0,21615,38,1931,3151,4938,2283,2894,3979,1666,735,9690,2085,1743,1781,1102,644,529,1069,501,236,2014,11252,4534.0,0.6722860425043079,0.1302125215393452,0.10094773118897185,8606,5082,3524,0.2749081616355215
28300,"Keene, NH Micro Area",1685,1049,1450,1470,1175,1578,1678,1242,790,2164,3285,4962,2370,1566,1463,1730,35016,29657,5359,23571.0,626.0,1836.0,2610.0,2229.0,316.0,621.0,799.0,2400.0,8.0,21042,66,1073,2604,4208,3038,2694,4513,2022,824,8615,901,3218,1022,1211,634,403,503,388,335,2015,10411,3965.0,0.6731494174091843,0.11323395019419694,0.15304432259538497,7917,3677,4240,0.2669521529487136
28300,"Keene, NH Micro Area",1431,1340,1582,1346,1525,1654,1584,1359,1557,2261,3346,4144,1945,1395,1666,1293,35149,29428,5721,23897.0,1035.0,1891.0,2431.0,1365.0,796.0,1018.0,419.0,2297.0,0.0,19550,140,1703,2191,3799,2740,2428,4057,1756,736,9878,799,2286,1588,1305,1033,713,751,799,604,2016,9751,3598.0,0.6798770946541864,0.10236422088821873,0.16276423226834333,7768,3894,3874,0.2639662906075846
28300,"Keene, NH Micro Area",1070,1012,1475,1499,1444,1072,820,1622,964,3287,3479,4166,3066,1832,1619,958,35633,29385,6248,25439.0,792.0,1558.0,2076.0,1195.0,725.0,1404.0,537.0,1907.0,0.0,20540,114,1367,3047,4131,2136,3105,3819,1707,1114,8845,1061,2180,762,1486,712,414,1071,646,513,2017,10932,3861.0,0.7139168748070609,0.10835461510397665,0.1753430808520192,7356,4414,2942,0.2503318019397652
28300,"Keene, NH Micro Area",595,1906,2277,1673,1751,738,1024,988,2111,2210,3039,3296,3366,1987,1428,1819,35724,30208,5516,24144.0,724.0,2364.0,1524.0,1192.0,1153.0,792.0,377.0,3454.0,0.0,20863,115,1413,2772,3712,2079,3515,4661,2016,580,9345,779,2305,1228,1209,1149,754,1091,692,138,2018,8545,3514.0,0.675848169297951,0.09836524465345427,0.15440600156757361,7718,4185,3533,0.2554952330508475
28300,"Keene, NH Micro Area",1444,804,1396,726,827,1492,1469,1600,1564,2220,3186,4743,3636,1917,1063,1611,35894,29698,6196,25155.0,479.0,2125.0,1549.0,2241.0,648.0,1455.0,555.0,1687.0,0.0,20056,81,1486,2840,3272,2271,2770,4602,1653,1081,9642,1084,2425,1012,1150,1177,456,1268,863,207,2019,10149,4899.0,0.700813506435616,0.13648520644118795,0.1726193792834457,7763,4326,3437,0.26139807394437337
28300,"Keene, NH Micro Area",949,1361,1364,798,1279,1120,1853,1097,1208,1719,2720,3111,3087,2121,2350,2129,35746,28266,7480,25329.0,677.0,2289.0,1192.0,1475.0,1106.0,1025.0,693.0,1960.0,0.0,21076,60,1794,2425,3107,2331,3270,5515,1701,873,7190,422,1111,1224,987,885,563,948,476,574,2021,7550,4299.0,0.7085827784926985,0.12026520449840541,0.2092541822861299,6554,4219,2335,0.23186867614802237
28300,"Keene, NH Micro Area",447,1315,823,1111,971,1400,1565,957,1060,2856,3154,4324,3644,2948,2964,2421,35911,31960,3951,24947.0,1222.0,2024.0,1467.0,1856.0,517.0,703.0,781.0,2394.0,0.0,22982,217,2179,2385,3995,2717,2904,4869,2827,889,8978,1061,1785,2373,1079,462,565,1258,378,17,2022,10334,3857.0,0.6946896494110439,0.10740441647406088,0.11002199883044192,8722,4564,4158,0.27290362953692116
28300,"Keene, NH Micro Area",1133,1027,769,467,835,966,507,1209,652,2308,2983,5430,3536,3067,3756,3276,36079,31921,4158,25951.0,429.0,1645.0,1900.0,1813.0,597.0,907.0,722.0,2115.0,0.0,22727,0,2112,3398,3555,2372,3196,4802,2508,784,9194,549,1998,1447,1188,834,450,1820,626,282,2023,10721,4039.0,0.7192826852185482,0.11194877906815599,0.1152470966490202,8955,5510,3445,0.28053632404999845
28300,"Keene, NH Micro Area",1170,663,594,742,807,775,1749,1163,685,2929,3058,3880,4084,2586,2560,3395,36203,30840,5363,24060.0,1169.0,1301.0,2386.0,1319.0,1164.0,1224.0,1061.0,2519.0,0.0,24166,96,1839,3898,3370,2158,3191,5561,3090,963,6674,280,1860,730,1151,224,182,1564,496,187,2024,9867,4768.0,0.664585807805983,0.13170179266911583,0.14813689473248073,8327,5737,2590,0.2700064850843061
28420,"Kennewick-Richland-Pasco, WA Metro Area",5592,4196,3246,4772,5043,5513,3853,3236,3763,6931,7916,8496,6432,3460,2118,1699,81843,76266,5577,52304.0,2575.0,2356.0,3589.0,3210.0,2631.0,2470.0,2558.0,10039.0,111.0,54543,630,7604,11506,14723,6105,3951,5153,3791,1080,21723,5095,5422,4182,2859,1061,1153,877,749,325,2005,23343,10869.0,0.6390772576762827,0.1328030497415784,0.0681426633921044,28714,19110,9604,0.3764980463115936
28420,"Kennewick-Richland-Pasco, WA Metro Area",6728,3279,3285,4919,3293,5518,4024,4871,3264,7326,7175,8873,6121,3455,2871,1946,84118,76948,7170,51981.0,2788.0,2779.0,4011.0,3977.0,3795.0,2448.0,2489.0,9661.0,189.0,52786,455,7832,11060,12398,6151,4950,5893,3146,901,24162,3272,7039,4799,3901,1160,1275,1200,1086,430,2006,23374,12709.0,0.6179533512446801,0.1510853800613424,0.08523740459830238,30730,18892,11838,0.3993606071632791
28420,"Kennewick-Richland-Pasco, WA Metro Area",6112,3171,3434,4984,3654,4498,3594,4792,3386,6585,8613,9182,6068,3088,3053,2227,85617,76441,9176,54892.0,2343.0,3219.0,1854.0,5125.0,3414.0,2442.0,2879.0,9237.0,212.0,53208,598,7579,10768,12666,6311,5018,6221,3377,670,23233,2242,7513,5126,3143,557,1345,1447,1518,342,2007,24380,13860.0,0.6411343541586367,0.16188373804267844,0.10717497693215132,30986,18347,12639,0.4053583809735613
28420,"Kennewick-Pasco-Richland, WA Metro Area",4940,5160,4022,3995,5056,4898,3381,4248,3207,6581,8792,9597,8210,3786,3207,1934,86950,81014,5936,55604.0,3219.0,2755.0,1875.0,4087.0,3010.0,2209.0,2875.0,11186.0,130.0,57251,1252,8731,9765,13149,6133,5661,7509,3834,1217,23763,3126,6580,5368,3450,2031,872,882,578,876,2008,24970,12181.0,0.6394939620471536,0.14009200690051754,0.0682691201840138,30444,18496,11948,0.3757869010294517
28420,"Kennewick-Pasco-Richland, WA Metro Area",4043,3070,4021,4363,5195,4739,4382,3625,4089,7315,8107,11733,8214,4191,3694,1542,87980,82323,5657,57126.0,2029.0,3197.0,2001.0,3451.0,4242.0,3490.0,2478.0,9625.0,341.0,55904,744,6596,10530,13495,7245,5081,6933,4287,993,26419,3654,6849,4963,5876,1357,1314,1021,632,753,2009,27155,13661.0,0.6493066606046829,0.15527392589224823,0.06429870425096613,28938,17126,11812,0.3515178018293794
28420,"Kennewick-Pasco-Richland, WA Metro Area",5349,3887,5260,3743,3449,4755,3979,4609,3389,7681,10432,11370,9401,4419,2968,1935,93244,86626,6618,61120.0,2362.0,2347.0,3071.0,2965.0,3837.0,3170.0,3270.0,10991.0,111.0,58534,858,7308,10841,13241,6664,7042,6619,4648,1313,28092,3952,7806,5771,4221,2174,595,1681,1218,674,2010,29483,13242.0,0.6554845351979752,0.14201449959246706,0.07097507614430955,31726,18149,13577,0.36624108235402764
28420,"Kennewick-Pasco-Richland, WA Metro Area",4402,3645,4394,5237,4520,3739,4941,3850,3116,7036,10109,13738,7225,5786,4775,2417,94706,88930,5776,60315.0,1920.0,4192.0,2955.0,4225.0,3676.0,3195.0,1933.0,12196.0,99.0,60420,705,7714,10051,14006,7563,7491,7788,4027,1075,28510,2264,8356,7489,4269,1337,1291,1521,854,1129,2011,30883,13029.0,0.6368656684898528,0.13757312102717884,0.06098874411336135,33610,17765,15845,0.37793770381198694
28420,"Kennewick-Pasco-Richland, WA Metro Area",5362,4913,4960,3555,4351,4457,3914,4117,3503,8437,8715,12079,7563,6130,4340,3819,96339,90215,6124,60602.0,2163.0,3258.0,3648.0,4620.0,4140.0,3392.0,3908.0,10197.0,411.0,61315,335,7088,11569,13123,7231,7391,9405,4190,983,28900,3009,8745,6105,4947,1475,805,1649,832,1333,2012,29231,16060.0,0.6290495022784127,0.16670299670953612,0.06356719500929012,33507,18657,14850,0.3714127362412016
28420,"Kennewick-Richland, WA Metro Area",4941,3872,3622,6094,3675,3743,5371,4119,4064,8126,10480,13720,8446,4002,4855,3638,97313,92768,4545,63226.0,2145.0,3477.0,4450.0,3127.0,4614.0,2665.0,1900.0,11316.0,393.0,63125,573,7570,12720,12444,7674,6584,9639,4617,1304,29643,4482,8625,5047,4882,1677,1403,1683,1071,773,2013,32326,12306.0,0.6497179205244932,0.12645792442941847,0.04670496233802267,33962,20290,13672,0.3660960676095205
28420,"Kennewick-Richland, WA Metro Area",5287,4606,3840,5507,4113,4051,5360,3608,3562,8788,10452,12969,7689,4548,4454,4523,98787,93357,5430,64979.0,2914.0,3728.0,3817.0,4761.0,3390.0,2558.0,3301.0,9315.0,24.0,61963,245,7165,11320,13084,7149,7585,9871,3975,1569,31394,3501,9705,6864,4621,1525,1515,1052,1161,1450,2014,32209,14010.0,0.6577687347525484,0.1418202799963558,0.05496674663670321,35054,18485,16569,0.3754833595766788
28420,"Kennewick-Richland, WA Metro Area",4928,3945,3921,4796,4310,3812,5013,3429,4486,7317,10676,14674,8610,5476,4846,4184,99751,94423,5328,62193.0,2572.0,3006.0,4846.0,5704.0,4477.0,2875.0,2838.0,10954.0,286.0,63632,633,8683,9759,14203,7079,7350,9882,4611,1432,30791,3839,11241,5819,4791,1211,863,1503,536,988,2015,32667,15894.0,0.6234824713536706,0.1593367485037744,0.05341299836593117,35502,18442,17060,0.375988901009288
28420,"Kennewick-Richland, WA Metro Area",5122,3752,2982,5703,4070,4412,4096,3593,4145,9391,10114,12370,10019,6430,5689,4449,100961,96337,4624,66207.0,2860.0,3891.0,3239.0,4642.0,4483.0,2288.0,3206.0,9249.0,896.0,66899,678,7451,13001,12365,7740,8170,11486,4732,1276,29438,3445,8528,6426,4329,1371,1246,1748,1253,1092,2016,31875,14619.0,0.655768068858272,0.14479848654430919,0.04579986331355672,35406,20452,14954,0.36752234344021506
28420,"Kennewick-Richland, WA Metro Area",4720,4101,3983,5077,3972,3512,3012,4049,5393,9070,9439,13832,11458,5901,5598,5625,104252,98742,5510,69236.0,3285.0,2343.0,3783.0,5142.0,3632.0,2754.0,4617.0,8865.0,595.0,66131,663,7583,12669,13215,7344,7770,11603,4097,1187,32611,2603,8517,7393,4813,2038,1439,2737,1251,1820,2017,32341,16145.0,0.6641215516249088,0.15486513448183248,0.05285270306564862,36162,20252,15910,0.3662271373883454
28420,"Kennewick-Richland, WA Metro Area",3165,2864,3742,3930,4496,4807,4864,3752,4903,8948,11513,12922,9839,6367,6990,5886,106032,98988,7044,68757.0,3726.0,3599.0,3777.0,3373.0,4657.0,2648.0,3441.0,11748.0,306.0,66492,827,7101,12552,12724,6467,7184,12415,5234,1988,32496,2228,9988,7103,5120,2285,2428,1523,984,837,2018,33383,14119.0,0.6484551833408783,0.13315791459182133,0.06643277501131734,36744,19653,17091,0.3711965086677173
28420,"Kennewick-Richland, WA Metro Area",3437,2879,3098,5755,3732,4158,4976,3381,3917,8729,10920,11792,11517,7786,8441,7322,107873,101840,6033,70956.0,3830.0,1886.0,3751.0,5744.0,3757.0,3455.0,3992.0,10020.0,482.0,68801,957,7768,11381,14356,6564,8416,11885,5177,2297,33039,2763,9920,7682,4232,2496,767,2590,1455,1134,2019,31441,16948.0,0.6577734929036924,0.15711067644359572,0.05592687697570291,36751,19149,17602,0.36086999214454046
28420,"Kennewick-Richland, WA Metro Area",4804,3069,3417,2083,2731,4742,2688,4474,4401,6265,11646,15337,11044,8725,9329,11089,112273,105844,6429,73497.0,3305.0,3297.0,4439.0,4304.0,3951.0,3180.0,5276.0,10848.0,176.0,72433,747,9001,14880,14496,5364,9185,11715,5798,1247,33411,4499,8382,5011,4768,2640,1642,3315,1471,1683,2021,33248,16711.0,0.654627559609167,0.14884255341889857,0.057262209079654056,37274,23881,13393,0.35215978232115186
28420,"Kennewick-Richland, WA Metro Area",3853,2934,2769,2807,4658,2841,3046,2953,4279,7413,10197,17220,11738,8375,11489,11949,114326,108521,5805,75608.0,4111.0,3969.0,4162.0,4344.0,2150.0,3261.0,6468.0,10057.0,196.0,76245,1012,10301,14659,13725,6955,8859,12892,6290,1552,32276,2758,8808,8423,3613,1473,1730,2965,1352,1154,2022,34830,16223.0,0.6613368787502405,0.1419012298164897,0.0507758515123419,42191,24960,17231,0.38878189474848185
28420,"Kennewick-Richland, WA Metro Area",5541,2270,3541,2177,3783,3367,3395,3367,3837,8236,8804,17154,12586,8730,10180,12513,116378,109481,6897,77660.0,3515.0,3201.0,4252.0,4342.0,3904.0,3118.0,5756.0,10364.0,266.0,75592,211,9140,15293,12971,6862,8039,14307,6471,2298,33889,2684,9616,8294,5803,1257,2216,1991,1086,942,2023,34194,17120.0,0.6673082541373799,0.14710684149925243,0.059263778377356545,42343,24433,17910,0.3867611731716005
28420,"Kennewick-Richland, WA Metro Area",6610,3376,2181,4598,2446,2150,3067,1661,3326,7275,9409,17470,13185,9927,13251,13129,118416,113061,5355,76364.0,4192.0,4117.0,5437.0,3189.0,5209.0,3783.0,6000.0,9319.0,806.0,74233,383,9213,14153,14300,6966,7180,13361,6391,2286,38828,3620,10195,8362,6026,2242,2741,2628,1916,1098,2024,34154,18181.0,0.6448790703958924,0.15353499527090933,0.045221929468990674,41923,23366,18557,0.3707998337180814
28450,"Kenosha, WI Metro Area",3323,2707,1320,3513,1726,3067,2528,2229,3513,4208,6898,8113,7530,6053,6260,6919,73779,69907,3872,47077.0,2199.0,4217.0,2146.0,5296.0,4120.0,3166.0,3486.0,2072.0,0.0,46463,291,4692,7290,7907,5382,6040,9477,4290,1094,23444,2929,5896,4300,2908,1585,1863,2404,1077,482,2023,19219,16068.0,0.638081296845986,0.2177855487333794,0.05248105829572101,22178,11982,10196,0.3172500607950563
28450,"Kenosha, WI Metro Area",2003,2019,1919,2182,1833,2305,2139,2817,2533,4628,7896,8619,9324,7450,6729,6781,74337,71177,3160,48460.0,4641.0,3703.0,1923.0,4899.0,2953.0,3459.0,2992.0,1140.0,167.0,47575,709,4773,8242,8908,4459,7001,8654,4421,408,23602,2430,7858,3421,2613,1472,1557,2867,898,486,2024,21143,14303.0,0.6518960948114667,0.19240754940339266,0.0425091139002112,24294,13015,11279,0.34131812242718856
28580,"Key West-Marathon, FL Micro Area",2929,2102,1725,1821,2064,1479,2043,996,2181,2547,3008,3964,2504,1604,1164,1830,52911,33961,18950,26090.0,6511.0,2230.0,2211.0,2380.0,1148.0,2455.0,1170.0,8265.0,451.0,23621,189,1058,3733,5758,3571,2613,4239,1791,669,10340,405,2107,2559,2719,509,1117,382,467,75,2005,9519,7153.0,0.49309217365009167,0.135189280111886,0.3581485891402544,9457,4791,4666,0.27846647625217164
28580,"Key West-Marathon, FL Micro Area",3020,1150,1639,1601,1632,1641,1342,1614,1469,3580,3675,3984,2234,1430,1465,1537,53398,33013,20385,26202.0,5051.0,2501.0,2419.0,3394.0,2238.0,1569.0,1763.0,7792.0,469.0,21885,58,528,3869,5079,3217,3018,3703,1883,530,11128,1118,2159,2477,2771,685,552,510,806,50,2006,11239,8964.0,0.4906925353009476,0.16787145585977004,0.38175587100640473,9033,4397,4636,0.2736194832338776
28580,"Key West, FL Micro Area",1175,1374,997,1474,816,1868,700,1803,1226,2943,3195,3776,2569,1112,1743,2338,53708,29109,24599,29294.0,5229.0,2253.0,2569.0,2424.0,1694.0,2185.0,1003.0,7057.0,0.0,19692,96,954,2530,4996,3569,2388,3176,1607,376,9417,606,1210,1974,2566,1240,543,1017,261,0,2007,9914,7306.0,0.5454308482907574,0.13603187607060402,0.4580137037312877,6668,3484,3184,0.22907004706448178
28580,"Key West, FL Micro Area",1917,1165,1230,1581,1832,2051,1700,1238,969,2584,2920,3178,2227,1316,1502,1674,53813,29084,24729,28714.0,4932.0,1938.0,2563.0,3275.0,1383.0,1045.0,1783.0,7871.0,309.0,20132,87,799,1972,4689,4155,2550,3752,1648,480,8952,352,1667,1952,3032,608,732,353,177,79,2008,8682,7486.0,0.5335885380855927,0.13911136714176872,0.4595357998996525,6390,2771,3619,0.21970843075230367
28580,"Key West, FL Micro Area",2295,1008,986,1755,1683,1297,1936,1974,1353,2889,2497,3526,1993,967,868,1308,54243,28335,25908,26605.0,6438.0,1430.0,2042.0,3821.0,1739.0,2526.0,1584.0,7936.0,122.0,17901,139,981,1546,4766,2561,2617,3181,1674,436,10434,235,2295,2393,2490,805,689,784,275,468,2009,8912,9670.0,0.490478034032041,0.17827185074571833,0.4776284497538853,7215,2527,4688,0.25463208046585495
28580,"Key West, FL Micro Area",1592,1138,1420,1974,1592,1700,1669,1677,1801,2884,3218,3632,2099,898,1064,1464,52766,29822,22944,28321.0,3339.0,2220.0,2604.0,2893.0,1729.0,1598.0,1294.0,8637.0,131.0,17523,149,1054,1301,4127,2155,2470,3805,1724,738,12299,659,3193,1967,2081,1594,1099,1430,207,69,2010,9734,7514.0,0.5367281961869386,0.14240230451427055,0.43482545578592274,7515,2355,5160,0.25199517135001004
28580,"Key West, FL Micro Area",1786,1973,1157,1430,1130,1201,1183,1190,726,2431,2575,2918,1735,1182,514,1604,52550,24735,27815,26150.0,5443.0,1485.0,2718.0,2789.0,3341.0,1998.0,1361.0,7231.0,34.0,14878,0,409,1594,2816,1357,2718,3706,1970,308,9857,263,2570,1920,1765,833,471,1238,410,387,2011,7924,9489.0,0.49762131303520457,0.1805708848715509,0.5293054234062797,6493,2003,4490,0.26250252678390945
28580,"Key West, FL Micro Area",2137,1601,1445,1598,1730,1328,1383,1261,1103,2554,2814,2944,2554,1435,1049,2305,52827,29241,23586,29388.0,3772.0,2354.0,2225.0,2147.0,2314.0,1853.0,1311.0,7174.0,289.0,17696,50,610,932,3693,2514,2323,4603,2232,739,11545,570,2607,2735,2501,1386,500,440,450,356,2012,8312,7625.0,0.5563064342097791,0.14433906903666685,0.4464762337441081,6884,1542,5342,0.23542286515509045
28580,"Key West, FL Micro Area",2571,1287,1301,1771,1763,1215,1085,1185,740,1973,2570,2930,1425,1243,1641,1726,52657,26426,26231,26840.0,3510.0,2657.0,2554.0,2000.0,1950.0,2245.0,2837.0,8003.0,61.0,16285,20,531,1508,2885,1972,2250,4912,1689,518,10141,297,1616,1869,2469,724,889,1960,120,197,2013,7473,9032.0,0.5097138082306246,0.1715251533509315,0.49814839432554076,5524,2039,3485,0.2090365549080451
28580,"Key West, FL Micro Area",1747,1704,974,1210,1183,1399,1060,1179,1070,2660,3152,4189,1978,1536,1325,1699,52927,28065,24862,24948.0,3028.0,3274.0,2448.0,3329.0,3305.0,2897.0,1846.0,7550.0,302.0,16270,24,548,1659,2213,2444,2391,4551,1917,523,11795,373,2557,2232,2442,1459,887,1329,276,240,2014,10001,11377.0,0.4713662213992858,0.21495644944924142,0.46974134184820604,6996,2207,4789,0.24927846071619456
28580,"Key West, FL Micro Area",2441,1508,907,640,2174,1509,1266,1364,1314,2256,2760,4524,2711,1473,1988,2556,52979,31391,21588,27654.0,3134.0,2884.0,2930.0,2357.0,3079.0,1893.0,1964.0,6969.0,115.0,19025,0,461,1785,3098,2144,3125,5001,2801,610,12366,208,2916,3022,2848,775,915,1152,436,94,2015,9540,9293.0,0.5219804073312067,0.17540912437003342,0.4074822099322373,8184,2246,5938,0.26071166894969894
28580,"Key West, FL Micro Area",1461,1569,976,1585,1322,996,1356,1803,853,1630,3303,4271,3217,1910,1753,2313,53129,30318,22811,28891.0,2564.0,3041.0,2597.0,2508.0,2115.0,2759.0,1202.0,7362.0,90.0,17449,0,461,1374,3581,2200,2463,4763,2089,518,12869,884,2477,2594,2153,1395,759,1536,674,397,2016,9204,8584.0,0.543789644073858,0.16156901127444523,0.4293512017918651,6906,1835,5071,0.22778547397585594
28580,"Key West, FL Micro Area",1826,1329,697,1255,1173,1103,1752,1724,1276,2384,2580,4537,2737,1382,2073,3457,53620,31285,22335,30266.0,2508.0,2302.0,3131.0,2614.0,1298.0,2312.0,2342.0,6815.0,32.0,17630,0,716,1422,3047,2112,2468,4641,2088,1136,13655,876,2305,2920,2423,1078,1548,1974,320,211,2017,9501,8566.0,0.5644535621036927,0.1597538232002984,0.41654233494964565,7363,2138,5225,0.23535240530605722
28580,"Key West, FL Micro Area",1201,665,1149,1126,1138,1788,1618,1259,1692,1557,2745,5048,2591,1716,2486,3583,53457,31362,22095,28490.0,4119.0,1960.0,2959.0,2384.0,2257.0,2851.0,1990.0,6223.0,224.0,20083,0,1122,1810,3611,2502,2492,5437,2720,389,11279,436,2518,2644,2412,1220,753,849,396,51,2018,9350,9482.0,0.5329517182034158,0.177376208915577,0.4133228576238846,8094,2932,5162,0.2580830304189784
28580,"Key West, FL Micro Area",1547,1246,964,1198,1514,1197,1305,1071,995,3168,3045,3705,3798,2282,2447,3357,53896,32839,21057,28564.0,4173.0,2693.0,3088.0,2581.0,2366.0,2333.0,2879.0,4906.0,313.0,18641,47,938,1556,2814,2137,2823,5331,2015,980,14198,1244,2311,2603,3770,1102,972,1573,532,91,2019,9918,10159.0,0.5299836722576815,0.18849265251595665,0.3906968977289595,7408,2494,4914,0.22558543195590608
28580,"Key West, FL Micro Area",2431,569,1365,1221,990,1368,1865,1241,1741,2710,3749,3595,3661,2501,3064,4007,54416,36078,18338,30298.0,3009.0,3170.0,2868.0,3685.0,2547.0,1526.0,2819.0,4180.0,314.0,21777,269,692,2306,3484,2813,2738,5442,3170,863,14301,630,3255,2496,3653,884,831,1678,697,177,2021,10054,10577.0,0.5567847691855337,0.1943729785357248,0.33699647162599233,8749,2998,5751,0.24250235600643053
28580,"Key West, FL Micro Area",1381,1684,1145,1064,1451,1194,1040,927,1020,2484,2599,4504,2926,2885,2887,5129,54871,34320,20551,31377.0,3098.0,1853.0,3120.0,2534.0,1463.0,2427.0,3125.0,5559.0,315.0,21799,0,1576,1848,3406,2440,3165,4984,3897,483,12521,512,2396,3386,2013,1154,397,1792,816,55,2022,9587,9549.0,0.5718321153250351,0.17402635271819358,0.37453299557143116,9206,3424,5782,0.26824009324009324
28580,"Key West-Key Largo, FL Micro Area",2153,623,613,587,372,1007,880,1094,1425,2624,2940,3671,2681,3311,4124,4454,55132,32559,22573,32974.0,4465.0,3388.0,1641.0,1043.0,1390.0,2337.0,2198.0,5300.0,396.0,22790,0,935,2152,3482,2284,3953,5814,3259,911,9769,613,2171,2974,975,667,610,1061,331,367,2023,9235,6968.0,0.5980918522817964,0.1263875789015454,0.40943553653050857,8232,3087,5145,0.2528333179765963
28580,"Key West-Key Largo, FL Micro Area",1324,320,491,1472,1200,725,761,1415,601,1936,2035,3682,3103,3156,4388,5468,55698,32077,23621,35066.0,3296.0,4196.0,3233.0,1016.0,2492.0,1291.0,1444.0,3534.0,130.0,22836,0,828,2638,2785,3009,2805,6364,3412,995,9241,567,1748,1349,2168,1108,611,910,672,108,2024,7653,6243.0,0.6295737728464218,0.11208660993213401,0.42409063162052496,6563,3466,3097,0.20460142781432178
28660,"Killeen-Temple-Fort Hood, TX Metro Area",10074,7736,7017,6550,10219,8429,8445,7370,6621,9338,15679,12843,5909,2070,1838,1423,138145,121561,16584,88900.0,4691.0,8223.0,6854.0,4579.0,4877.0,3515.0,2574.0,13893.0,39.0,69531,952,9187,15340,16412,5749,5773,8542,6485,1091,52030,8533,19476,11619,6078,1572,1896,1110,1555,191,2005,37860,15545.0,0.6435267291613884,0.1125266929675341,0.12004777588765428,55622,24527,31095,0.45756451493488864
28660,"Killeen-Temple-Fort Hood, TX Metro Area",8839,6510,7504,8399,7153,8842,8654,7716,5518,11429,15192,12598,6661,2525,2324,2580,142999,122444,20555,87036.0,5254.0,10929.0,7997.0,8383.0,5336.0,2300.0,1754.0,14010.0,0.0,73269,1423,11302,13941,16943,6918,5978,8625,6109,2030,49175,7664,17193,10816,6890,1802,1029,1987,1246,548,2006,39219,17773.0,0.6086476129203701,0.12428758243064637,0.1437422639319156,53252,25243,28009,0.4349090196334651
28660,"Killeen-Temple-Fort Hood, TX Metro Area",8261,6169,5121,6754,7598,8643,7543,7311,8022,12426,13590,14687,8176,3202,2045,2811,146653,122359,24294,95595.0,3698.0,12087.0,7640.0,7351.0,5547.0,1579.0,1669.0,11397.0,90.0,78233,1332,12510,16771,16499,7685,5403,9633,6933,1467,44126,5630,16237,10184,5898,2536,1315,1036,855,435,2007,40703,16146.0,0.6518448309956155,0.1100966226398369,0.16565634525035286,55702,29281,26421,0.455234187922425
28660,"Killeen-Temple-Fort Hood, TX Metro Area",8158,5229,6430,6584,7914,7952,7865,7806,6415,13185,16978,14581,8564,3211,3844,3325,150489,128041,22448,94919.0,4307.0,12350.0,9407.0,8140.0,6297.0,1061.0,1656.0,12305.0,47.0,76266,1211,9530,17991,17045,8024,5266,9093,6689,1417,51775,7222,18766,12404,6783,1804,1224,1882,1082,608,2008,44744,17154.0,0.6307371302885926,0.11398839782309671,0.14916704875439402,58691,27521,31170,0.4583766137409111
28660,"Killeen-Temple-Fort Hood, TX Metro Area",13067,6057,6691,8442,7212,7471,7801,5651,6637,10255,13983,14753,7886,3235,3697,1813,151017,124651,26366,95571.0,3666.0,11455.0,9102.0,8582.0,8172.0,1119.0,2152.0,11198.0,0.0,71905,1457,8469,14175,16828,5849,7100,10097,6438,1492,52746,8691,18676,10259,6779,2845,1586,1607,1634,669,2009,38991,20025.0,0.6328492818689286,0.1326009654542204,0.17458961573862544,51579,22644,28935,0.41378729412519755
28660,"Killeen-Temple-Fort Hood, TX Metro Area",8443,5993,6569,5191,8172,7902,7991,8817,6784,13723,16273,17732,7132,5199,3226,1915,158901,131062,27839,102654.0,5413.0,9709.0,10254.0,7327.0,6235.0,2433.0,2096.0,12731.0,49.0,75880,1153,10889,15364,17607,7766,6761,9739,5341,1260,55182,7935,19146,12165,8746,1794,1985,1397,1470,544,2010,47728,18091.0,0.6460248834179773,0.11385076242440262,0.1751971353232516,57564,26253,31311,0.4392119760113534
