AREA,AREA_NAME,OCC_CODE,A_PCT25,A_MEDIAN,A_PCT75,YEAR,AREA_TITLE
28940,,00-0000,24080,35280,53790,2019,"Knoxville, TN"
29020,,00-0000,24120,37980,59980,2019,"Kokomo, IN"
29100,,00-0000,26290,37760,57420,2019,"La Crosse-Onalaska, WI-MN"
29180,,00-0000,21970,33060,50210,2019,"Lafayette, LA"
29200,,00-0000,25740,37690,57070,2019,"Lafayette-West Lafayette, IN"
29340,,00-0000,23620,38590,60930,2019,"Lake Charles, LA"
29420,,00-0000,25240,32280,46320,2019,"Lake Havasu City-Kingman, AZ"
29460,,00-0000,24180,34420,50620,2019,"Lakeland-Winter Haven, FL"
29540,,00-0000,25960,37330,55230,2019,"Lancaster, PA"
29620,,00-0000,26400,40340,64230,2019,"Lansing-East Lansing, MI"
29700,,00-0000,20800,28590,48320,2019,"Laredo, TX"
29740,,00-0000,21950,30670,52960,2019,"Las Cruces, NM"
29820,,00-0000,24750,35660,55620,2019,"Las Vegas-Henderson-Paradise, NV"
29940,,00-0000,23370,33380,52120,2019,"Lawrence, KS"
30020,,00-0000,21530,31430,51160,2019,"Lawton, OK"
30140,,00-0000,25800,35660,53010,2019,"Lebanon, PA"
30300,,00-0000,26310,38110,55920,2019,"Lewiston, ID-WA"
30460,,00-0000,24520,36520,55600,2019,"Lexington-Fayette, KY"
30620,,00-0000,24770,36190,56510,2019,"Lima, OH"
30700,,00-0000,27160,38890,59020,2019,"Lincoln, NE"
30780,,00-0000,24190,35920,56160,2019,"Little Rock-North Little Rock-Conway, AR"
30860,,00-0000,23780,32910,49200,2019,"Logan, UT-ID"
30980,,00-0000,23610,34900,52640,2019,"Longview, TX"
31020,,00-0000,29330,41380,61340,2019,"Longview, WA"
31080,,00-0000,28960,42680,73500,2019,"Los Angeles-Long Beach-Anaheim, CA"
31140,,00-0000,25730,37460,56980,2019,"Louisville/Jefferson County, KY-IN"
31180,,00-0000,22700,33050,52100,2019,"Lubbock, TX"
31340,,00-0000,23310,34470,52900,2019,"Lynchburg, VA"
31420,,00-0000,22660,33500,52120,2019,"Macon, GA"
31460,,00-0000,25520,35080,61170,2019,"Madera, CA"
31540,,00-0000,30580,44080,67230,2019,"Madison, WI"
31740,,00-0000,22270,32810,52650,2019,"Manhattan, KS"
31860,,00-0000,27200,39010,57520,2019,"Mankato-North Mankato, MN"
31900,,00-0000,23500,33950,49970,2019,"Mansfield, OH"
32420,,00-0000,17620,19640,29440,2019,"Mayaguez, PR"
32580,,00-0000,20550,26810,45370,2019,"McAllen-Edinburg-Mission, TX"
32780,,00-0000,27680,37440,55320,2019,"Medford, OR"
32820,,00-0000,23950,35540,55220,2019,"Memphis, TN-MS-AR"
32900,,00-0000,25870,35030,57460,2019,"Merced, CA"
33100,,00-0000,25000,36930,59620,2019,"Miami-Fort Lauderdale-West Palm Beach, FL"
33140,,00-0000,23310,33640,49030,2019,"Michigan City-La Porte, IN"
33220,,00-0000,25080,39370,67050,2019,"Midland, MI"
33260,,00-0000,30980,44910,67550,2019,"Midland, TX"
33340,,00-0000,27410,40720,64360,2019,"Milwaukee-Waukesha-West Allis, WI"
33460,,00-0000,31300,47010,73570,2019,"Minneapolis-St. Paul-Bloomington, MN-WI"
33540,,00-0000,24220,35060,52780,2019,"Missoula, MT"
33660,,00-0000,23330,35710,55260,2019,"Mobile, AL"
33700,,00-0000,26820,37290,58080,2019,"Modesto, CA"
33740,,00-0000,20430,30730,47490,2019,"Monroe, LA"
33780,,00-0000,24850,35930,58190,2019,"Monroe, MI"
33860,,00-0000,22760,34250,52940,2019,"Montgomery, AL"
34060,,00-0000,24020,36540,59310,2019,"Morgantown, WV"
34100,,00-0000,23100,32210,46080,2019,"Morristown, TN"
34580,,00-0000,30920,43380,64840,2019,"Mount Vernon-Anacortes, WA"
34620,,00-0000,22920,34030,52430,2019,"Muncie, IN"
34740,,00-0000,24630,35240,53120,2019,"Muskegon, MI"
34820,,00-0000,21230,28480,43420,2019,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC"
34900,,00-0000,31510,44180,67760,2019,"Napa, CA"
34940,,00-0000,26530,36460,56100,2019,"Naples-Immokalee-Marco Island, FL"
34980,,00-0000,26820,38900,59580,2019,"Nashville-Davidson--Murfreesboro--Franklin, TN"
35100,,00-0000,23640,36140,57020,2019,"New Bern, NC"
35380,,00-0000,22830,35620,57620,2019,"New Orleans-Metairie, LA"
35620,,00-0000,30720,48840,82770,2019,"New York-Newark-Jersey City, NY-NJ-PA"
35660,,00-0000,24570,34640,53220,2019,"Niles-Benton Harbor, MI"
35840,,00-0000,25140,35370,53060,2019,"North Port-Sarasota-Bradenton, FL"
36100,,00-0000,22930,31050,46430,2019,"Ocala, FL"
36140,,00-0000,24780,33800,53350,2019,"Ocean City, NJ"
36220,,00-0000,28960,40930,57790,2019,"Odessa, TX"
36260,,00-0000,25720,36910,57740,2019,"Ogden-Clearfield, UT"
36420,,00-0000,25280,37640,59060,2019,"Oklahoma City, OK"
36500,,00-0000,31660,46810,71250,2019,"Olympia-Tumwater, WA"
36540,,00-0000,27760,39880,61980,2019,"Omaha-Council Bluffs, NE-IA"
36740,,00-0000,23890,34320,54980,2019,"Orlando-Kissimmee-Sanford, FL"
36780,,00-0000,28750,39970,58540,2019,"Oshkosh-Neenah, WI"
36980,,00-0000,23650,34880,51920,2019,"Owensboro, KY"
37100,,00-0000,28540,40540,67090,2019,"Oxnard-Thousand Oaks-Ventura, CA"
37340,,00-0000,25300,37410,60720,2019,"Palm Bay-Melbourne-Titusville, FL"
37460,,00-0000,24220,33840,52180,2019,"Panama City, FL"
37620,,00-0000,22340,31490,51420,2019,"Parkersburg-Vienna, WV"
37860,,00-0000,23910,34430,52350,2019,"Pensacola-Ferry Pass-Brent, FL"
37900,,00-0000,25890,39200,64400,2019,"Peoria, IL"
37980,,00-0000,28230,43840,71420,2019,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD"
38060,,00-0000,27710,39420,61750,2019,"Phoenix-Mesa-Scottsdale, AZ"
38220,,00-0000,22830,32490,48490,2019,"Pine Bluff, AR"
38300,,00-0000,27060,40570,63580,2019,"Pittsburgh, PA"
38540,,00-0000,22850,32500,50260,2019,"Pocatello, ID"
38660,,00-0000,17660,19740,29860,2019,"Ponce, PR"
38900,,00-0000,31350,45350,72100,2019,"Portland-Vancouver-Hillsboro, OR-WA"
38940,,00-0000,24660,35720,54320,2019,"Port St. Lucie, FL"
39140,,00-0000,25800,34630,49790,2019,"Prescott, AZ"
39340,,00-0000,25210,35950,59070,2019,"Provo-Orem, UT"
39380,,00-0000,25950,37340,56150,2019,"Pueblo, CO"
39460,,00-0000,24090,32640,50140,2019,"Punta Gorda, FL"
39540,,00-0000,25380,37400,57390,2019,"Racine, WI"
39580,,00-0000,26800,41640,67450,2019,"Raleigh, NC"
39660,,00-0000,24320,33820,49910,2019,"Rapid City, SD"
39740,,00-0000,26210,38710,60560,2019,"Reading, PA"
39820,,00-0000,27140,37730,60130,2019,"Redding, CA"
39900,,00-0000,26650,37390,58020,2019,"Reno, NV"
40060,,00-0000,26260,40590,63640,2019,"Richmond, VA"
40140,,00-0000,27200,37780,60400,2019,"Riverside-San Bernardino-Ontario, CA"
40220,,00-0000,24900,36020,54070,2019,"Roanoke, VA"
40340,,00-0000,29770,44490,71160,2019,"Rochester, MN"
40380,,00-0000,28000,40070,62850,2019,"Rochester, NY"
40420,,00-0000,25440,36990,57800,2019,"Rockford, IL"
40580,,00-0000,22200,31640,47170,2019,"Rocky Mount, NC"
40660,,00-0000,22610,32670,51470,2019,"Rome, GA"
40900,,00-0000,29140,44590,73390,2019,"Sacramento--Roseville--Arden-Arcade, CA"
40980,,00-0000,24230,35030,55490,2019,"Saginaw, MI"
41060,,00-0000,28990,40460,58010,2019,"St. Cloud, MN"
41100,,00-0000,24090,33020,49680,2019,"St. George, UT"
41140,,00-0000,25460,35700,50760,2019,"St. Joseph, MO-KS"
41180,,00-0000,26420,40170,63860,2019,"St. Louis, MO-IL"
41420,,00-0000,27960,39360,61430,2019,"Salem, OR"
41500,,00-0000,27770,37230,62030,2019,"Salinas, CA"
41540,,00-0000,24370,32850,51770,2019,"Salisbury, MD-DE"
41620,,00-0000,28250,40120,63070,2019,"Salt Lake City, UT"
41660,,00-0000,22180,31990,49080,2019,"San Angelo, TX"
41700,,00-0000,24830,36130,57790,2019,"San Antonio-New Braunfels, TX"
41740,,00-0000,29480,45050,74800,2019,"San Diego-Carlsbad, CA"
41860,,00-0000,35830,57040,97890,2019,"San Francisco-Oakland-Hayward, CA"
41900,,00-0000,17110,18650,22950,2019,"San German, PR"
41940,,00-0000,36670,61980,114500,2019,"San Jose-Sunnyvale-Santa Clara, CA"
41980,,00-0000,18100,22230,34680,2019,"San Juan-Carolina-Caguas, PR"
42020,,00-0000,27900,38390,63120,2019,"San Luis Obispo-Paso Robles-Arroyo Grande, CA"
42100,,00-0000,29270,41610,68690,2019,"Santa Cruz-Watsonville, CA"
42140,,00-0000,27580,38110,58300,2019,"Santa Fe, NM"
42200,,00-0000,28570,40680,68190,2019,"Santa Maria-Santa Barbara, CA"
42220,,00-0000,30840,43430,68200,2019,"Santa Rosa, CA"
42340,,00-0000,23230,35210,56400,2019,"Savannah, GA"
42540,,00-0000,24850,35190,52610,2019,"Scranton--Wilkes-Barre--Hazleton, PA"
42660,,00-0000,36020,53360,85800,2019,"Seattle-Tacoma-Bellevue, WA"
42680,,00-0000,24420,33170,49160,2019,"Sebastian-Vero Beach, FL"
42700,,00-0000,21860,28990,41780,2019,"Sebring, FL"
43100,,00-0000,27610,39420,54220,2019,"Sheboygan, WI"
43300,,00-0000,23360,32610,50870,2019,"Sherman-Denison, TX"
43340,,00-0000,21490,32300,51410,2019,"Shreveport-Bossier City, LA"
43420,,00-0000,25070,36160,62640,2019,"Sierra Vista-Douglas, AZ"
43580,,00-0000,26320,36500,51450,2019,"Sioux City, IA-NE-SD"
43620,,00-0000,26880,36710,53720,2019,"Sioux Falls, SD"
43780,,00-0000,25210,36300,55000,2019,"South Bend-Mishawaka, IN-MI"
43900,,00-0000,25540,36390,53650,2019,"Spartanburg, SC"
44060,,00-0000,29770,40060,61290,2019,"Spokane-Spokane Valley, WA"
44100,,00-0000,25090,39750,64400,2019,"Springfield, IL"
44180,,00-0000,23760,33930,50580,2019,"Springfield, MO"
44220,,00-0000,24120,35460,55280,2019,"Springfield, OH"
44300,,00-0000,26320,39720,62530,2019,"State College, PA"
44420,,00-0000,25240,36790,52270,2019,"Staunton-Waynesboro, VA"
44700,,00-0000,27490,38080,59580,2019,"Stockton-Lodi, CA"
44940,,00-0000,22400,32210,48420,2019,"Sumter, SC"
45060,,00-0000,27900,40520,63230,2019,"Syracuse, NY"
45220,,00-0000,24730,36130,55090,2019,"Tallahassee, FL"
45300,,00-0000,25320,37170,59570,2019,"Tampa-St. Petersburg-Clearwater, FL"
45460,,00-0000,22800,33910,51350,2019,"Terre Haute, IN"
45500,,00-0000,22230,33360,51550,2019,"Texarkana, TX-AR"
45540,,00-0000,23000,31580,48750,2019,"The Villages, FL"
45780,,00-0000,25080,37330,57300,2019,"Toledo, OH"
45820,,00-0000,25670,37620,55370,2019,"Topeka, KS"
45940,,00-0000,31970,52970,82690,2019,"Trenton, NJ"
46060,,00-0000,25730,36900,58130,2019,"Tucson, AZ"
46140,,00-0000,25080,36830,57600,2019,"Tulsa, OK"
46220,,00-0000,22820,35030,53800,2019,"Tuscaloosa, AL"
46300,,00-0000,23660,32230,47190,2019,"Twin Falls, ID"
46340,,00-0000,22870,32980,50640,2019,"Tyler, TX"
46520,,00-0000,30870,45900,70380,2019,"Urban Honolulu, HI"
46540,,00-0000,26300,36750,56820,2019,"Utica-Rome, NY"
46660,,00-0000,20720,30230,46900,2019,"Valdosta, GA"
46700,,00-0000,28850,44140,72430,2019,"Vallejo-Fairfield, CA"
47020,,00-0000,23480,35020,52980,2019,"Victoria, TX"
47220,,00-0000,25050,38750,60670,2019,"Vineland-Bridgeton, NJ"
47260,,00-0000,24810,38960,62490,2019,"Virginia Beach-Norfolk-Newport News, VA-NC"
47300,,00-0000,25420,32470,49470,2019,"Visalia-Porterville, CA"
47380,,00-0000,23600,33790,52000,2019,"Waco, TX"
47460,,00-0000,29990,39970,61120,2019,"Walla Walla, WA"
47580,,00-0000,23560,38070,60760,2019,"Warner Robins, GA"
47900,,00-0000,32340,56320,97080,2019,"Washington-Arlington-Alexandria, DC-VA-MD-WV"
47940,,00-0000,26270,37120,53970,2019,"Waterloo-Cedar Falls, IA"
48060,,00-0000,26470,37080,57060,2019,"Watertown-Fort Drum, NY"
48140,,00-0000,28550,39160,56830,2019,"Wausau, WI"
48260,,00-0000,23180,34170,53920,2019,"Weirton-Steubenville, WV-OH"
48300,,00-0000,28280,36830,56560,2019,"Wenatchee, WA"
48540,,00-0000,23830,35420,55850,2019,"Wheeling, WV-OH"
48620,,00-0000,25080,36980,57140,2019,"Wichita, KS"
48660,,00-0000,21950,32260,49350,2019,"Wichita Falls, TX"
48700,,00-0000,24160,34710,52120,2019,"Williamsport, PA"
48900,,00-0000,23230,34780,53180,2019,"Wilmington, NC"
49020,,00-0000,25480,37270,58010,2019,"Winchester, VA-WV"
49180,,00-0000,24270,36150,56120,2019,"Winston-Salem, NC"
49420,,00-0000,28090,36840,52950,2019,"Yakima, WA"
49620,,00-0000,26510,38420,58680,2019,"York-Hanover, PA"
49660,,00-0000,22760,33660,51280,2019,"Youngstown-Warren-Boardman, OH-PA"
49700,,00-0000,27210,38130,62260,2019,"Yuba City, CA"
49740,,00-0000,24620,30840,45840,2019,"Yuma, AZ"
70750,,00-0000,26100,36370,54140,2019,"Bangor, ME"
70900,,00-0000,30390,43150,64920,2019,"Barnstable Town, MA"
71650,,00-0000,33480,53300,86480,2019,"Boston-Cambridge-Nashua, MA-NH"
71950,,00-0000,31660,53040,87650,2019,"Bridgeport-Stamford-Norwalk, CT"
72400,,00-0000,31050,43400,63660,2019,"Burlington-South Burlington, VT"
72850,,00-0000,29760,44440,68210,2019,"Danbury, CT"
73050,,00-0000,28960,40900,64090,2019,"Dover-Durham, NH-ME"
73450,,00-0000,31800,50630,78970,2019,"Hartford-West Hartford-East Hartford, CT"
74500,,00-0000,29170,39820,61610,2019,"Leominster-Gardner, MA"
74650,,00-0000,26840,36530,52000,2019,"Lewiston-Auburn, ME"
74950,,00-0000,29180,43710,66900,2019,"Manchester, NH"
75550,,00-0000,28400,37850,61610,2019,"New Bedford, MA"
75700,,00-0000,29600,45970,72500,2019,"New Haven, CT"
76450,,00-0000,27520,42590,69810,2019,"Norwich-New London-Westerly, CT-RI"
76600,,00-0000,28730,39690,64670,2019,"Pittsfield, MA"
76750,,00-0000,29400,41160,62220,2019,"Portland-South Portland, ME"
76900,,00-0000,31260,46690,73220,2019,"Portsmouth, NH-ME"
77200,,00-0000,28940,42700,69050,2019,"Providence-Warwick, RI-MA"
78100,,00-0000,29910,42230,64870,2019,"Springfield, MA-CT"
78700,,00-0000,28350,41830,64830,2019,"Waterbury, CT"
79600,,00-0000,30450,44000,68140,2019,"Worcester, MA-CT"
10180,,00-0000,23710,34130,51620,2020,"Abilene, TX"
10380,,00-0000,17600,19490,29400,2020,"Aguadilla-Isabela, PR"
10420,,00-0000,27230,40440,63500,2020,"Akron, OH"
10500,,00-0000,21810,32810,54740,2020,"Albany, GA"
10540,,00-0000,29560,39780,59650,2020,"Albany, OR"
10580,,00-0000,31930,47650,72880,2020,"Albany-Schenectady-Troy, NY"
10740,,00-0000,25610,38490,62720,2020,"Albuquerque, NM"
10780,,00-0000,21640,32970,51090,2020,"Alexandria, LA"
10900,,00-0000,28290,40240,62200,2020,"Allentown-Bethlehem-Easton, PA-NJ"
11020,,00-0000,24860,35810,52670,2020,"Altoona, PA"
11100,,00-0000,24670,35630,53710,2020,"Amarillo, TX"
11180,,00-0000,27790,41360,62990,2020,"Ames, IA"
11260,,00-0000,33520,50180,79030,2020,"Anchorage, AK"
11460,,00-0000,30030,47230,74700,2020,"Ann Arbor, MI"
11500,,00-0000,22910,34560,51080,2020,"Anniston-Oxford-Jacksonville, AL"
11540,,00-0000,28880,40480,60100,2020,"Appleton, WI"
11640,,00-0000,17730,19770,29190,2020,"Arecibo, PR"
11700,,00-0000,26380,36580,53760,2020,"Asheville, NC"
12020,,00-0000,24770,36860,59300,2020,"Athens-Clarke County, GA"
12060,,00-0000,27230,42220,69370,2020,"Atlanta-Sandy Springs-Roswell, GA"
12100,,00-0000,26390,38710,65240,2020,"Atlantic City-Hammonton, NJ"
12220,,00-0000,21820,32780,51600,2020,"Auburn-Opelika, AL"
12260,,00-0000,24410,36870,60090,2020,"Augusta-Richmond County, GA-SC"
12420,,00-0000,29530,44020,71200,2020,"Austin-Round Rock, TX"
12540,,00-0000,29220,38070,65450,2020,"Bakersfield, CA"
12580,,00-0000,30660,48470,78290,2020,"Baltimore-Columbia-Towson, MD"
12940,,00-0000,25360,40020,61730,2020,"Baton Rouge, LA"
12980,,00-0000,28030,40220,62540,2020,"Battle Creek, MI"
13020,,00-0000,25180,35970,57720,2020,"Bay City, MI"
13140,,00-0000,25060,39210,62650,2020,"Beaumont-Port Arthur, TX"
13220,,00-0000,23320,32850,50080,2020,"Beckley, WV"
13380,,00-0000,31960,42570,63870,2020,"Bellingham, WA"
13460,,00-0000,30760,40830,62130,2020,"Bend-Redmond, OR"
13740,,00-0000,27610,39250,60420,2020,"Billings, MT"
13780,,00-0000,28090,39330,62870,2020,"Binghamton, NY"
13820,,00-0000,25980,39530,61510,2020,"Birmingham-Hoover, AL"
13900,,00-0000,31700,44450,63510,2020,"Bismarck, ND"
13980,,00-0000,25630,38050,58060,2020,"Blacksburg-Christiansburg-Radford, VA"
14010,,00-0000,27160,42010,75050,2020,"Bloomington, IL"
14020,,00-0000,26780,39290,60910,2020,"Bloomington, IN"
14100,,00-0000,28070,40320,62630,2020,"Bloomsburg-Berwick, PA"
14260,,00-0000,26920,38080,59080,2020,"Boise City, ID"
14500,,00-0000,34900,54770,89170,2020,"Boulder, CO"
14540,,00-0000,24020,34020,51200,2020,"Bowling Green, KY"
14740,,00-0000,34100,51060,75490,2020,"Bremerton-Silverdale, WA"
15180,,00-0000,20410,25680,43150,2020,"Brownsville-Harlingen, TX"
15260,,00-0000,23110,33700,55850,2020,"Brunswick, GA"
15380,,00-0000,29530,42040,64620,2020,"Buffalo-Cheektowaga-Niagara Falls, NY"
15500,,00-0000,23760,33950,50980,2020,"Burlington, NC"
15680,,00-0000,32420,63750,106480,2020,"California-Lexington Park, MD"
15940,,00-0000,25080,35700,53210,2020,"Canton-Massillon, OH"
15980,,00-0000,26790,36580,55110,2020,"Cape Coral-Fort Myers, FL"
16020,,00-0000,23290,33170,50870,2020,"Cape Girardeau, MO-IL"
16060,,00-0000,24680,36550,57720,2020,"Carbondale-Marion, IL"
16180,,00-0000,30260,44550,66550,2020,"Carson City, NV"
16220,,00-0000,29000,42110,62320,2020,"Casper, WY"
16300,,00-0000,29710,42480,65290,2020,"Cedar Rapids, IA"
16540,,00-0000,27660,39650,57880,2020,"Chambersburg-Waynesboro, PA"
16580,,00-0000,27620,42290,64660,2020,"Champaign-Urbana, IL"
16620,,00-0000,25700,37750,58530,2020,"Charleston, WV"
16700,,00-0000,27010,39580,62020,2020,"Charleston-North Charleston, SC"
16740,,00-0000,27910,41410,65950,2020,"Charlotte-Concord-Gastonia, NC-SC"
16820,,00-0000,29350,44640,69490,2020,"Charlottesville, VA"
16860,,00-0000,25770,37850,56490,2020,"Chattanooga, TN-GA"
16940,,00-0000,29350,41870,62920,2020,"Cheyenne, WY"
16980,,00-0000,29830,45420,75560,2020,"Chicago-Naperville-Elgin, IL-IN-WI"
17020,,00-0000,29660,38040,59940,2020,"Chico, CA"
17140,,00-0000,28680,41660,64770,2020,"Cincinnati, OH-KY-IN"
17300,,00-0000,23980,34460,50880,2020,"Clarksville, TN-KY"
17420,,00-0000,22780,30330,45970,2020,"Cleveland, TN"
17460,,00-0000,28210,42740,66610,2020,"Cleveland-Elyria, OH"
17660,,00-0000,25510,35990,53980,2020,"Coeur d'Alene, ID"
17780,,00-0000,24390,36550,56650,2020,"College Station-Bryan, TX"
17820,,00-0000,29270,41860,66920,2020,"Colorado Springs, CO"
17860,,00-0000,25580,37080,57950,2020,"Columbia, MO"
17900,,00-0000,25570,37070,57470,2020,"Columbia, SC"
17980,,00-0000,23120,33600,53800,2020,"Columbus, GA-AL"
18020,,00-0000,29000,40760,64970,2020,"Columbus, IN"
18140,,00-0000,28890,42370,66520,2020,"Columbus, OH"
18580,,00-0000,24080,35430,58190,2020,"Corpus Christi, TX"
18700,,00-0000,30790,45360,72570,2020,"Corvallis, OR"
18880,,00-0000,26220,37080,60960,2020,"Crestview-Fort Walton Beach-Destin, FL"
19060,,00-0000,25210,36600,59070,2020,"Cumberland, MD-WV"
19100,,00-0000,28060,42710,68080,2020,"Dallas-Fort Worth-Arlington, TX"
19140,,00-0000,25790,34710,47840,2020,"Dalton, GA"
19180,,00-0000,27740,38940,58740,2020,"Danville, IL"
19300,,00-0000,22440,31250,47740,2020,"Daphne-Fairhope-Foley, AL"
19340,,00-0000,27390,39600,61570,2020,"Davenport-Moline-Rock Island, IA-IL"
19380,,00-0000,27420,41430,66830,2020,"Dayton, OH"
19460,,00-0000,23770,35380,55690,2020,"Decatur, AL"
19500,,00-0000,26580,39460,58220,2020,"Decatur, IL"
19660,,00-0000,24540,33120,48750,2020,"Deltona-Daytona Beach-Ormond Beach, FL"
19740,,00-0000,33010,50170,79680,2020,"Denver-Aurora-Lakewood, CO"
19780,,00-0000,30150,44700,67080,2020,"Des Moines-West Des Moines, IA"
19820,,00-0000,29530,44840,72320,2020,"Detroit-Warren-Dearborn, MI"
20020,,00-0000,21960,31550,48720,2020,"Dothan, AL"
20100,,00-0000,26960,38760,59950,2020,"Dover, DE"
20220,,00-0000,28060,39110,56940,2020,"Dubuque, IA"
20260,,00-0000,29000,42180,63390,2020,"Duluth, MN-WI"
20500,,00-0000,31730,49460,79640,2020,"Durham-Chapel Hill, NC"
20700,,00-0000,25090,37200,56590,2020,"East Stroudsburg, PA"
20740,,00-0000,27280,37970,55060,2020,"Eau Claire, WI"
20940,,00-0000,28770,35510,60680,2020,"El Centro, CA"
21060,,00-0000,25500,37460,57100,2020,"Elizabethtown-Fort Knox, KY"
21140,,00-0000,29420,38490,53610,2020,"Elkhart-Goshen, IN"
21300,,00-0000,28120,39040,59410,2020,"Elmira, NY"
21340,,00-0000,20720,30590,51920,2020,"El Paso, TX"
21420,,00-0000,24720,34600,54230,2020,"Enid, OK"
21500,,00-0000,24770,35520,53610,2020,"Erie, PA"
21660,,00-0000,29040,39720,60460,2020,"Eugene, OR"
21780,,00-0000,25850,36930,56200,2020,"Evansville, IN-KY"
21820,,00-0000,33950,50660,75610,2020,"Fairbanks, AK"
22020,,00-0000,30740,42720,62910,2020,"Fargo, ND-MN"
22140,,00-0000,24260,37040,58180,2020,"Farmington, NM"
22180,,00-0000,23890,35800,54960,2020,"Fayetteville, NC"
22220,,00-0000,26030,37530,60240,2020,"Fayetteville-Springdale-Rogers, AR-MO"
22380,,00-0000,28130,37750,58160,2020,"Flagstaff, AZ"
22420,,00-0000,25690,37420,60490,2020,"Flint, MI"
22500,,00-0000,22970,33360,53380,2020,"Florence, SC"
22520,,00-0000,22410,33040,51180,2020,"Florence-Muscle Shoals, AL"
22540,,00-0000,28780,42540,62220,2020,"Fond du Lac, WI"
22660,,00-0000,30580,43780,67550,2020,"Fort Collins, CO"
22900,,00-0000,23700,31930,48820,2020,"Fort Smith, AR-OK"
23060,,00-0000,27210,38580,57340,2020,"Fort Wayne, IN"
23420,,00-0000,29050,37050,61110,2020,"Fresno, CA"
23460,,00-0000,20800,29520,46230,2020,"Gadsden, AL"
23540,,00-0000,26490,38400,59670,2020,"Gainesville, FL"
23580,,00-0000,25980,35350,52990,2020,"Gainesville, GA"
23900,,00-0000,26630,37850,54340,2020,"Gettysburg, PA"
24020,,00-0000,29410,39800,59210,2020,"Glens Falls, NY"
24140,,00-0000,23740,32910,49020,2020,"Goldsboro, NC"
24220,,00-0000,29440,40480,59520,2020,"Grand Forks, ND-MN"
24260,,00-0000,27690,37780,53730,2020,"Grand Island, NE"
24300,,00-0000,28220,38800,57910,2020,"Grand Junction, CO"
24340,,00-0000,28590,39430,60290,2020,"Grand Rapids-Wyoming, MI"
24420,,00-0000,26860,35320,50210,2020,"Grants Pass, OR"
24500,,00-0000,24500,34920,54220,2020,"Great Falls, MT"
24540,,00-0000,31540,42930,61840,2020,"Greeley, CO"
24580,,00-0000,29190,40820,60400,2020,"Green Bay, WI"
24660,,00-0000,25800,37780,58090,2020,"Greensboro-High Point, NC"
24780,,00-0000,24280,36780,58270,2020,"Greenville, NC"
24860,,00-0000,25570,36680,55880,2020,"Greenville-Anderson-Mauldin, SC"
25020,,00-0000,17580,19630,30280,2020,"Guayama, PR"
25060,,00-0000,23240,37160,58630,2020,"Gulfport-Biloxi-Pascagoula, MS"
25180,,00-0000,27190,38070,57740,2020,"Hagerstown-Martinsburg, MD-WV"
25220,,00-0000,21130,31490,49610,2020,"Hammond, LA"
25260,,00-0000,29760,39150,66970,2020,"Hanford-Corcoran, CA"
25420,,00-0000,28930,42570,65720,2020,"Harrisburg-Carlisle, PA"
25500,,00-0000,26230,37400,54320,2020,"Harrisonburg, VA"
25620,,00-0000,21840,31370,48240,2020,"Hattiesburg, MS"
25860,,00-0000,25550,35100,50410,2020,"Hickory-Lenoir-Morganton, NC"
25940,,00-0000,24520,33930,51380,2020,"Hilton Head Island-Bluffton-Beaufort, SC"
25980,,00-0000,24160,37530,56190,2020,"Hinesville, GA"
26140,,00-0000,22970,31390,46700,2020,"Homosassa Springs, FL"
26300,,00-0000,22950,29560,44780,2020,"Hot Springs, AR"
26380,,00-0000,23960,38140,57780,2020,"Houma-Thibodaux, LA"
26420,,00-0000,27060,42090,67330,2020,"Houston-The Woodlands-Sugar Land, TX"
26580,,00-0000,23980,35500,55110,2020,"Huntington-Ashland, WV-KY-OH"
26620,,00-0000,26530,43590,76440,2020,"Huntsville, AL"
26820,,00-0000,25000,36710,61380,2020,"Idaho Falls, ID"
26900,,00-0000,28730,40910,63590,2020,"Indianapolis-Carmel-Anderson, IN"
26980,,00-0000,29250,43520,64560,2020,"Iowa City, IA"
27060,,00-0000,33620,49880,76960,2020,"Ithaca, NY"
27100,,00-0000,28040,40470,63090,2020,"Jackson, MI"
27140,,00-0000,23570,35380,54200,2020,"Jackson, MS"
27180,,00-0000,24220,34720,50380,2020,"Jackson, TN"
27260,,00-0000,26540,38280,60180,2020,"Jacksonville, FL"
27340,,00-0000,22540,31830,49930,2020,"Jacksonville, NC"
27500,,00-0000,27610,39650,60340,2020,"Janesville-Beloit, WI"
27620,,00-0000,26670,37920,56390,2020,"Jefferson City, MO"
27740,,00-0000,23820,34220,50940,2020,"Johnson City, TN"
27780,,00-0000,24420,35410,53200,2020,"Johnstown, PA"
27860,,00-0000,23470,32180,47950,2020,"Jonesboro, AR"
27900,,00-0000,24200,33660,47870,2020,"Joplin, MO"
27980,,00-0000,32190,44130,62330,2020,"Kahului-Wailuku-Lahaina, HI"
28020,,00-0000,27610,39730,62460,2020,"Kalamazoo-Portage, MI"
28100,,00-0000,26910,37540,59530,2020,"Kankakee, IL"
28140,,00-0000,29010,43200,66700,2020,"Kansas City, MO-KS"
28420,,00-0000,31410,44330,72700,2020,"Kennewick-Richland, WA"
28660,,00-0000,24690,37290,57460,2020,"Killeen-Temple, TX"
28700,,00-0000,24130,35650,55390,2020,"Kingsport-Bristol-Bristol, TN-VA"
