AREA,AREA_NAME,OCC_CODE,A_PCT25,A_MEDIAN,A_PCT75,YEAR,AREA_TITLE
31100,"Los Angeles-Long Beach-Santa Ana, CA",00-0000,19910,31680,52230,2005,
41860,"San Francisco-Oakland-Fremont, CA",00-0000,24940,40400,64190,2005,
47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",00-0000,24130,39300,65520,2005,
33100,"Miami-Fort Lauderdale-Miami Beach, FL",00-0000,18850,27550,43750,2005,
16980,"Chicago-Naperville-Joilet, IL-IN-WI",00-0000,20540,32140,52080,2005,
71650,"Boston-Cambridge-Quincy, MA-NH",00-0000,25150,38410,59780,2005,
19820,"Detroit-Warren-Livonia, MI",00-0000,22540,35730,55980,2005,
35620,"New York-Northern New Jersey-Long Island, NY-NJ-PA",00-0000,22980,36510,58740,2005,
37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",00-0000,21510,33230,51680,2005,
19100,"Dallas-Fort Worth-Arlington, TX",00-0000,19600,29570,47330,2005,
42660,"Seattle-Tacoma-Bellevue, WA",00-0000,24400,36600,56190,2005,
31100,"Los Angeles-Long Beach-Santa Ana, CA",00-0000,20610,32950,54300,2006,
41860,"San Francisco-Oakland-Fremont, CA",00-0000,25840,41930,66650,2006,
47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",00-0000,25330,41210,69190,2006,
33100,"Miami-Fort Lauderdale-Miami Beach, FL",00-0000,19740,28720,45680,2006,
16980,"Chicago-Naperville-Joilet, IL-IN-WI",00-0000,21080,33220,54480,2006,
71650,"Boston-Cambridge-Quincy, MA-NH",00-0000,25750,39470,62270,2006,
19820,"Detroit-Warren-Livonia, MI",00-0000,23120,36550,58160,2006,
35620,"New York-Northern New Jersey-Long Island, NY-NJ-PA",00-0000,23740,37780,61290,2006,
37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",00-0000,22400,34470,53650,2006,
19100,"Dallas-Fort Worth-Arlington, TX",00-0000,19970,30250,48350,2006,
42660,"Seattle-Tacoma-Bellevue, WA",00-0000,25410,37920,58510,2006,
31100,"Los Angeles-Long Beach-Santa Ana, CA",00-0000,21580,34380,56770,2007,
41860,"San Francisco-Oakland-Fremont, CA",00-0000,26690,43210,69080,2007,
47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",00-0000,26290,42670,71700,2007,
33100,"Miami-Fort Lauderdale-Miami Beach, FL",00-0000,20450,29850,47250,2007,
16980,"Chicago-Naperville-Joliet, IL-IN-WI",00-0000,21710,34570,57500,2007,
71650,"Boston-Cambridge-Quincy, MA-NH",00-0000,26400,40440,64570,2007,
19820,"Detroit-Warren-Livonia, MI",00-0000,23430,37300,59550,2007,
35620,"New York-Northern New Jersey-Long Island, NY-NJ-PA",00-0000,24590,39120,63240,2007,
37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",00-0000,22990,35270,55040,2007,
19100,"Dallas-Fort Worth-Arlington, TX",00-0000,20590,31340,50380,2007,
42660,"Seattle-Tacoma-Bellevue, WA",00-0000,26600,39210,61030,2007,
31100,"Los Angeles-Long Beach-Santa Ana, CA",00-0000,22390,35610,59630,2008,
41860,"San Francisco-Oakland-Fremont, CA",00-0000,27670,44930,72270,2008,
47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",00-0000,27260,44620,75540,2008,
33100,"Miami-Fort Lauderdale-Miami Beach, FL",00-0000,21000,30760,48780,2008,
16980,"Chicago-Naperville-Joliet, IL-IN-WI",00-0000,22390,35590,60170,2008,
71650,"Boston-Cambridge-Quincy, MA-NH",00-0000,27110,41740,67000,2008,
19820,"Detroit-Warren-Livonia, MI",00-0000,23490,37100,60280,2008,
35620,"New York-Northern New Jersey-Long Island, NY-NJ-PA",00-0000,25340,40280,65590,2008,
37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",00-0000,23920,36440,57260,2008,
19100,"Dallas-Fort Worth-Arlington, TX",00-0000,21160,32340,52060,2008,
42660,"Seattle-Tacoma-Bellevue, WA",00-0000,27210,40390,63590,2008,
31100,"Los Angeles-Long Beach-Santa Ana, CA",00-0000,22900,36370,61050,2009,
41860,"San Francisco-Oakland-Fremont, CA",00-0000,28010,45580,74030,2009,
47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",00-0000,27700,46520,78930,2009,
33100,"Miami-Fort Lauderdale-Pompano Beach, FL",00-0000,21210,31240,49530,2009,
16980,"Chicago-Naperville-Joliet, IL-IN-WI",00-0000,22590,36410,61160,2009,
71650,"Boston-Cambridge-Quincy, MA-NH",00-0000,27840,43210,69690,2009,
19820,"Detroit-Warren-Livonia, MI",00-0000,23430,36680,59440,2009,
35620,"New York-Northern New Jersey-Long Island, NY-NJ-PA",00-0000,25570,41110,67530,2009,
37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",00-0000,24610,37620,58740,2009,
19100,"Dallas-Fort Worth-Arlington, TX",00-0000,21720,33610,54230,2009,
42660,"Seattle-Tacoma-Bellevue, WA",00-0000,27770,41630,65720,2009,
31100,"Los Angeles-Long Beach-Santa Ana, CA",00-0000,23090,36920,62790,2010,
41860,"San Francisco-Oakland-Fremont, CA",00-0000,28640,46370,75620,2010,
47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",00-0000,28310,47770,82170,2010,
33100,"Miami-Fort Lauderdale-Pompano Beach, FL",00-0000,21250,31490,50840,2010,
16980,"Chicago-Naperville-Joliet, IL-IN-WI",00-0000,22660,36590,61260,2010,
71650,"Boston-Cambridge-Quincy, MA-NH",00-0000,28290,44220,71140,2010,
19820,"Detroit-Warren-Livonia, MI",00-0000,23430,36750,59980,2010,
35620,"New York-Northern New Jersey-Long Island, NY-NJ-PA",00-0000,25610,41550,69040,2010,
37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",00-0000,24870,38190,59860,2010,
19100,"Dallas-Fort Worth-Arlington, TX",00-0000,21920,34460,55780,2010,
42660,"Seattle-Tacoma-Bellevue, WA",00-0000,28140,42930,67780,2010,
31100,"Los Angeles-Long Beach-Santa Ana, CA",00-0000,23510,37620,64900,2011,
41860,"San Francisco-Oakland-Fremont, CA",00-0000,29100,47440,77900,2011,
47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",00-0000,28650,48940,84610,2011,
33100,"Miami-Fort Lauderdale-Pompano Beach, FL",00-0000,21300,31660,51400,2011,
16980,"Chicago-Joliet-Naperville, IL-IN-WI",00-0000,22780,36560,60930,2011,
71650,"Boston-Cambridge-Quincy, MA-NH",00-0000,28480,44860,72560,2011,
19820,"Detroit-Warren-Livonia, MI",00-0000,23680,37020,60380,2011,
35620,"New York-Northern New Jersey-Long Island, NY-NJ-PA",00-0000,25780,42350,70750,2011,
37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",00-0000,25220,38810,61080,2011,
19100,"Dallas-Fort Worth-Arlington, TX",00-0000,22150,34930,56800,2011,
42660,"Seattle-Tacoma-Bellevue, WA",00-0000,28960,44240,70220,2011,
31100,"Los Angeles-Long Beach-Santa Ana, CA",00-0000,23550,37940,66150,2012,
41860,"San Francisco-Oakland-Fremont, CA",00-0000,29260,48370,80730,2012,
47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",00-0000,28790,49370,85940,2012,
33100,"Miami-Fort Lauderdale-Pompano Beach, FL",00-0000,21110,31250,51160,2012,
16980,"Chicago-Joliet-Naperville, IL-IN-WI",00-0000,22800,36830,62150,2012,
71650,"Boston-Cambridge-Quincy, MA-NH",00-0000,28640,45510,73230,2012,
19820,"Detroit-Warren-Livonia, MI",00-0000,23540,36940,60250,2012,
35620,"New York-Northern New Jersey-Long Island, NY-NJ-PA",00-0000,25760,42660,71980,2012,
37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",00-0000,25110,38800,61620,2012,
19100,"Dallas-Fort Worth-Arlington, TX",00-0000,22010,34830,56960,2012,
42660,"Seattle-Tacoma-Bellevue, WA",00-0000,28980,44750,72000,2012,
31100,"Los Angeles-Long Beach-Santa Ana, CA",00-0000,23760,38090,66660,2013,
41860,"San Francisco-Oakland-Fremont, CA",00-0000,29340,48730,82670,2013,
47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",00-0000,28820,49830,86700,2013,
33100,"Miami-Fort Lauderdale-Pompano Beach, FL",00-0000,21150,31260,51260,2013,
16980,"Chicago-Joliet-Naperville, IL-IN-WI",00-0000,23000,36660,62250,2013,
71650,"Boston-Cambridge-Quincy, MA-NH",00-0000,28680,45880,74090,2013,
19820,"Detroit-Warren-Livonia, MI",00-0000,23680,37010,60730,2013,
35620,"New York-Northern New Jersey-Long Island, NY-NJ-PA",00-0000,25900,43250,73490,2013,
37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",00-0000,25150,39180,63240,2013,
19100,"Dallas-Fort Worth-Arlington, TX",00-0000,22240,35150,57690,2013,
42660,"Seattle-Tacoma-Bellevue, WA",00-0000,29110,45170,73360,2013,
31100,"Los Angeles-Long Beach-Santa Ana, CA",00-0000,23850,38290,66880,2014,
41860,"San Francisco-Oakland-Fremont, CA",00-0000,29600,49330,84340,2014,
47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",00-0000,28980,50070,87540,2014,
33100,"Miami-Fort Lauderdale-Pompano Beach, FL",00-0000,21550,31830,52430,2014,
16980,"Chicago-Joliet-Naperville, IL-IN-WI",00-0000,23280,37590,63950,2014,
71650,"Boston-Cambridge-Quincy, MA-NH",00-0000,29000,46920,75990,2014,
19820,"Detroit-Warren-Livonia, MI",00-0000,23690,37270,61630,2014,
35620,"New York-Northern New Jersey-Long Island, NY-NJ-PA",00-0000,25950,43660,74530,2014,
37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",00-0000,25110,39480,64010,2014,
19100,"Dallas-Fort Worth-Arlington, TX",00-0000,22670,35610,58610,2014,
42660,"Seattle-Tacoma-Bellevue, WA",00-0000,29070,45040,73710,2014,
31080,"Los Angeles-Long Beach-Anaheim, CA",00-0000,24340,38700,67310,2015,
41860,"San Francisco-Oakland-Hayward, CA",00-0000,30440,50310,86550,2015,
47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",00-0000,29240,50690,88600,2015,
33100,"Miami-Fort Lauderdale-West Palm Beach, FL",00-0000,22010,32820,54030,2015,
16980,"Chicago-Naperville-Elgin, IL-IN-WI",00-0000,23800,38250,64650,2015,
71650,"Boston-Cambridge-Nashua, MA-NH",00-0000,29510,48020,77940,2015,
19820,"Detroit-Warren-Dearborn, MI",00-0000,23990,37830,62610,2015,
35620,"New York-Newark-Jersey City, NY-NJ-PA",00-0000,26120,44100,75120,2015,
37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",00-0000,25270,39720,64990,2015,
19100,"Dallas-Fort Worth-Arlington, TX",00-0000,23220,36450,59930,2015,
42660,"Seattle-Tacoma-Bellevue, WA",00-0000,30040,46330,75300,2015,
31080,"Los Angeles-Long Beach-Anaheim, CA",00-0000,25180,39680,68420,2016,
41860,"San Francisco-Oakland-Hayward, CA",00-0000,31480,51780,88390,2016,
47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",00-0000,30040,52270,91310,2016,
33100,"Miami-Fort Lauderdale-West Palm Beach, FL",00-0000,22710,33900,55190,2016,
16980,"Chicago-Naperville-Elgin, IL-IN-WI",00-0000,24440,39380,66920,2016,
71650,"Boston-Cambridge-Nashua, MA-NH",00-0000,30210,49340,79930,2016,
19820,"Detroit-Warren-Dearborn, MI",00-0000,24360,38630,63930,2016,
35620,"New York-Newark-Jersey City, NY-NJ-PA",00-0000,26760,45220,76990,2016,
37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",00-0000,25780,40360,65970,2016,
19100,"Dallas-Fort Worth-Arlington, TX",00-0000,24030,37430,61430,2016,
42660,"Seattle-Tacoma-Bellevue, WA",00-0000,31090,47650,77310,2016,
31080,"Los Angeles-Long Beach-Anaheim, CA",00-0000,25640,39800,68440,2017,
41860,"San Francisco-Oakland-Hayward, CA",00-0000,31660,51750,88740,2017,
47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",00-0000,30480,53310,92990,2017,
33100,"Miami-Fort Lauderdale-West Palm Beach, FL",00-0000,23270,34670,56110,2017,
16980,"Chicago-Naperville-Elgin, IL-IN-WI",00-0000,25080,39990,67690,2017,
71650,"Boston-Cambridge-Nashua, MA-NH",00-0000,30990,50250,80990,2017,
19820,"Detroit-Warren-Dearborn, MI",00-0000,24930,39240,65070,2017,
35620,"New York-Newark-Jersey City, NY-NJ-PA",00-0000,27310,45900,78090,2017,
37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",00-0000,26660,41540,67970,2017,
19100,"Dallas-Fort Worth-Arlington, TX",00-0000,24540,38020,62660,2017,
42660,"Seattle-Tacoma-Bellevue, WA",00-0000,32400,48890,78670,2017,
11260,"Anchorage, AK",00-0000,31070,47170,74510,2018,
21820,"Fairbanks, AK",00-0000,33120,49750,74200,2018,
11500,"Anniston-Oxford-Jacksonville, AL",00-0000,20890,32130,48610,2018,
12220,"Auburn-Opelika, AL",00-0000,20120,30310,47850,2018,
13820,"Birmingham-Hoover, AL",00-0000,24060,37050,58080,2018,
19300,"Daphne-Fairhope-Foley, AL",00-0000,21300,28960,43910,2018,
19460,"Decatur, AL",00-0000,21360,31410,50650,2018,
20020,"Dothan, AL",00-0000,20440,29810,46130,2018,
22520,"Florence-Muscle Shoals, AL",00-0000,21290,30900,46190,2018,
23460,"Gadsden, AL",00-0000,19960,28310,44520,2018,
26620,"Huntsville, AL",00-0000,24080,39820,69650,2018,
33660,"Mobile, AL",00-0000,23110,35310,54370,2018,
33860,"Montgomery, AL",00-0000,22320,33670,51960,2018,
46220,"Tuscaloosa, AL",00-0000,22200,33740,52280,2018,
22220,"Fayetteville-Springdale-Rogers, AR-MO",00-0000,23680,34300,54760,2018,
22900,"Fort Smith, AR-OK",00-0000,21670,29730,45420,2018,
26300,"Hot Springs, AR",00-0000,20280,27260,40950,2018,
27860,"Jonesboro, AR",00-0000,21350,30060,44830,2018,
30780,"Little Rock-North Little Rock-Conway, AR",00-0000,23700,35140,54740,2018,
38220,"Pine Bluff, AR",00-0000,22280,31830,48220,2018,
22380,"Flagstaff, AZ",00-0000,24210,33650,53270,2018,
29420,"Lake Havasu City-Kingman, AZ",00-0000,23990,31090,45700,2018,
38060,"Phoenix-Mesa-Scottsdale, AZ",00-0000,26010,37980,60110,2018,
39140,"Prescott, AZ",00-0000,24730,33700,49410,2018,
43420,"Sierra Vista-Douglas, AZ",00-0000,24340,36180,63710,2018,
46060,"Tucson, AZ",00-0000,24680,35430,56370,2018,
49740,"Yuma, AZ",00-0000,23310,29540,45570,2018,
12540,"Bakersfield, CA",00-0000,24640,35450,61090,2018,
17020,"Chico, CA",00-0000,25030,34730,54200,2018,
20940,"El Centro, CA",00-0000,24180,32250,57010,2018,
23420,"Fresno, CA",00-0000,24750,34390,56970,2018,
25260,"Hanford-Corcoran, CA",00-0000,24780,36200,61900,2018,
31080,"Los Angeles-Long Beach-Anaheim, CA",00-0000,27210,40970,70830,2018,
31460,"Madera, CA",00-0000,24500,32990,59000,2018,
32900,"Merced, CA",00-0000,24620,35150,56620,2018,
33700,"Modesto, CA",00-0000,25010,36210,55570,2018,
34900,"Napa, CA",00-0000,29420,41780,66140,2018,
37100,"Oxnard-Thousand Oaks-Ventura, CA",00-0000,26640,39260,65240,2018,
39820,"Redding, CA",00-0000,25340,36700,59190,2018,
40140,"Riverside-San Bernardino-Ontario, CA",00-0000,25370,36610,58740,2018,
40900,"Sacramento--Roseville--Arden-Arcade, CA",00-0000,27620,42950,71000,2018,
41500,"Salinas, CA",00-0000,26000,35750,59450,2018,
41740,"San Diego-Carlsbad, CA",00-0000,28100,43390,72370,2018,
41860,"San Francisco-Oakland-Hayward, CA",00-0000,33240,54090,92820,2018,
41940,"San Jose-Sunnyvale-Santa Clara, CA",00-0000,35040,60110,108790,2018,
42020,"San Luis Obispo-Paso Robles-Arroyo Grande, CA",00-0000,26260,37390,61340,2018,
42100,"Santa Cruz-Watsonville, CA",00-0000,27860,40270,65240,2018,
42200,"Santa Maria-Santa Barbara, CA",00-0000,26700,39340,65390,2018,
42220,"Santa Rosa, CA",00-0000,29620,42150,66610,2018,
44700,"Stockton-Lodi, CA",00-0000,25720,37330,58870,2018,
46700,"Vallejo-Fairfield, CA",00-0000,27270,41340,67680,2018,
47300,"Visalia-Porterville, CA",00-0000,24220,31680,48970,2018,
49700,"Yuba City, CA",00-0000,25340,37450,62230,2018,
14500,"Boulder, CO",00-0000,30720,49090,81510,2018,
17820,"Colorado Springs, CO",00-0000,25830,38720,62450,2018,
19740,"Denver-Aurora-Lakewood, CO",00-0000,29290,45420,73300,2018,
22660,"Fort Collins, CO",00-0000,26770,39240,62070,2018,
24300,"Grand Junction, CO",00-0000,25210,36160,55490,2018,
24540,"Greeley, CO",00-0000,27760,39370,57750,2018,
39380,"Pueblo, CO",00-0000,24310,36000,54570,2018,
71950,"Bridgeport-Stamford-Norwalk, CT",00-0000,29890,50450,83490,2018,
72850,"Danbury, CT",00-0000,28770,43390,67810,2018,
73450,"Hartford-West Hartford-East Hartford, CT",00-0000,30330,48820,76470,2018,
75700,"New Haven, CT",00-0000,28690,44640,70770,2018,
76450,"Norwich-New London-Westerly, CT-RI",00-0000,27860,43610,69470,2018,
78700,"Waterbury, CT",00-0000,27000,39920,62830,2018,
47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",00-0000,31240,54680,95020,2018,
20100,"Dover, DE",00-0000,24600,36060,55360,2018,
15980,"Cape Coral-Fort Myers, FL",00-0000,23740,32930,50510,2018,
18880,"Crestview-Fort Walton Beach-Destin, FL",00-0000,23440,33110,53780,2018,
19660,"Deltona-Daytona Beach-Ormond Beach, FL",00-0000,22110,30470,45330,2018,
23540,"Gainesville, FL",00-0000,23370,35080,56140,2018,
26140,"Homosassa Springs, FL",00-0000,21970,30420,45400,2018,
27260,"Jacksonville, FL",00-0000,24400,35790,56580,2018,
29460,"Lakeland-Winter Haven, FL",00-0000,23680,33210,49980,2018,
33100,"Miami-Fort Lauderdale-West Palm Beach, FL",00-0000,24050,35780,57430,2018,
34940,"Naples-Immokalee-Marco Island, FL",00-0000,25240,35160,52870,2018,
35840,"North Port-Sarasota-Bradenton, FL",00-0000,24100,34090,51480,2018,
36100,"Ocala, FL",00-0000,22310,30470,45360,2018,
36740,"Orlando-Kissimmee-Sanford, FL",00-0000,23040,33150,52500,2018,
37340,"Palm Bay-Melbourne-Titusville, FL",00-0000,24160,35820,57770,2018,
37460,"Panama City, FL",00-0000,22490,30850,47330,2018,
37860,"Pensacola-Ferry Pass-Brent, FL",00-0000,22910,33120,50530,2018,
38940,"Port St. Lucie, FL",00-0000,23950,34360,51530,2018,
39460,"Punta Gorda, FL",00-0000,23370,31830,48380,2018,
42680,"Sebastian-Vero Beach, FL",00-0000,23230,31620,47500,2018,
42700,"Sebring, FL",00-0000,21370,27880,40030,2018,
45220,"Tallahassee, FL",00-0000,23780,35510,53950,2018,
45300,"Tampa-St. Petersburg-Clearwater, FL",00-0000,24370,35910,57450,2018,
45540,"The Villages, FL",00-0000,22260,31950,49030,2018,
10500,"Albany, GA",00-0000,20750,30660,49890,2018,
12020,"Athens-Clarke County, GA",00-0000,22610,33950,55060,2018,
12060,"Atlanta-Sandy Springs-Roswell, GA",00-0000,24650,39080,64320,2018,
12260,"Augusta-Richmond County, GA-SC",00-0000,22300,34240,56070,2018,
15260,"Brunswick, GA",00-0000,21170,30880,52890,2018,
17980,"Columbus, GA-AL",00-0000,20900,31460,50650,2018,
19140,"Dalton, GA",00-0000,23140,32410,45190,2018,
23580,"Gainesville, GA",00-0000,23370,32310,50190,2018,
25980,"Hinesville, GA",00-0000,22740,36430,53770,2018,
31420,"Macon, GA",00-0000,21810,32750,50350,2018,
40660,"Rome, GA",00-0000,22120,31740,51090,2018,
42340,"Savannah, GA",00-0000,22470,34290,55240,2018,
46660,"Valdosta, GA",00-0000,19940,28840,45170,2018,
47580,"Warner Robins, GA",00-0000,22490,38380,59390,2018,
27980,"Kahului-Wailuku-Lahaina, HI",00-0000,29890,41350,58230,2018,
46520,"Urban Honolulu, HI",00-0000,29050,43840,67740,2018,
11180,"Ames, IA",00-0000,24830,40530,61740,2018,
16300,"Cedar Rapids, IA",00-0000,26780,39590,61390,2018,
19340,"Davenport-Moline-Rock Island, IA-IL",00-0000,24560,36480,58680,2018,
19780,"Des Moines-West Des Moines, IA",00-0000,27680,40950,62870,2018,
20220,"Dubuque, IA",00-0000,25080,36280,54250,2018,
26980,"Iowa City, IA",00-0000,26530,39870,60580,2018,
43580,"Sioux City, IA-NE-SD",00-0000,25340,35150,49780,2018,
47940,"Waterloo-Cedar Falls, IA",00-0000,24640,35400,50910,2018,
14260,"Boise City, ID",00-0000,24610,35280,55370,2018,
17660,"Coeur d'Alene, ID",00-0000,23660,33460,49980,2018,
26820,"Idaho Falls, ID",00-0000,22600,32650,55110,2018,
30300,"Lewiston, ID-WA",00-0000,25330,36670,53500,2018,
38540,"Pocatello, ID",00-0000,22060,31450,48670,2018,
14010,"Bloomington, IL",00-0000,24940,40620,67300,2018,
16060,"Carbondale-Marion, IL",00-0000,22790,33220,53660,2018,
16580,"Champaign-Urbana, IL",00-0000,25620,39190,60930,2018,
16980,"Chicago-Naperville-Elgin, IL-IN-WI",00-0000,26200,41210,69940,2018,
19180,"Danville, IL",00-0000,24510,35590,52330,2018,
19500,"Decatur, IL",00-0000,23410,35510,55170,2018,
28100,"Kankakee, IL",00-0000,24400,35920,58150,2018,
37900,"Peoria, IL",00-0000,24870,38410,63180,2018,
40420,"Rockford, IL",00-0000,24550,35820,55650,2018,
44100,"Springfield, IL",00-0000,24390,39010,63700,2018,
14020,"Bloomington, IN",00-0000,23330,34410,52010,2018,
18020,"Columbus, IN",00-0000,25470,36150,51960,2018,
21140,"Elkhart-Goshen, IN",00-0000,26990,36050,52590,2018,
21780,"Evansville, IN-KY",00-0000,24080,34710,52370,2018,
23060,"Fort Wayne, IN",00-0000,24480,35950,54290,2018,
26900,"Indianapolis-Carmel-Anderson, IN",00-0000,25600,37750,59620,2018,
29020,"Kokomo, IN",00-0000,23160,37920,59690,2018,
29200,"Lafayette-West Lafayette, IN",00-0000,23800,35930,55980,2018,
33140,"Michigan City-La Porte, IN",00-0000,22880,33190,48900,2018,
34620,"Muncie, IN",00-0000,22260,33170,50970,2018,
43780,"South Bend-Mishawaka, IN-MI",00-0000,24440,35520,54090,2018,
45460,"Terre Haute, IN",00-0000,22310,32930,50720,2018,
29940,"Lawrence, KS",00-0000,22830,32670,51080,2018,
31740,"Manhattan, KS",00-0000,21460,31960,50240,2018,
45820,"Topeka, KS",00-0000,24690,36700,53620,2018,
48620,"Wichita, KS",00-0000,24190,35770,54940,2018,
14540,"Bowling Green, KY",00-0000,22500,32690,48120,2018,
21060,"Elizabethtown-Fort Knox, KY",00-0000,23610,35380,53080,2018,
30460,"Lexington-Fayette, KY",00-0000,23640,35940,55500,2018,
31140,"Louisville/Jefferson County, KY-IN",00-0000,24760,36350,55610,2018,
36980,"Owensboro, KY",00-0000,23160,34740,52000,2018,
10780,"Alexandria, LA",00-0000,20950,31290,48370,2018,
12940,"Baton Rouge, LA",00-0000,23020,36500,56690,2018,
25220,"Hammond, LA",00-0000,19780,28980,47350,2018,
26380,"Houma-Thibodaux, LA",00-0000,22990,35730,53830,2018,
29180,"Lafayette, LA",00-0000,21630,32400,49410,2018,
29340,"Lake Charles, LA",00-0000,23010,37430,58520,2018,
33740,"Monroe, LA",00-0000,20340,30040,46820,2018,
35380,"New Orleans-Metairie, LA",00-0000,22040,34020,55320,2018,
43340,"Shreveport-Bossier City, LA",00-0000,20950,31090,49420,2018,
70900,"Barnstable Town, MA",00-0000,29050,41800,62830,2018,
71650,"Boston-Cambridge-Nashua, MA-NH",00-0000,32030,51510,83490,2018,
74500,"Leominster-Gardner, MA",00-0000,27470,38360,60890,2018,
75550,"New Bedford, MA",00-0000,26890,36920,60100,2018,
76600,"Pittsfield, MA",00-0000,27140,38260,62490,2018,
78100,"Springfield, MA-CT",00-0000,28470,40780,63750,2018,
79600,"Worcester, MA-CT",00-0000,29190,42660,66400,2018,
12580,"Baltimore-Columbia-Towson, MD",00-0000,27780,44520,72390,2018,
15680,"California-Lexington Park, MD",00-0000,30240,61840,103800,2018,
19060,"Cumberland, MD-WV",00-0000,23200,34800,55070,2018,
25180,"Hagerstown-Martinsburg, MD-WV",00-0000,24760,36380,54130,2018,
41540,"Salisbury, MD-DE",00-0000,23440,31970,50520,2018,
70750,"Bangor, ME",00-0000,24710,34890,51460,2018,
74650,"Lewiston-Auburn, ME",00-0000,25430,35210,50560,2018,
76750,"Portland-South Portland, ME",00-0000,27940,39670,60930,2018,
11460,"Ann Arbor, MI",00-0000,26470,41390,66910,2018,
12980,"Battle Creek, MI",00-0000,25710,37630,59110,2018,
13020,"Bay City, MI",00-0000,22450,32230,52360,2018,
19820,"Detroit-Warren-Dearborn, MI",00-0000,26020,40600,67310,2018,
22420,"Flint, MI",00-0000,23120,34830,58730,2018,
24340,"Grand Rapids-Wyoming, MI",00-0000,25860,36050,54800,2018,
27100,"Jackson, MI",00-0000,24960,37890,60440,2018,
28020,"Kalamazoo-Portage, MI",00-0000,24330,35900,56940,2018,
29620,"Lansing-East Lansing, MI",00-0000,25330,38800,61880,2018,
33220,"Midland, MI",00-0000,24260,38010,63490,2018,
33780,"Monroe, MI",00-0000,23410,33830,54390,2018,
34740,"Muskegon, MI",00-0000,23690,33760,50750,2018,
35660,"Niles-Benton Harbor, MI",00-0000,23410,33220,52160,2018,
40980,"Saginaw, MI",00-0000,23360,33860,53040,2018,
20260,"Duluth, MN-WI",00-0000,25760,38020,58010,2018,
31860,"Mankato-North Mankato, MN",00-0000,25760,37520,55330,2018,
33460,"Minneapolis-St. Paul-Bloomington, MN-WI",00-0000,29900,45520,71220,2018,
40340,"Rochester, MN",00-0000,28020,42240,68910,2018,
41060,"St. Cloud, MN",00-0000,27930,39280,56270,2018,
16020,"Cape Girardeau, MO-IL",00-0000,21710,30670,47310,2018,
17860,"Columbia, MO",00-0000,23260,35070,55320,2018,
27620,"Jefferson City, MO",00-0000,24650,34630,50090,2018,
27900,"Joplin, MO",00-0000,22140,31490,45850,2018,
28140,"Kansas City, MO-KS",00-0000,26150,39280,61830,2018,
41140,"St. Joseph, MO-KS",00-0000,24200,34130,49700,2018,
41180,"St. Louis, MO-IL",00-0000,25320,38870,62000,2018,
44180,"Springfield, MO",00-0000,22920,33060,49460,2018,
25060,"Gulfport-Biloxi-Pascagoula, MS",00-0000,21700,34560,54540,2018,
25620,"Hattiesburg, MS",00-0000,20190,28890,45200,2018,
27140,"Jackson, MS",00-0000,22490,33140,51690,2018,
13740,"Billings, MT",00-0000,25510,36980,57120,2018,
24500,"Great Falls, MT",00-0000,22980,31830,48400,2018,
33540,"Missoula, MT",00-0000,23390,33470,51610,2018,
11700,"Asheville, NC",00-0000,24000,33400,49810,2018,
15500,"Burlington, NC",00-0000,21530,30840,46620,2018,
16740,"Charlotte-Concord-Gastonia, NC-SC",00-0000,24910,38050,60490,2018,
20500,"Durham-Chapel Hill, NC",00-0000,29000,45640,73790,2018,
22180,"Fayetteville, NC",00-0000,22160,33620,51400,2018,
24140,"Goldsboro, NC",00-0000,22230,31430,46060,2018,
24660,"Greensboro-High Point, NC",00-0000,23320,34900,53310,2018,
24780,"Greenville, NC",00-0000,22590,34070,53950,2018,
25860,"Hickory-Lenoir-Morganton, NC",00-0000,23520,32480,47320,2018,
27340,"Jacksonville, NC",00-0000,20210,28450,45660,2018,
35100,"New Bern, NC",00-0000,22620,34840,55180,2018,
