cbsa,name,year,households,median_household_income,household_income_p20,household_income_p40,household_income_p60,household_income_p80
29020,"Kokomo, IN Metro Area",2018,35139,55868,24220.0,46558.0,66624.0,102507.0
29020,"Kokomo, IN Metro Area",2019,34151,53440,24003.0,43243.0,64846.0,100190.0
29020,"Kokomo, IN Metro Area",2021,36530,55088,27925.0,44715.0,71588.0,108580.0
29020,"Kokomo, IN Metro Area",2022,35752,55297,25788.0,43607.0,68176.0,102627.0
29020,"Kokomo, IN Metro Area",2023,35551,61267,28016.0,46907.0,74970.0,123648.0
29020,"Kokomo, IN Metro Area",2024,36678,65267,26758.0,50354.0,79115.0,117042.0
29060,"Laconia, NH Micro Area",2023,27150,97692,40202.0,79775.0,112900.0,167441.0
29060,"Laconia, NH Micro Area",2024,26404,91559,38511.0,68879.0,110744.0,171495.0
29100,"La Crosse, WI-MN Metro Area",2005,52410,45155,,,,
29100,"La Crosse, WI-MN Metro Area",2006,51823,45169,19441.0,36465.0,55636.0,82539.0
29100,"La Crosse, WI-MN Metro Area",2007,52709,48223,19556.0,37241.0,56331.0,82558.0
29100,"La Crosse, WI-MN Metro Area",2008,53911,48851,21648.0,40666.0,58480.0,85428.0
29100,"La Crosse, WI-MN Metro Area",2009,52806,50142,19024.0,39358.0,59889.0,86869.0
29100,"La Crosse, WI-MN Metro Area",2010,53627,47696,19737.0,37319.0,59443.0,88572.0
29100,"La Crosse, WI-MN Metro Area",2011,53426,50314,22744.0,39871.0,61814.0,91006.0
29100,"La Crosse, WI-MN Metro Area",2012,54799,47642,21019.0,37908.0,57765.0,93030.0
29100,"La Crosse-Onalaska, WI-MN Metro Area",2013,53723,51024,21141.0,40858.0,63199.0,91241.0
29100,"La Crosse-Onalaska, WI-MN Metro Area",2014,54762,50568,25306.0,40794.0,63354.0,96425.0
29100,"La Crosse-Onalaska, WI-MN Metro Area",2015,54008,50705,25037.0,41686.0,62370.0,99930.0
29100,"La Crosse-Onalaska, WI-MN Metro Area",2016,55390,55717,25171.0,44860.0,67163.0,106016.0
29100,"La Crosse-Onalaska, WI-MN Metro Area",2017,55940,56552,26737.0,47402.0,67503.0,102905.0
29100,"La Crosse-Onalaska, WI-MN Metro Area",2018,56157,60402,27756.0,47786.0,72887.0,111932.0
29100,"La Crosse-Onalaska, WI-MN Metro Area",2019,56515,59608,27350.0,49137.0,70764.0,109305.0
29100,"La Crosse-Onalaska, WI-MN Metro Area",2021,58000,61342,28729.0,49509.0,76733.0,115587.0
29100,"La Crosse-Onalaska, WI-MN Metro Area",2022,59350,70405,31573.0,54471.0,84631.0,124228.0
29100,"La Crosse-Onalaska, WI-MN Metro Area",2023,72276,71312,35012.0,55959.0,85617.0,133630.0
29100,"La Crosse-Onalaska, WI-MN Metro Area",2024,74398,75117,35413.0,59938.0,91367.0,140228.0
29140,"Lafayette, IN Metro Area",2005,71892,40591,,,,
29140,"Lafayette, IN Metro Area",2006,71598,39981,17358.0,30974.0,51085.0,78522.0
29140,"Lafayette, IN Metro Area",2007,73019,41766,16358.0,34050.0,51336.0,82287.0
29140,"Lafayette, IN Metro Area",2008,72547,45406,18189.0,35741.0,55619.0,86232.0
29140,"Lafayette, IN Metro Area",2009,74429,41608,16941.0,32839.0,51509.0,81905.0
29140,"Lafayette, IN Metro Area",2010,76945,40577,18214.0,31147.0,53793.0,88693.0
29140,"Lafayette, IN Metro Area",2011,78249,42872,16410.0,34305.0,53613.0,84878.0
29140,"Lafayette, IN Metro Area",2012,79034,43881,17811.0,35508.0,55297.0,86370.0
29180,"Lafayette, LA Metro Area",2005,95604,39995,,,,
29180,"Lafayette, LA Metro Area",2006,101104,41303,16584.0,30696.0,53274.0,89954.0
29180,"Lafayette, LA Metro Area",2007,101991,43288,18768.0,33925.0,55029.0,91076.0
29180,"Lafayette, LA Metro Area",2008,100710,46292,18017.0,36441.0,57307.0,91471.0
29180,"Lafayette, LA Metro Area",2009,100730,47400,19123.0,37187.0,59529.0,99829.0
29180,"Lafayette, LA Metro Area",2010,103181,46730,17016.0,36133.0,60006.0,89883.0
29180,"Lafayette, LA Metro Area",2011,105130,43332,16363.0,32153.0,58735.0,100474.0
29180,"Lafayette, LA Metro Area",2012,106842,46813,17556.0,35825.0,60354.0,99348.0
29180,"Lafayette, LA Metro Area",2013,178778,48105,17282.0,36317.0,62293.0,100956.0
29180,"Lafayette, LA Metro Area",2014,178319,48668,19616.0,38087.0,61156.0,105065.0
29180,"Lafayette, LA Metro Area",2015,180902,48370,18207.0,35968.0,63621.0,104104.0
29180,"Lafayette, LA Metro Area",2016,177425,45409,18268.0,36812.0,58205.0,100676.0
29180,"Lafayette, LA Metro Area",2017,179072,47848,17640.0,35324.0,60413.0,100547.0
29180,"Lafayette, LA Metro Area",2018,184357,50825,20402.0,37751.0,65669.0,102015.0
29180,"Lafayette, LA Metro Area",2019,184313,53493,19508.0,40284.0,70211.0,108840.0
29180,"Lafayette, LA Metro Area",2021,187662,53931,18184.0,41185.0,68285.0,112210.0
29180,"Lafayette, LA Metro Area",2022,194293,50837,19581.0,39689.0,65890.0,111942.0
29180,"Lafayette, LA Metro Area",2023,166896,57311,21801.0,42187.0,72774.0,121003.0
29180,"Lafayette, LA Metro Area",2024,165589,60527,23160.0,45370.0,78321.0,130182.0
29200,"Lafayette-West Lafayette, IN Metro Area",2013,79375,48372,17405.0,36871.0,57165.0,91347.0
29200,"Lafayette-West Lafayette, IN Metro Area",2014,77266,46109,18937.0,35619.0,56430.0,88840.0
29200,"Lafayette-West Lafayette, IN Metro Area",2015,81069,50088,21158.0,40300.0,60682.0,96304.0
29200,"Lafayette-West Lafayette, IN Metro Area",2016,80560,51410,20605.0,41767.0,63378.0,100199.0
29200,"Lafayette-West Lafayette, IN Metro Area",2017,80855,52224,21668.0,40982.0,66048.0,104906.0
29200,"Lafayette-West Lafayette, IN Metro Area",2018,81884,50799,21739.0,40314.0,62193.0,101156.0
29200,"Lafayette-West Lafayette, IN Metro Area",2019,89655,49908,22535.0,40142.0,62481.0,101331.0
29200,"Lafayette-West Lafayette, IN Metro Area",2021,88853,53559,22937.0,42703.0,67095.0,104435.0
29200,"Lafayette-West Lafayette, IN Metro Area",2022,91610,56176,25210.0,44379.0,71374.0,111783.0
29200,"Lafayette-West Lafayette, IN Metro Area",2023,91594,61349,24903.0,49886.0,78613.0,124292.0
29200,"Lafayette-West Lafayette, IN Metro Area",2024,95996,67515,27242.0,52864.0,81855.0,134754.0
29300,"LaGrange, GA Micro Area",2010,24697,41477,17609.0,32258.0,55663.0,82641.0
29300,"LaGrange, GA Micro Area",2011,24744,40368,13482.0,30670.0,51376.0,75517.0
29300,"LaGrange, GA Micro Area",2012,24539,36739,15103.0,30239.0,50730.0,89190.0
29300,"LaGrange, GA Micro Area",2013,24412,43642,17253.0,32537.0,54321.0,82235.0
29300,"LaGrange, GA Micro Area",2014,23942,40486,17444.0,32114.0,48604.0,73327.0
29300,"LaGrange, GA Micro Area",2015,25092,39067,11926.0,28080.0,48591.0,76109.0
29300,"LaGrange, GA Micro Area",2016,24493,42371,17597.0,33375.0,52482.0,85969.0
29300,"LaGrange, GA Micro Area",2017,24716,38977,15401.0,31096.0,56144.0,86940.0
29300,"LaGrange, GA Micro Area",2018,25417,44260,16767.0,34071.0,58126.0,99647.0
29300,"LaGrange, GA-AL Micro Area",2019,38076,46217,17259.0,34835.0,61436.0,92377.0
29300,"LaGrange, GA-AL Micro Area",2021,39190,49287,21437.0,42121.0,60946.0,102224.0
29300,"LaGrange, GA-AL Micro Area",2022,40883,51493,19108.0,40070.0,70925.0,112579.0
29300,"LaGrange, GA-AL Micro Area",2023,42414,56990,22548.0,41843.0,72219.0,111248.0
29300,"LaGrange, GA-AL Micro Area",2024,41970,56399,26987.0,47757.0,70902.0,108712.0
29340,"Lake Charles, LA Metro Area",2005,74868,35430,,,,
29340,"Lake Charles, LA Metro Area",2006,73337,40103,15652.0,30782.0,51792.0,82071.0
29340,"Lake Charles, LA Metro Area",2007,75750,42211,17468.0,32436.0,54617.0,87840.0
29340,"Lake Charles, LA Metro Area",2008,75081,45656,19432.0,36862.0,55513.0,92088.0
29340,"Lake Charles, LA Metro Area",2009,74256,44287,17938.0,33093.0,57573.0,85550.0
29340,"Lake Charles, LA Metro Area",2010,75197,40194,17092.0,31664.0,52748.0,89481.0
29340,"Lake Charles, LA Metro Area",2011,75308,40787,16844.0,31310.0,53592.0,88421.0
29340,"Lake Charles, LA Metro Area",2012,77201,45102,17545.0,33590.0,55794.0,93641.0
29340,"Lake Charles, LA Metro Area",2013,79392,43479,18410.0,33935.0,54391.0,95199.0
29340,"Lake Charles, LA Metro Area",2014,76395,46336,19031.0,35560.0,58191.0,93368.0
29340,"Lake Charles, LA Metro Area",2015,79853,46229,19507.0,37258.0,61392.0,97164.0
29340,"Lake Charles, LA Metro Area",2016,79226,46005,16626.0,34028.0,56908.0,98416.0
29340,"Lake Charles, LA Metro Area",2017,81266,52314,22040.0,41324.0,64008.0,107285.0
29340,"Lake Charles, LA Metro Area",2018,80385,49072,21980.0,39286.0,65721.0,106897.0
29340,"Lake Charles, LA Metro Area",2019,79505,51547,20387.0,38208.0,67352.0,115908.0
29340,"Lake Charles, LA Metro Area",2021,72746,58736,23286.0,42960.0,75773.0,119267.0
29340,"Lake Charles, LA Metro Area",2022,79885,62184,21890.0,48489.0,76114.0,133105.0
29340,"Lake Charles, LA Metro Area",2023,93049,65122,23897.0,50377.0,80943.0,132050.0
29340,"Lake Charles, LA Metro Area",2024,97635,65144,24839.0,51003.0,81951.0,136754.0
29380,"Lake City, FL Micro Area",2005,23732,32838,,,,
29380,"Lake City, FL Micro Area",2006,24244,40834,16366.0,29148.0,50106.0,81617.0
29380,"Lake City, FL Micro Area",2007,24093,41321,19308.0,32647.0,48654.0,71567.0
29380,"Lake City, FL Micro Area",2008,25467,38788,18109.0,31539.0,46450.0,72989.0
29380,"Lake City, FL Micro Area",2009,23230,37321,13360.0,27926.0,46983.0,68732.0
29380,"Lake City, FL Micro Area",2010,25705,32488,17949.0,26468.0,37433.0,67272.0
29380,"Lake City, FL Micro Area",2011,23883,35008,17263.0,28978.0,42942.0,67985.0
29380,"Lake City, FL Micro Area",2012,22636,36542,19395.0,28848.0,44980.0,71859.0
29380,"Lake City, FL Micro Area",2013,23827,45220,18076.0,37863.0,54336.0,81343.0
29380,"Lake City, FL Micro Area",2014,23825,38520,15878.0,30023.0,50139.0,70062.0
29380,"Lake City, FL Micro Area",2015,24238,47808,21148.0,35743.0,60237.0,93802.0
29380,"Lake City, FL Micro Area",2016,24215,42019,20078.0,36103.0,53829.0,85579.0
29380,"Lake City, FL Micro Area",2017,24335,40811,17746.0,32638.0,48803.0,82519.0
29380,"Lake City, FL Micro Area",2018,25678,48848,20511.0,38470.0,63468.0,91470.0
29380,"Lake City, FL Micro Area",2019,25240,47094,19217.0,37008.0,56801.0,97186.0
29380,"Lake City, FL Micro Area",2021,27545,54077,25400.0,43618.0,68513.0,107593.0
29380,"Lake City, FL Micro Area",2022,27963,53985,21183.0,42061.0,63763.0,106597.0
29380,"Lake City, FL Micro Area",2023,27280,60812,23641.0,46317.0,66824.0,109474.0
29380,"Lake City, FL Micro Area",2024,29171,66139,30413.0,56489.0,78711.0,138393.0
29420,"Lake Havasu City-Kingman, AZ Micro Area",2005,74489,35477,,,,
29420,"Lake Havasu City-Kingman, AZ Micro Area",2006,76249,36097,18119.0,28730.0,43998.0,67721.0
29420,"Lake Havasu City-Kingman, AZ Metro Area",2007,73479,39991,20622.0,33815.0,47127.0,75077.0
29420,"Lake Havasu City-Kingman, AZ Metro Area",2008,73884,38305,18222.0,30983.0,45380.0,70364.0
29420,"Lake Havasu City-Kingman, AZ Metro Area",2009,73864,40946,17935.0,32941.0,50111.0,72772.0
29420,"Lake Havasu City-Kingman, AZ Metro Area",2010,82166,36456,17614.0,30414.0,42982.0,66949.0
29420,"Lake Havasu City-Kingman, AZ Metro Area",2011,78977,35983,16399.0,27937.0,43783.0,67129.0
29420,"Lake Havasu City-Kingman, AZ Metro Area",2012,79239,34445,16746.0,27780.0,42013.0,66839.0
29420,"Lake Havasu City-Kingman, AZ Metro Area",2013,81257,39058,18412.0,31409.0,48409.0,71528.0
29420,"Lake Havasu City-Kingman, AZ Metro Area",2014,81292,37674,17450.0,30511.0,45436.0,70130.0
29420,"Lake Havasu City-Kingman, AZ Metro Area",2015,83801,40908,20605.0,33113.0,51020.0,77327.0
29420,"Lake Havasu City-Kingman, AZ Metro Area",2016,84876,42423,18634.0,34078.0,51928.0,79829.0
29420,"Lake Havasu City-Kingman, AZ Metro Area",2017,87565,42311,19457.0,34350.0,52588.0,82425.0
29420,"Lake Havasu City-Kingman, AZ Metro Area",2018,90270,46060,19979.0,35935.0,54379.0,81941.0
29420,"Lake Havasu City-Kingman, AZ Metro Area",2019,91095,50179,23602.0,41246.0,60106.0,89932.0
29420,"Lake Havasu City-Kingman, AZ Metro Area",2021,102398,46616,19401.0,35900.0,59491.0,94984.0
29420,"Lake Havasu City-Kingman, AZ Metro Area",2022,99512,54786,24772.0,44072.0,66167.0,108194.0
29420,"Lake Havasu City-Kingman, AZ Metro Area",2023,98791,55954,21535.0,43228.0,68376.0,103203.0
29420,"Lake Havasu City-Kingman, AZ Metro Area",2024,112957,60952,24895.0,47602.0,76829.0,111892.0
29460,"Lakeland, FL Metro Area",2005,214835,39124,,,,
29460,"Lakeland, FL Metro Area",2006,224818,41150,18838.0,32959.0,50793.0,76956.0
29460,"Lakeland, FL Metro Area",2007,225873,44348,20723.0,35553.0,53377.0,80234.0
29460,"Lakeland-Winter Haven, FL Metro Area",2008,223931,44360,20309.0,36141.0,54327.0,83973.0
29460,"Lakeland-Winter Haven, FL Metro Area",2009,222239,41911,18482.0,33878.0,51814.0,77887.0
29460,"Lakeland-Winter Haven, FL Metro Area",2010,221073,41174,19138.0,32814.0,49904.0,76684.0
29460,"Lakeland-Winter Haven, FL Metro Area",2011,217648,40272,18328.0,32281.0,50811.0,79360.0
29460,"Lakeland-Winter Haven, FL Metro Area",2012,223507,41325,19254.0,33174.0,50529.0,77648.0
29460,"Lakeland-Winter Haven, FL Metro Area",2013,214500,42435,19479.0,34481.0,52264.0,81386.0
29460,"Lakeland-Winter Haven, FL Metro Area",2014,218286,42780,19278.0,35008.0,52762.0,81893.0
29460,"Lakeland-Winter Haven, FL Metro Area",2015,227122,44061,21124.0,36190.0,52808.0,82372.0
29460,"Lakeland-Winter Haven, FL Metro Area",2016,226429,46355,20959.0,37559.0,57656.0,87864.0
29460,"Lakeland-Winter Haven, FL Metro Area",2017,233058,48475,21494.0,39557.0,58628.0,92364.0
29460,"Lakeland-Winter Haven, FL Metro Area",2018,241171,51670,22916.0,41934.0,62131.0,95465.0
29460,"Lakeland-Winter Haven, FL Metro Area",2019,238629,51833,23247.0,41202.0,63098.0,96481.0
29460,"Lakeland-Winter Haven, FL Metro Area",2021,276469,56379,24847.0,44836.0,68958.0,104763.0
29460,"Lakeland-Winter Haven, FL Metro Area",2022,291994,62051,27546.0,50479.0,76131.0,113504.0
29460,"Lakeland-Winter Haven, FL Metro Area",2023,306915,66909,32156.0,55217.0,81298.0,121917.0
29460,"Lakeland-Winter Haven, FL Metro Area",2024,314272,66779,32006.0,55585.0,83215.0,125215.0
29540,"Lancaster, PA Metro Area",2005,184296,49282,,,,
29540,"Lancaster, PA Metro Area",2006,184581,52064,24487.0,43736.0,61806.0,90637.0
29540,"Lancaster, PA Metro Area",2007,186136,52764,25756.0,43561.0,63011.0,91216.0
29540,"Lancaster, PA Metro Area",2008,186441,55850,27211.0,45295.0,66041.0,96395.0
29540,"Lancaster, PA Metro Area",2009,188574,55673,25902.0,46140.0,65920.0,96729.0
29540,"Lancaster, PA Metro Area",2010,194028,51740,23233.0,41901.0,62404.0,94162.0
29540,"Lancaster, PA Metro Area",2011,193231,53387,23521.0,43423.0,64283.0,94271.0
29540,"Lancaster, PA Metro Area",2012,194198,54776,26121.0,44638.0,66983.0,97931.0
29540,"Lancaster, PA Metro Area",2013,194493,56922,26858.0,46479.0,68181.0,101710.0
29540,"Lancaster, PA Metro Area",2014,194764,57403,27274.0,47141.0,70598.0,105816.0
29540,"Lancaster, PA Metro Area",2015,197706,59262,27017.0,47931.0,71985.0,103742.0
29540,"Lancaster, PA Metro Area",2016,196807,61335,29183.0,50536.0,72953.0,110590.0
29540,"Lancaster, PA Metro Area",2017,201150,63407,30276.0,52322.0,76856.0,113717.0
29540,"Lancaster, PA Metro Area",2018,202490,66277,30321.0,52852.0,79523.0,118267.0
29540,"Lancaster, PA Metro Area",2019,204701,67376,31328.0,55583.0,81833.0,120958.0
29540,"Lancaster, PA Metro Area",2021,210063,75688,35321.0,62449.0,89527.0,134482.0
29540,"Lancaster, PA Metro Area",2022,212016,82691,40130.0,66376.0,101048.0,150760.0
29540,"Lancaster, PA Metro Area",2023,211669,80067,38350.0,65441.0,97583.0,145491.0
29540,"Lancaster, PA Metro Area",2024,217820,85802,42044.0,71034.0,102878.0,156779.0
29580,"Lancaster, SC Micro Area",2007,26880,35743,14899.0,28673.0,44833.0,69985.0
29580,"Lancaster, SC Micro Area",2008,26279,38327,13305.0,30002.0,49289.0,71268.0
29580,"Lancaster, SC Micro Area",2009,25845,40440,14084.0,32931.0,48823.0,76277.0
29580,"Lancaster, SC Micro Area",2010,29862,35634,14871.0,29565.0,45426.0,69484.0
29580,"Lancaster, SC Micro Area",2011,29930,40232,16159.0,33003.0,51188.0,78618.0
29580,"Lancaster, SC Micro Area",2012,28792,44959,17044.0,36393.0,54948.0,86937.0
29620,"Lansing-East Lansing, MI Metro Area",2005,176181,45874,,,,
29620,"Lansing-East Lansing, MI Metro Area",2006,178261,48679,20264.0,39106.0,58542.0,88459.0
29620,"Lansing-East Lansing, MI Metro Area",2007,178057,47981,19542.0,37748.0,60186.0,93044.0
29620,"Lansing-East Lansing, MI Metro Area",2008,177726,49607,21202.0,39663.0,61270.0,92108.0
29620,"Lansing-East Lansing, MI Metro Area",2009,177415,47705,20060.0,37945.0,59359.0,90655.0
29620,"Lansing-East Lansing, MI Metro Area",2010,178797,47731,19477.0,38101.0,59002.0,89221.0
29620,"Lansing-East Lansing, MI Metro Area",2011,179538,46571,18773.0,36431.0,58235.0,92041.0
29620,"Lansing-East Lansing, MI Metro Area",2012,181262,48637,19034.0,37717.0,59853.0,92365.0
29620,"Lansing-East Lansing, MI Metro Area",2013,183135,49383,20345.0,39054.0,61339.0,94413.0
29620,"Lansing-East Lansing, MI Metro Area",2014,183357,49697,21844.0,39968.0,61772.0,97698.0
29620,"Lansing-East Lansing, MI Metro Area",2015,183888,51839,21854.0,40927.0,64669.0,100511.0
29620,"Lansing-East Lansing, MI Metro Area",2016,185389,53296,22288.0,42626.0,65284.0,102975.0
29620,"Lansing-East Lansing, MI Metro Area",2017,186203,56440,24853.0,44212.0,70530.0,109294.0
29620,"Lansing-East Lansing, MI Metro Area",2018,186832,59494,24424.0,46920.0,72143.0,108835.0
29620,"Lansing-East Lansing, MI Metro Area",2019,215854,59117,26431.0,47303.0,73205.0,113939.0
29620,"Lansing-East Lansing, MI Metro Area",2021,220067,61980,26597.0,49256.0,76583.0,118792.0
29620,"Lansing-East Lansing, MI Metro Area",2022,223066,64478,28804.0,51903.0,80827.0,122711.0
29620,"Lansing-East Lansing, MI Metro Area",2023,194031,70007,29012.0,56381.0,84489.0,136517.0
29620,"Lansing-East Lansing, MI Metro Area",2024,197873,72010,30356.0,56960.0,88985.0,131588.0
29700,"Laredo, TX Metro Area",2005,59747,31763,,,,
29700,"Laredo, TX Metro Area",2006,60385,33026,12057.0,24989.0,42810.0,69175.0
29700,"Laredo, TX Metro Area",2007,62424,33905,14810.0,26282.0,44167.0,71804.0
29700,"Laredo, TX Metro Area",2008,65111,36740,15185.0,30029.0,45953.0,81639.0
29700,"Laredo, TX Metro Area",2009,65178,38291,15157.0,30148.0,47105.0,75039.0
29700,"Laredo, TX Metro Area",2010,66716,35770,15231.0,28204.0,44117.0,76311.0
29700,"Laredo, TX Metro Area",2011,67463,36132,14625.0,27202.0,44409.0,73872.0
29700,"Laredo, TX Metro Area",2012,68980,36624,13464.0,27345.0,48011.0,77901.0
29700,"Laredo, TX Metro Area",2013,68696,39991,13919.0,30372.0,49369.0,84561.0
29700,"Laredo, TX Metro Area",2014,70418,38312,13695.0,28601.0,49701.0,81462.0
29700,"Laredo, TX Metro Area",2015,72259,39774,14785.0,30944.0,51920.0,84216.0
29700,"Laredo, TX Metro Area",2016,73483,35659,13363.0,27471.0,47897.0,85932.0
29700,"Laredo, TX Metro Area",2017,74045,43408,16295.0,32999.0,53269.0,88597.0
29700,"Laredo, TX Metro Area",2018,75300,46862,17211.0,35180.0,57210.0,95056.0
29700,"Laredo, TX Metro Area",2019,76326,56084,21212.0,42292.0,71771.0,106183.0
29700,"Laredo, TX Metro Area",2021,78730,51867,19398.0,39115.0,66380.0,112919.0
29700,"Laredo, TX Metro Area",2022,82519,59603,23058.0,43996.0,75697.0,115385.0
29700,"Laredo, TX Metro Area",2023,83045,60204,22669.0,47367.0,74511.0,106053.0
29700,"Laredo, TX Metro Area",2024,84177,60580,23964.0,46774.0,79470.0,122896.0
29740,"Las Cruces, NM Metro Area",2005,67046,29630,,,,
29740,"Las Cruces, NM Metro Area",2006,67125,33952,12928.0,24973.0,42583.0,65243.0
29740,"Las Cruces, NM Metro Area",2007,69836,35334,15269.0,26364.0,44131.0,75247.0
29740,"Las Cruces, NM Metro Area",2008,69848,36035,14852.0,28215.0,46111.0,82242.0
29740,"Las Cruces, NM Metro Area",2009,71243,35717,15471.0,26906.0,45975.0,73959.0
29740,"Las Cruces, NM Metro Area",2010,73614,35230,15095.0,27234.0,46294.0,77249.0
29740,"Las Cruces, NM Metro Area",2011,75078,36101,14419.0,27365.0,47296.0,83209.0
29740,"Las Cruces, NM Metro Area",2012,73717,37566,16046.0,28646.0,48144.0,79270.0
29740,"Las Cruces, NM Metro Area",2013,74898,36343,15470.0,27952.0,45113.0,78752.0
29740,"Las Cruces, NM Metro Area",2014,75530,39502,16515.0,30938.0,48431.0,80439.0
29740,"Las Cruces, NM Metro Area",2015,74631,39902,15910.0,30937.0,49019.0,84437.0
29740,"Las Cruces, NM Metro Area",2016,75759,37496,15727.0,29908.0,49891.0,82876.0
29740,"Las Cruces, NM Metro Area",2017,75441,37144,13964.0,29592.0,49052.0,80880.0
29740,"Las Cruces, NM Metro Area",2018,80409,35262,15692.0,26210.0,48532.0,90051.0
29740,"Las Cruces, NM Metro Area",2019,79094,43038,16175.0,31852.0,55266.0,87742.0
29740,"Las Cruces, NM Metro Area",2021,85021,45178,18394.0,35794.0,57491.0,104908.0
29740,"Las Cruces, NM Metro Area",2022,85746,51967,20289.0,38882.0,66154.0,105041.0
29740,"Las Cruces, NM Metro Area",2023,87688,56451,19562.0,45939.0,67350.0,109694.0
29740,"Las Cruces, NM Metro Area",2024,86249,61154,22114.0,48007.0,77409.0,126934.0
29820,"Las Vegas-Paradise, NV Metro Area",2005,637740,49571,,,,
29820,"Las Vegas-Paradise, NV Metro Area",2006,665509,53536,25419.0,43588.0,64563.0,95041.0
29820,"Las Vegas-Paradise, NV Metro Area",2007,683034,55996,26695.0,46112.0,66850.0,101688.0
29820,"Las Vegas-Paradise, NV Metro Area",2008,684605,56696,26838.0,46431.0,68186.0,102018.0
29820,"Las Vegas-Paradise, NV Metro Area",2009,694144,53505,24986.0,43476.0,64774.0,98854.0
29820,"Las Vegas-Paradise, NV Metro Area",2010,698955,51437,22745.0,41134.0,63028.0,95423.0
29820,"Las Vegas-Paradise, NV Metro Area",2011,696834,48215,21544.0,39114.0,60095.0,93802.0
29820,"Las Vegas-Paradise, NV Metro Area",2012,715837,49546,22655.0,40149.0,60680.0,93011.0
29820,"Las Vegas-Henderson-Paradise, NV Metro Area",2013,713577,51057,23022.0,40939.0,61729.0,95907.0
29820,"Las Vegas-Henderson-Paradise, NV Metro Area",2014,731322,51214,23051.0,40974.0,62456.0,96183.0
29820,"Las Vegas-Henderson-Paradise, NV Metro Area",2015,740966,51552,22962.0,41206.0,64358.0,99285.0
29820,"Las Vegas-Henderson-Paradise, NV Metro Area",2016,755258,54384,24088.0,42765.0,67154.0,102851.0
29820,"Las Vegas-Henderson-Paradise, NV Metro Area",2017,781796,57189,25685.0,45854.0,70472.0,108751.0
29820,"Las Vegas-Henderson-Paradise, NV Metro Area",2018,808605,57076,25153.0,45398.0,71835.0,112753.0
29820,"Las Vegas-Henderson-Paradise, NV Metro Area",2019,813607,62107,27191.0,50288.0,77267.0,118450.0
29820,"Las Vegas-Henderson-Paradise, NV Metro Area",2021,854289,63677,26494.0,50199.0,78898.0,127303.0
29820,"Las Vegas-Henderson-Paradise, NV Metro Area",2022,857362,70797,30869.0,56705.0,86708.0,135241.0
29820,"Las Vegas-Henderson-North Las Vegas, NV Metro Area",2023,880604,75065,32118.0,60515.0,92332.0,143922.0
29820,"Las Vegas-Henderson-North Las Vegas, NV Metro Area",2024,890338,80028,34881.0,63537.0,98634.0,152387.0
29860,"Laurel, MS Micro Area",2005,32037,30823,,,,
29860,"Laurel, MS Micro Area",2006,32797,29601,13855.0,24089.0,36136.0,60490.0
29860,"Laurel, MS Micro Area",2007,32268,32869,12543.0,25448.0,41153.0,64731.0
29860,"Laurel, MS Micro Area",2008,32551,35440,16142.0,29029.0,43460.0,63562.0
29860,"Laurel, MS Micro Area",2009,32827,31152,14504.0,24530.0,42886.0,69758.0
29860,"Laurel, MS Micro Area",2010,31467,35438,14657.0,28476.0,41673.0,67340.0
29860,"Laurel, MS Micro Area",2011,31987,36277,16027.0,27928.0,44393.0,72838.0
29860,"Laurel, MS Micro Area",2012,31722,34064,13865.0,26234.0,42346.0,71996.0
29860,"Laurel, MS Micro Area",2013,30768,34844,14129.0,28020.0,42748.0,66843.0
29860,"Laurel, MS Micro Area",2014,31075,37578,15130.0,28549.0,46971.0,80239.0
29860,"Laurel, MS Micro Area",2015,31527,32339,13632.0,25463.0,41546.0,74030.0
29860,"Laurel, MS Micro Area",2016,31111,40954,15638.0,30806.0,55578.0,85087.0
29860,"Laurel, MS Micro Area",2017,30755,38542,15182.0,31041.0,45649.0,82080.0
29860,"Laurel, MS Micro Area",2018,31092,44439,19608.0,34439.0,60649.0,87773.0
29860,"Laurel, MS Micro Area",2019,30018,39213,16193.0,31069.0,51974.0,77719.0
29860,"Laurel, MS Micro Area",2021,29084,41012,19267.0,30962.0,52941.0,86146.0
29860,"Laurel, MS Micro Area",2022,31727,57705,18834.0,42347.0,67683.0,105408.0
29860,"Laurel, MS Micro Area",2023,32059,47790,21425.0,36127.0,60311.0,103430.0
29860,"Laurel, MS Micro Area",2024,33618,50985,22808.0,40658.0,68732.0,110417.0
29940,"Lawrence, KS Metro Area",2005,41794,39191,,,,
29940,"Lawrence, KS Metro Area",2006,42662,46857,17854.0,35399.0,56112.0,83378.0
29940,"Lawrence, KS Metro Area",2007,43967,42772,18260.0,33206.0,58900.0,94453.0
29940,"Lawrence, KS Metro Area",2008,43730,46394,17520.0,36816.0,58255.0,92731.0
29940,"Lawrence, KS Metro Area",2009,44042,43367,15054.0,35384.0,54619.0,92204.0
29940,"Lawrence, KS Metro Area",2010,43385,47263,19460.0,36274.0,59260.0,93155.0
29940,"Lawrence, KS Metro Area",2011,43371,47757,19364.0,38840.0,58590.0,95500.0
29940,"Lawrence, KS Metro Area",2012,43992,50184,17712.0,37429.0,59143.0,98496.0
29940,"Lawrence, KS Metro Area",2013,42470,52150,21949.0,40519.0,64200.0,102208.0
29940,"Lawrence, KS Metro Area",2014,45224,48565,19605.0,35704.0,57190.0,95725.0
